@relation data/M_multi_metrics_PDE.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R39-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R50-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R3

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_fanIn numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute ck_oo_wmc numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute LDHH_numberOfAttributes numeric
@attribute LDHH_numberOfLinesOfCode numeric
@attribute WCHU_fanOut numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicMethods numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute CvsExpEntropy numeric
@attribute LDHH_numberOfMethods numeric
@attribute class {buggy,clean}

@data
1,0.002877,0.118152,0.007206,0,18.3841,0,1.01,6,0,50,0.001809,0,0.533019,0,0.0074,10,11,3,16,0,0,406,3.12,0,0.02374,1.01,4,0,4,1,5.08,0,8.52,0.001098,133,24,0.133062,0.00752,clean
0,0,0.033988,0.002225,0,14.266,0,0,0,0,7,0,0,0.383392,0,0.002339,2,2,4,1,0,0,10,1.01,0,0.003428,1.02,3,0,3,0,2.02,0,4.1,0.000825,47,5,0.052975,0.002418,clean
4,0,0.013763,0,0,7.10003,0,0,2,0,47,0,0,0.19124,0,0,10,0,2,4,0,0,120,0,0,0.005169,1.01,1,0,0,0,0,0,3.05,0.000989,18,5,0.03735,0,clean
22,0,0.004465,0,0,1.76682,0,0,0,0,73,0,0,0.061715,0,0,20,0,1,1,0,0,435,0,0,0.004997,3.03,17,0,8,0,0,0,0,0.008892,6,8,0.033928,0,clean
1,0,0.464042,0,0.001709,10.3631,0,1.01,0,1,36,0.00337,1.04,4.37129,0,0,9,0,1,2,0,0,6,0,0.008811,0.060195,3.04,5,0,4,1,1.01,0,0,0.029483,6,3,0.404081,0.021515,buggy
2,0,0.026521,0,0,4.57971,0,0,2,0,14,0,0,0.139678,0,0,2,0,1,2,0,0,36,0,0,0.002353,0,0,0,0,1,0,0,0,0,6,0,0.044721,0,clean
3,0,0.003832,0,0,6.41569,0,0,0,0,23,0,0,0.169334,0,0,6,0,2,1,0,0,21,0,0,0.004997,0,0,0,0,0,0,0,1.01,0,29,2,0.034357,0,clean
0,0,0.002693,0,0,6.42599,0,0,0,0,4,0,0,0.168539,0,0.002952,0,2,5,1,0,0,10,2.02,0,0,0,1,0,1,0,0,0,3.06,0,75,4,0.031381,0,clean
1,0.001979,0.021203,0,0,4.79899,0,1.01,0,0,11,0.001272,0,0.145418,0,0,7,0,1,1,0,0,1,0,0,0.006081,1.02,0,0,0,0,0,0,0,0.001534,6,1,0.040495,0.00162,buggy
16,0,0.002384,0,0,1.38451,0,0,0,0,148,0,0,0.049262,0,0,25,2,5,4,0,0,946,0,0,0.002404,0,19,0,19,0,0,0,0,0,70,19,0.029068,0,clean
1,0,0.001248,0,0,4.19546,0,0,0,0,7,0,0,0.119524,0,0,4,0,1,0,0,0,1,0,0,0.004532,0,0,0,0,0,0,0,0,0,0,0,0.031517,0,buggy
1,0,0.004365,0,0,3.15241,0,0,0,0,3,0,0,0.103077,0,0,5,0,1,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.042799,0,clean
1,0,0.009918,0,0.001228,11.1153,0,0,0,0,6,0,1.01,0.28513,0,0,5,0,1,1,0,0,10,0,0.002387,0.003125,2.03,1,0,1,0,0,0,0,0.002854,0,4,0.041132,0,clean
1,0,0.005,0,0,3.05459,0,0,2,0,4,0,0,0.103073,0,0,2,0,1,7,0,0,15,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0.048942,0,clean
0,0.002598,0.003295,0,0.002713,6.09363,0,0,9,0,10,0,1.01,0.185614,3.08,0,4,0,2,9,0.001889,0,28,0,0.001748,0.004532,0,2,0,2,0,0,0,1.01,0,11,5,0.051836,0,clean
1,0.000792,0.055484,0.003892,0.004315,25.7875,0,1.01,0,0,25,0.00236,4.08,0.665477,0,0.002859,17,5,4,1,0,1.02,190,1.04,0.00384,0.009819,5.17,2,0,2,1,3.05,0.0023,12.31,0.005978,78,10,0.075384,0.00647,clean
1,0,0.001422,0,0,2.99178,0,0,0,0,6,0,0,0.099413,0,0,0,0,1,5,0,0,15,0,0,0.006703,0,2,0,1,0,0,0,0,0,0,4,0.043815,0,clean
0,0,0.054939,0,0.004099,7.17242,0,0,0,0,14,0,1.02,0.228232,0,0,4,3,3,1,0,0,36,0,0.006178,0.005772,1.01,4,0,4,0,0,0,3.04,0.005787,32,1,0.104807,0.006793,buggy
12,0.045633,0.373898,0.009485,0.003532,33.6659,0,7.11,0,4,142,0.007238,3.05,0.958309,0,0,23,0,1,27,0,0,528,0,0.003241,0.055311,16.26,6,5,6,6,7.17,0,2.02,0.019719,7,21,0.222775,0.016095,buggy
0,0.00243,0.064898,0.002434,0.002713,5.63729,0,0,3,0,23,0,1.01,0.176667,1.01,0.005456,4,28,4,14,0.001788,0,105,2.17,0.001748,0.008743,0,1,0,1,0,1.01,0,3.47,0,233,14,0.056957,0.004196,clean
5,0.00501,0.158569,0,0,19.8036,0,2.02,0,0,38,0.003755,0,0.514681,0,0,6,0,1,4,0,0,78,0,0.000348,0.012827,3.05,4,0,1,0,0,0,1.01,0.00287,6,7,0.075247,0.000276,clean
11,0.002157,0.133105,0.00053,0.002038,19.1818,0,3.18,2,0,50,0.002487,2.09,0.495106,1.02,0.001986,19,0,3,3,0.000498,0,406,1.01,0.004034,0.01256,6.11,13,0,12,0,1.05,0,4.08,0.008369,21,7,0.059104,0.005558,clean
0,0.000615,0.021781,0.000777,0.002713,19.1282,0,1.01,1,0,15,0.000319,1.01,0.511397,0,0.000966,4,2,6,2,0,0,78,1.01,0.001748,0.008947,3.04,2,0,1,0,1.01,0,5.08,0.004013,73,10,0.072878,0.001271,clean
2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,4,0,1,6,0,0,15,0,0,0,0,3,0,1,0,0,0,0,0,6,4,0,0,clean
0,0.006354,0.005398,0,0,8.05292,0,0,0,0,2,0,0,0.234844,0,0,1,0,1,0,0,0,0,0,0,0.002179,1.01,0,0,0,0,0,0,1.01,0.003303,6,1,0.059362,0,clean
2,0.004801,0.063238,0.004088,0.001922,19.8138,0,0,0,1,71,0,1.01,0.524193,0,0,29,1,3,5,0,0,378,0,0.003654,0.011953,1.04,1,2,1,3,4.04,0,12.22,0.000787,72,11,0.088857,0.007319,buggy
0,0,0.009932,0.00126,0,9.53614,0.000389,0,0,0,1,0,0,0.25412,0,0,1,0,1,0,0,0,0,0,0.00145,0.005992,1.02,1,0,0,0,1.01,0,0,0.002006,0,1,0.039735,0.001394,clean
0,0,0.003764,0.000407,0,2.97312,0,0,0,0,3,0,0,0.09279,0,0.001959,2,5,2,1,0,0,3,2.06,0,0.000854,1.02,0,0,0,0,1.02,0,2.31,0.001234,21,3,0.034972,0.000715,clean
0,0,0.116715,0.00117,0.001053,16.1061,0,0,0,0,32,0,1.01,0.410909,0,0.002445,9,12,2,1,0,0,36,3.19,0.001999,0.002602,2.05,2,0,2,1,1.01,0,3.05,0.003262,14,3,0.044892,0.001227,clean
0,0,0.031897,0,0,6.90917,0,0,0,0,17,0,0,0.1993,0,0,5,1,3,1,0,0,28,0,0,0.004532,0,0,0,0,0,0,0,1.02,0,30,1,0.041551,0,clean
5,0,0.191977,0,0.011941,22.9998,0,6.07,0,1,36,0.011984,5.17,0.660711,0,0.005045,9,11,2,1,0,0,66,3.15,0.012017,0.031819,7.1,19,0,18,3,0,0,1.01,0.013373,13,4,0.220466,0.021009,buggy
0,0.000861,0.005865,0,0,10.1983,0,0,0,0,13,0,0,0.253344,0,0.000762,5,7,3,2,0,0,36,1.01,0,0.000598,1.01,2,0,2,0,0,0,2.07,0.000989,54,7,0.031468,0,clean
0,0,0.008712,0.002434,0,4.51037,0,1.01,0,0,3,0.002409,0,0.14367,0,0,2,0,1,1,0,0,1,0,0,0.002353,0,2,0,2,0,1.01,0,0,0,6,2,0.051645,0.002496,clean
0,0,0.035008,0,0,11.1043,0,0,1,0,29,0,0,0.301086,0,0,3,0,1,3,0,0,78,0,0,0.005937,2.03,6,0,5,0,0,0,1.01,0.002545,6,5,0.046867,0,buggy
0,0.009365,0.015448,0,0,4.41258,0,0,0,0,8,0,0,0.138856,0,0,4,5,6,11,0,0,15,0,0,0.002419,0,3,0,3,0,0,0,2.06,0,93,3,0.046384,0.002356,clean
1,0,0.012715,0,0,9.1192,0,0,0,0,4,0,0,0.267765,0,0,6,0,2,1,0,0,6,0,0,0.001411,0,1,0,0,0,0,0,3.09,0,28,1,0.058961,0,clean
0,0.002382,0.012768,0,0,14.0791,0,1.02,1,0,12,0.002409,0,0.38395,1.01,0,2,0,1,6,0.001082,0,10,0,0,0.003813,1.03,9,0,3,0,0,0,1.01,0.002006,6,2,0.067598,0.002496,clean
0,0.015694,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,1,9,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,clean
0,0.003389,0.00327,0,0,7.6651,0,0,3,0,7,0,0,0.196109,0,0.000762,3,6,3,8,0,0,10,1.01,0,0,0,2,0,1,0,0,0,3.07,0,39,3,0.031399,0,clean
0,0,0.002242,0,0,5.63928,0,0,0,0,1,0,0,0.14874,0,0.001644,0,3,2,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,5.08,0,20,1,0.034052,0,clean
0,0,0.004246,0,0,6.41569,0,0,3,0,7,0,0,0.169334,0,0,1,0,1,5,0,0,15,0,0,0.000751,0,2,0,2,0,0,0,0,0,0,5,0.034357,0,clean
10,0,0.08079,0.006397,0.002294,13.1365,0,1.06,0,0,32,0.000867,2.02,0.367256,0,0,9,0,4,1,0,0,171,0,0.001557,0.014049,6.1,9,0,9,0,4.05,0,6.14,0.008269,32,9,0.05623,0.007666,clean
0,0,0.001965,0,0,3.01668,0,0,0,0,8,0,0,0.09829,0,0,5,2,5,1,0,0,6,0,0,0.004997,0,5,0,5,0,0,0,1.02,0,55,3,0.040488,0,clean
0,0,0.033566,0,0,9.92215,0,0,0,1,2,0,0,4.18617,0,0.001986,5,0,1,0,0,0,0,1.08,0,0.021967,1.01,0,0,0,1,0,0,0,0.005632,0,1,0.181692,0,buggy
0,0.003268,0.007177,0,0.000835,11.828,0,0,0,0,7,0,1.01,0.314543,0,0,5,0,2,1,0,0,1,0,0.000904,0.003468,1.01,1,0,1,0,0,0,0,0.000877,3,1,0.051466,0,clean
4,0,0.022804,0,0,15.769,0,0,0,0,25,0,0,0.398003,0,0,8,0,1,1,0,0,15,0,0,0.006359,3.03,4,0,4,0,0,0,1.01,0.003522,6,2,0.044093,0,clean
0,0,0.003269,0,0,7.46676,0,0,1,0,8,0,0,0.191806,0,0,0,4,1,4,0,0,21,0,0,0,0,6,0,6,0,0,0,1.01,0,12,7,0.031409,0,buggy
0,0.005917,0.021051,0,0,3.03875,0,0,2,0,11,0,0,0.102722,0,0,0,0,1,6,0,0,55,0,0,0,0,2,0,1,1,0,0,0,0,0,11,0.04901,0,clean
2,0.003734,0.0002,0,0,1.76682,0,0,0,0,18,0,0,0.061715,0,0,3,0,1,1,0,0,10,0,0,0.004997,0,7,0,7,0,0,0,0,0,6,3,0.033928,0,buggy
2,0,0.005304,0,0,8.39741,0,0,0,0,18,0,0,0.217436,0,0,12,3,4,1,0,0,55,0,0,0.000764,2.02,2,0,1,0,0,0,9.11,0.003747,51,3,0.035407,0.000779,buggy
1,0.00135,0.014132,0,0,5.5393,0,0,0,0,55,0,0,0.168267,0,0,8,0,1,2,0,0,300,0,0,0,2.02,20,0,20,0,0,0,0,0.001528,6,24,0.059604,0,buggy
3,0.003122,0.044194,0.002705,0.002354,5.55124,0,0,0,0,62,0,1.02,0.181891,0,0.001223,7,1,2,5,0,1.01,231,1.01,0.002689,0.009344,1.01,10,0,9,1,1.03,0.000869,1.11,0.002338,11,14,0.074596,0.00285,clean
10,0,0.06798,0,0,5.02919,0,1.01,0,0,27,0.00236,0,0.157739,0,0,7,0,4,1,0,0,210,0,0,0.007219,1.04,4,0,4,0,0,0,1.07,0.002203,39,7,0.052183,0.002453,clean
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,4,2,0,0,clean
0,0,0.149945,0.000717,0,21.8778,0,0,2,1,39,0,0,0.595141,0,0,14,0,1,2,0,0,171,0,0,0.017407,4.04,1,0,0,2,1.01,0,0,0.009015,0,9,0.089612,0.000907,buggy
0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,1,0,1,4,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,clean
0,0.000807,0.003499,0,0,7.47927,0,0,0,0,4,0,0,0.194515,0,0,0,0,1,6,0,0,6,0,0,0,0,2,0,2,0,0,0,1.01,0,6,4,0.034528,0,clean
0,0.01584,0.014303,0.002103,0,9.20458,0,0,7,0,8,0,0,0.246125,7.08,0,0,0,2,18,0.013394,0,28,0,0,0.002222,0,0,0,0,0,1.02,0,0,0,6,6,0.044043,0.002453,clean
0,0,0.000665,0,0,1.56044,0,0,0,0,3,0,0,0.052586,0,0,2,0,6,0,0,0,3,0,0,0.003115,0,0,0,0,0,0,0,0,0,20,3,0.024708,0,clean
1,0.001585,0.003824,0,0,8.04434,0,0,0,0,10,0,0,0.205054,0,0,2,0,1,0,0,0,10,0,0,0,0,1,0,1,0,0,0,1.01,0,6,4,0.03437,0,clean
0,0,0.000249,0,0,1.76682,0,0,0,0,9,0,0,0.061715,0,0,2,0,2,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0.033928,0,clean
0,0,0.015957,0,0,5.24229,0,0,0,0,4,0,0,0.152022,0,0,3,1,2,1,0,0,6,0,0,0,1.01,1,0,1,0,0,0,1.01,0.001255,14,1,0.044469,0,clean
0,0,0.003171,0,0,7.47927,0,0,0,0,11,0,0,0.194515,0,0,0,0,1,0,0,0,36,0,0,0.004997,0,0,0,0,0,0,0,1.01,0,15,9,0.034528,0,buggy
3,0.002067,0.186016,0,0.000829,11.0132,0,1.01,3,0,41,0.000849,1.03,0.319893,0,0,5,0,1,3,0,0,105,0,0,0.015228,4.04,3,0,3,0,0,0,0,0.006852,6,8,0.069738,0.001941,buggy
0,0,0.020084,0,0,3.04262,0,0,0,0,1,0,0,0.084262,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,20,1,0.008702,0,clean
0,0.005844,0.036905,0.002818,0.000775,8.36237,0,1.03,0,0,20,0.000747,1.02,0.226477,0,0.004098,9,4,4,18,0,2.02,6,3.04,0.000565,0.007891,2.04,0,0,0,0,2.02,0.000359,4.09,0.003428,16,3,0.039675,0.0032,clean
7,0,0.015405,0,0.000835,8.51102,0,0,1,0,54,0,1.08,0.225648,0,0.001986,11,0,3,0,0,0,231,1.01,0.000904,0.007274,1.01,5,0,5,0,0,0,3.04,0.001815,21,15,0.040143,0,clean
1,0.002911,0.056221,0,0.001306,14.7948,0,0,1,0,17,0,2.02,0.378897,1.01,0,3,0,1,2,0.000945,0,21,0,0.000652,0.009555,0,6,0,5,0,0,0,0,0,0,5,0.044033,0.000699,clean
0,0,0.00661,0,0,3.36633,0,0,0,0,9,0,0,0.107253,0,0,1,0,1,0,0,0,10,0,0,0,0,2,0,2,0,0,0,0,0,6,4,0.040121,0,clean
0,0,0.018213,0,0,4.50833,0,0,0,0,4,0,0,0.126122,0,0.00199,3,5,5,1,0,0,3,2.03,0,0,0,0,0,0,0,0,0,3.08,0,89,1,0.03137,0,clean
0,0.003734,0.004159,0,0.000835,7.72196,0,0,1,0,5,0,1.01,0.198359,1.01,0,3,0,2,1,0.001219,0,6,0,0.000904,0,0,5,0,5,0,0,0,0,0,8,4,0.034375,0,clean
5,0,0.038001,0,0,4.8424,0,1.04,0,0,36,0.00337,0,0.159886,0,0,6,0,1,0,0,0,21,0,0,0.009259,2.03,0,0,0,0,0,0,0,0.005336,6,2,0.068913,0.003467,clean
1,0,0.007181,0,0,3.98647,0,0,0,0,16,0,0,0.114134,0,0,5,1,4,1,0,0,15,0,0,0,0,2,0,2,0,0,0,1.01,0,34,2,0.034176,0,clean
0,0.01902,0.017487,0.00117,0,11.8519,0,0,0,0,8,0,0,0.315309,0,0,2,5,5,46,0,0,21,0,0,0.00146,1.01,2,0,2,0,1.01,0,3.04,0.001234,86,6,0.041388,0,clean
0,0.000807,0.03743,0.002485,0.001256,14.5908,0,0,0,0,49,0,2.05,0.376646,0,0.001305,13,31,5,5,0,0,153,2.04,0.001272,0.009027,2.03,5,0,5,0,3.09,0,4.15,0.002995,79,16,0.047981,0.002736,clean
0,0.005917,0.022222,0.002009,0,4.41258,0,0,0,0,12,0,0,0.138856,0,0.00651,2,158,6,3,0,1.01,66,3.31,0,0.002419,1.02,1,0,1,0,1.01,0.0023,6.58,0.002417,499,12,0.046384,0.002356,clean
4,0.010499,0.252955,0.005768,0.004464,17.9368,0,2.03,0,0,61,0.004157,3.04,0.528067,0,0,18,0,1,24,0,0,171,0,0.004315,0.013038,5.28,7,0,7,2,4.07,0,1.01,0.010644,6,13,0.131198,0.006662,clean
0,0.006546,0.036948,0,0.001202,10.5919,0,0,0,0,6,0,1.01,0.29603,0,0,0,0,1,8,0,0,1,0,0.001026,0.00454,0,4,0,4,0,0,0,0,0,0,2,0.049302,0,clean
12,0,0.193112,0.002291,0.005788,31.5637,0,4.12,0,1,58,0.003107,5.12,0.794498,0,0,29,0,3,1,0,1.01,190,0,0.005304,0.025389,11.24,5,0,4,1,2.03,0.000693,9.27,0.015588,37,3,0.079218,0.004166,clean
0,0,0.095906,0,0,35.8788,0.094339,0,0,0,0,0,0,4.99501,0,0,0,0,1,0,0,0,0,0,0.103755,0,0,185,0,1,1,0,0,0,0,0,0,0.400336,0,buggy
7,0,0.025583,0,0,12.0816,0,0,0,0,22,0,0,0.313029,0,0.001986,11,0,3,1,0,0,105,1.01,0,0.007274,2.02,6,0,6,0,0,0,3.04,0.002692,21,8,0.043137,0,clean
0,0,0.01162,0,0,3.71677,0,0,0,0,7,0,0,0.117977,0,0.005456,2,28,5,3,0,0,21,2.17,0,0.004532,0,1,0,1,0,0,0,4.49,0,248,7,0.041707,0,clean
0,0,0.000499,0,0,1.56044,0,0,0,0,3,0,0,0.052586,0,0,2,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0.024708,0,clean
0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,clean
5,0.000882,0.105731,0.000619,0.001328,17.2562,0,3.04,0,0,30,0.003665,1.03,0.489061,0,0,10,0,1,2,0,0,36,0,0.001097,0.01267,3.04,4,0,4,0,1.02,0,0,0.002339,0,3,0.120031,0.005152,clean
1,0,0.005067,0,0,7.26436,0,0,0,0,8,0,0,0.19472,0,0,3,0,1,0,0,0,15,0,0,0.004532,0,1,0,1,0,0,0,1.01,0,6,5,0.037348,0,clean
1,0,0.011072,0,0,2.84822,0,0,0,0,17,0,0,0.093944,0,0,13,13,5,0,0,0,66,0,0,0.003115,0,2,0,2,0,0,0,2.04,0,80,8,0.039721,0,clean
0,0.002731,0.003185,0,0,6.41569,0,0,0,0,12,0,0,0.169334,0,0,3,0,1,3,0,0,6,0,0,0.004997,0,2,0,2,0,0,0,1.01,0,6,4,0.034357,0,clean
1,0,0.009729,0,0,2.23703,0,0,0,0,13,0,0,0.087183,0,0,12,2,5,1,0,0,10,0,0,0,0,4,0,4,0,0,0,0,0,55,3,0.066867,0,clean
0,0,0.004275,0,0,4.80854,0,0,0,0,38,0,0,0.144244,0,0,8,0,1,2,0,0,45,0,0,0.006546,0,2,0,2,0,0,0,0,0,0,1,0.040324,0,clean
5,0.001037,0.019249,0,0,5.68119,0,0,0,0,46,0,0,0.147519,0,0,13,0,1,11,0,0,190,0,0,0.005698,1.01,11,0,7,0,0,0,1.01,0.001011,6,15,0.031003,0,clean
7,0.008447,0.030971,0,0,6.83452,0,1.01,3,0,109,0.002409,0,0.227843,0,0,10,7,2,41,0,0,2080,0,0,0.009289,1.01,14,0,11,0,0,0,0,0.003303,62,47,0.103915,0.005963,buggy
1,0.002997,0.051336,0,0,11.1725,0,0,3,0,26,0,0,0.310246,0,0,4,0,1,4,0,0,78,0,0,0.008821,1.01,7,0,3,0,0,0,1.01,0.001534,6,2,0.068309,0.004216,buggy
0,0,0.014315,0.001685,0,6.02605,0,0,0,0,17,0,0,0.176257,0,0.001986,6,1,5,2,0,0,66,1.01,0,0.006135,1.01,4,0,4,0,1.01,0,4.07,0.002771,78,12,0.040699,0.001757,buggy
3,0,0.004933,0,0,7.696,0,0,0,0,14,0,0,0.219763,0,0,4,0,1,1,0,0,36,0,0,0.004997,0,5,0,5,0,0,0,0,0,0,4,0.044677,0,clean
0,0,0.001097,0,0,3.19695,0,0,0,0,6,0,0,0.09499,0,0.00199,3,5,5,1,0,0,3,2.03,0,0,0,0,0,0,0,0,0,3.08,0,89,1,0.0312,0,clean
6,0,0.12801,0.00117,0.001053,14.3413,0,1.01,0,0,46,0.000763,1.01,0.383659,0,0,24,0,1,1,0,0,45,0,0.001096,0.009291,3.04,4,0,4,0,1.01,0,1.01,0.003107,6,3,0.053654,0.000828,clean
0,0,0.049227,0,0.000706,5.6766,0,0,0,0,9,0,1.02,0.151782,0,0,2,0,1,0,0,0,0,0,0.000652,0.001612,0,2,0,2,0,0,0,1.01,0,6,1,0.034241,0,clean
0,0,0.056695,0,0.023449,5.05091,0,0,0,0,8,0,1.01,0.247483,0,0.008453,8,8,3,1,0,0,3,2.02,0.023311,0.026267,3.07,1,0,1,0,0,0,4.06,0.031046,36,1,0.207366,0.005735,buggy
0,0.039348,0.004965,0,0,2.67051,0,0,0,0,6,0,0,0.096349,0,0,2,0,1,34,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.059399,0,clean
1,0,0.010861,0,0,7.81509,0,0,0,0,16,0,0,0.198115,0,0,1,1,2,1,0,0,45,0,0,0.000806,2.02,0,0,0,0,0,0,0,0.00168,11,9,0.034116,0,clean
0,0.007048,0.122363,0.004887,0.004435,10.9776,0,0,0,0,6,0,1.01,4.29487,0,0,1,0,1,10,0,0,6,0,0.071713,0.020165,2.02,30,0,0,1,1.1,0,1.01,0.006621,6,4,0.261606,0.004892,clean
0,0,0.005309,0,0,6.41569,0,0,0,0,9,0,0,0.169334,0,0,2,0,1,1,0,0,28,0,0,0.004997,2.02,1,0,1,0,0,0,0,0.001314,0,8,0.034357,0,clean
0,0.001101,0.075869,0,0,10.2464,0,0,0,0,82,0,0,0.289839,0,0,19,0,1,3,0,0,105,0,0,0.010704,1.02,0,0,0,0,0,0,0,0.002417,6,4,0.053163,0.000715,clean
1,0,0.020257,0,0,16.2007,0,0,0,0,23,0,0,0.411045,0,0,7,0,1,2,0,0,36,0,0,0.004019,3.04,4,0,4,0,0,0,1.01,0.003459,11,8,0.041182,0,clean
0,0.00135,0.00611,0,0.003313,3.82071,0,0,0,0,19,0,1.01,0.112153,0,0,3,1,2,3,0,0,21,0,0.003308,0.00659,1.01,9,0,9,0,0,0,0,0.00094,36,5,0.031977,0,clean
6,0,0.055891,0,0.001799,11.1198,0,1.06,0,0,14,0.001617,1.02,0.301819,0,0,9,0,2,1,0,0,55,0,0.001649,0.008562,2.04,7,0,6,0,0,0,7.17,0.003655,28,3,0.047824,0.00182,buggy
2,0,0.01246,0,0,4.36826,0,0,0,1,30,0,0,0.159775,0,0,13,0,1,5,0,0,21,0,0,0.004997,0,1,0,1,1,0,0,0,0,6,5,0.10271,0,clean
0,0.004455,0.042147,0.002861,0.002713,21.2841,0,0,4,0,63,0,1.01,0.550266,0,0,10,1,2,23,0,0,496,0,0.001748,0.010222,4.07,7,0,5,1,2.03,0,2.02,0.004813,21,23,0.059469,0.003562,clean
0,0,0.015312,0,0.000835,12.0347,0,0,0,0,4,0,1.01,0.310315,0,0,5,0,2,1,0,0,6,0,0.000904,0.005631,3.04,3,0,2,0,0,0,8.18,0.003324,28,2,0.04325,0.001591,clean
5,0.006277,0.054705,0.000848,0.000829,9.64953,0,1.04,0,0,23,0.001005,1.01,0.280825,0,0,9,0,1,2,0,0,28,0,0.000746,0.009121,2.08,2,0,2,0,1.01,0,0,0.003415,0,3,0.059641,0.00109,clean
0,0,0.000078,0,0,1.77712,0,0,3,0,2,0,0,0.06092,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0.030953,0,clean
0,0.00135,0,0.001772,0.000549,0,0,0,0,0,15,0,1.01,0,0,0,7,0,2,2,0,0,36,0,0.000547,0.005346,3.04,2,0,2,0,3.04,0,6.19,0.002859,31,8,0,0.003168,clean
1,0,0.005587,0,0,7.72196,0,0,0,0,9,0,0,0.198359,0,0,2,0,1,0,0,0,15,0,0.000904,0,0,4,0,4,0,0,0,0,0,0,5,0.034375,0,clean
5,0.00135,0.133329,0,0.001935,5.15869,0,3.06,0,0,34,0.001849,3.03,0.147555,0,0,3,0,1,3,0,0,136,0,0.001236,0.00213,1.01,1,0,1,0,1.08,0,0,0,6,12,0.036011,0.002002,buggy
1,0.001698,0.013492,0.000777,0.002713,13.06,0,0,2,0,20,0,1.01,0.346922,0,0.000966,8,2,5,8,0,1.01,55,1.01,0.001748,0.007422,2.03,4,1,3,1,1.01,0.000983,4.07,0.002246,71,10,0.051767,0.000777,clean
1,0.001867,0.048264,0.002967,0.00292,11.2702,0,0,0,0,29,0,2.02,0.315381,0,0,3,0,1,7,0,0,231,0,0.002843,0.010185,0,14,0,10,0,2.03,0,0,0,6,13,0.049251,0.003926,clean
