@relation 'bugzilla-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R1-3,12-14'

@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute bug {1,0}

@data
0,0.017281,0.001152,868,1,21,0,1,1
0,0.133098,0.048292,849,1,21,6,1,1
0,0.045564,0.015588,834,1,21,7,1,1
0,0.002353,0.002353,850,1,21,2,1,0
0,0.001227,0.002454,815,1,21,13,1,0
0,0.002445,0,818,1,20,8,1,1
0,0.025413,0.001271,787,1,20,8,1,1
1,0.002125,0.002125,470.5,1,21,23,1,0
0,0.003871,0,775,1,20,35,1,1
0,0.002587,0.001294,773,1,19,0,1,0
0,0.001295,0.001295,772,1,19,1,1,0
0,0.015544,0.005181,772,1,19,4,1,1
0.516422,0.0932,0.185815,853,1,19,15,1,1
0,0.019883,0.016374,855,1,19,10,1,0
0.700129,0.008264,0,574.75,1,21,68,1,1
0.371232,0.007692,0.008876,845,1,19,3,1,1
0,0.004706,0.001176,850,1,18,22,1,1
0,0.0366,0.034238,847,1,18,5,1,1
0,0.002367,0,845,1,18,13,1,0
1,0.001191,0.001191,839.5,1,20,19,1,0
0,0.00237,0.004739,844,0,18,0,1,1
0,0.004728,0.002364,846,1,18,3,1,0
0,0.00949,0.007117,843,1,17,2,1,1
0,0.007151,0.011919,839,1,17,2,1,1
0,0.023781,0.043995,841,1,17,9,1,1
0,0.001181,0.001181,847,1,17,2,1,1
0,0.001157,0.001157,864,1,16,11,1,0
0,0.005787,0,864,1,16,3,1,0
0,0.067678,0.025671,857,1,15,0,1,1
0.346269,0.06357,0.002445,818,1,17,8,1,1
0,0.005148,0.005148,777,1,15,0,1,1
0,0.005148,0.007722,777,1,15,0,1,1
0,0.07722,0.052767,777,1,15,0,1,1
0,0.042213,0.043668,687,1,14,1,1,1
0.945944,0.095181,0.041047,336.2,1,15,1040,1,1
0,0.001513,0.001513,661,1,12,1,1,0
0,0.054463,0.048411,661,1,12,1,1,1
0,0.006079,0.00304,658,0,12,0,1,0
0,0.003044,0.006088,657,1,12,11,1,0
0,0.034954,0.00152,658,1,12,3,1,1
0,0.00313,0.00313,639,1,12,1,1,0
0,0.004687,0.009375,640,1,12,6,1,1
0,0.034429,0,639,1,12,1,1,1
0,0.003306,0.003306,605,1,12,34,1,0
0,0.001653,0.001653,605,0,12,52,1,0
0.837403,0.085631,0.000968,516.75,0,12,157,1,1
0,0.011647,0,601,1,11,1,1,0
0,0.003361,0.005042,595,1,11,18,1,0
0,0.001678,0,596,1,10,12,1,1
0,0.010274,0,584,1,9,16,1,0
0,0.001812,0.001812,552,0,6,0,1,1
0,0.016304,0.028986,552,0,6,11,1,0
0,0.010327,0,581,1,6,0,1,1
0.650022,0.014463,0.004132,484,1,6,0,1,0
0,0.005181,0,579,0,6,0,1,0
0,0,0.001733,577,1,6,0,1,0
0,0.012,0.002,500,0,6,14,1,1
0,0.018145,0.014113,496,1,6,1,1,0
0,0.002024,0,494,1,6,10,1,0
0,0.023013,0,478,1,6,0,1,1
0,0.008791,0.002198,455,1,6,0,1,0
0,0.011013,0.006608,454,0,6,0,1,0
0,0.006623,0.00883,453,0,6,2,1,1
0,0.041943,0.019868,453,1,6,5,1,0
0,0.012821,0,390,0,6,12,1,0
0,0.011494,0.017241,348,1,5,0,1,1
0,0.004739,0.004739,211,1,2,0,1,0
0.811278,0.013158,0.007895,190,1,2,93,1,0
0,0.029703,0,202,0,2,19,1,0
0,0.043689,0.029126,206,0,2,2,1,1
0,0.005051,0.005051,198,1,1,1,1,0
0,0.015306,0.005102,196,1,1,7,1,0
0,0.010309,0.010309,194,1,1,1,1,0
0,0.222656,0.042969,256,0,2,134,1,0
0,0.024578,0.006144,651,1,8,83,1,0
0.798774,0.48043,0.38373,325.75,0,10,316,1,0
0,0.028235,0.044706,850,1,20,275,1,0
0,0.007018,0.011696,855,1,18,83,1,0
0,0.00463,0.002315,864,1,19,133,1,0
0,0.001253,0,798,1,28,941,1,0
0,0.022585,0.001255,797,1,28,915,1,0
0,0.010139,0.006337,789,1,26,563,1,0
0,0.002538,0,788,1,26,543,1,0
0,0.001271,0.001271,787,1,24,365,1,0
0,0.003812,0.001271,787,1,21,132,1,0
0,0.025413,0.001271,787,1,20,62,1,0
1,0.002125,0.002125,470.5,1,21,99,1,0
0,0.003871,0,775,1,20,35,1,0
0,0.011261,0.011261,888,1,21,27,1,0
0,0.007928,0.00453,883,1,21,26,1,0
0,0.08655,0.052632,855,1,21,25,1,0
0,0.019646,0.01277,1018,1,31,407,1,0
0,0.003933,0.001967,1017,1,31,390,1,0
0,0.002959,0.003945,1014,1,31,374,1,0
0,0.002956,0,1015,1,31,325,1,0
0,0.008885,0.01382,1013,1,31,325,1,0
0.970951,0.002269,0.001513,661,1,31,675,1,0
0,0.000982,0,1018,1,30,303,1,0
0,0.019666,0.012783,1017,1,30,302,1,0
0,0.00197,0.00197,1015,1,29,262,1,0
1,0.001519,0.001519,658.5,1,29,492,1,0
0,0.020468,0.025341,1026,1,28,226,1,0
0.970951,0.00175,0.002625,571.5,1,28,478,1,0
0,0.000973,0,1028,1,28,207,1,0
0,0,0.000974,1027,1,28,192,1,0
0,0.020428,0.000973,1028,1,28,181,1,0
0,0.007859,0.000982,1018,1,27,92,1,0
0,0.007874,0.005906,1016,1,27,81,1,0
0,0.002876,0.000959,1043,1,31,120,1,0
0.543564,0.019802,0.00457,656.5,1,32,206,1,0
0,0.000977,0,1024,1,31,26,1,0
0.970951,0.004453,0.007917,1010.5,1,36,648,1,0
0,0.003289,0.002467,1216,1,35,310,1,0
0,0.000822,0.000822,1216,1,33,162,1,0
0,0.004566,0.004566,219,1,13,15,1,0
0,0.121019,0.006369,157,1,18,9,1,1
0,0.052317,0.004484,669,1,14,4,1,1
0,0.035874,0.004484,446,1,6,0,1,1
0,0.002299,0.002299,435,1,6,29,1,0
0.462749,0.043685,0.004748,526.5,1,12,49,1,1
0,0.004825,0,829,1,3,14,1,1
0.924713,0.005138,0.006315,444.904762,1,46,577,0.809524,1
0.889474,0.008284,0.006904,579.4,1,40,54,1,0
0,0.004673,0,214,1,30,18,1,0
0.811278,0.016997,0.005666,176.5,1,30,140,1,0
0,0.004082,0.004082,245,1,28,50,1,0
0,0.004082,0.004082,245,1,27,9,1,0
0.867062,0.018361,0.052396,372.166667,1,29,182,1,1
0,0.007968,0.007968,251,1,27,12,1,1
0.691917,0.044118,0.013235,226.666667,1,34,13,0.666667,1
0.627781,0.057296,0.029543,223.4,1,33,378,1,0
0,0.003984,0.003984,251,1,27,26,1,0
0,0.068,0.068,250,1,26,25,1,1
0,0.004,0.004,250,1,26,1,1,0
0,0.1,0.088,250,1,26,0,1,1
0.162589,0.100988,0.020033,520.571429,1,35,58,0.571429,1
0,0.036585,0.004065,246,1,24,26,1,0
1,0.001767,0.001767,566,1,31,214,0.5,1
0,0.021368,0.021368,234,1,23,1,1,0
0.650022,0.00956,0.001912,523,1,25,12,1,1
0,0.012821,0.008547,234,1,23,5,1,1
0,0.012821,0.004274,234,1,23,0,1,0
0,0.090517,0.017241,232,1,23,103,1,1
0,0.008929,0,224,1,22,103,1,0
0,0.022321,0,224,1,21,54,1,0
0,0.004505,0.004505,222,1,20,5,1,1
0,0.0625,0.004464,224,1,18,12,1,1
0,0.039409,0.004926,203,1,18,2,1,0
0,0.089552,0.149254,201,1,18,62,1,0
0,0,0.004831,207,1,17,0,1,0
0,0.014423,0.004808,208,1,17,8,1,1
0,0.009709,0.004854,206,1,17,38,1,0
0,0,0.024272,206,1,17,1,1,0
0,0.004808,0.004808,208,1,17,7,1,1
0.018847,0.228302,0.830189,530,1,20,38,1,1
0,0.017341,0.015896,692,1,13,3,1,0
0.918296,0.002823,0.000565,885.5,1,16,21,1,0
1,0.001384,0.001384,722.5,1,17,3,1,0
0,0.363242,0.222865,691,1,13,17,1,1
0.672295,0.01994,0.000604,827.5,1,14,8,1,0
0,0.0064,0.0032,625,1,12,50,1,0
0,0.001603,0.001603,624,1,12,0,1,0
0,0.009615,0.009615,624,1,12,33,1,1
0,0.049679,0.041667,624,0,11,7,1,0
0,0.018838,0.006279,637,1,11,8,1,0
0,0.001582,0.001582,632,1,11,5,1,1
0,0.018987,0.018987,632,1,11,58,1,1
0,0.074367,0.023734,632,1,10,68,1,1
0,0.003273,0,611,1,10,14,1,0
0,0.008197,0,610,1,10,9,1,0
0,0.046053,0.044408,608,1,10,14,1,1
0,0.001647,0.001647,607,1,10,20,1,0
0,0.028007,0.003295,607,1,9,119,1,1
0,0.019264,0.028021,571,1,7,5,1,1
0,0,0.00349,573,0,7,9,1,0
0,0.010435,0.006957,575,0,7,3,1,0
0,0.001742,0,574,0,7,1,1,1
0,0.00207,0.00207,483,1,7,0,1,0
0,0.049887,0.011338,441,0,7,1,1,0
0,0.002375,0.002375,421,0,7,0,1,0
0.291818,0.031835,0.004682,534,1,7,6,1,0
0,0.026506,0.024096,415,0,7,1,1,0
0,0.002415,0.002415,414,1,7,2,1,0
0,0.018824,0.011765,425,1,7,5,1,0
0,0.02799,0.022901,393,1,6,17,1,0
0.96813,0.003098,0.003717,403.5,0,6,96,0.75,1
0.422001,0.046759,0.02763,470.5,1,5,26,1,1
0,0.018041,0,388,0,5,0,1,0
0,0.002632,0.002632,380,0,5,0,1,0
0.767531,0.036199,0.0181,294.666667,1,4,82,1,0
0,0.01061,0,377,1,4,14,1,1
0,0.002688,0.005376,372,1,4,0,1,0
0,0.024129,0.005362,373,0,4,1,1,1
0,0.002874,0.002874,348,0,4,3,1,0
0,0.364943,0.002874,348,1,4,8,1,1
1,0.067416,0.022472,178,1,3,41,1,0
0,0.003704,0,270,0,3,7,1,1
0,0.004292,0.004292,233,0,3,1,1,0
0,0.005682,0.005682,176,1,3,13,1,0
0,0.005682,0.005682,176,1,2,3,1,1
0,0,0.011429,175,0,1,15,1,0
0,0.320955,0.214854,377,0,3,101,1,0
0,0.403315,0.381215,181,0,3,23,1,0
0,0.043269,0.004808,208,1,24,982,1,0
0,0.009709,0.004854,206,1,17,39,1,0
0.834202,0.021382,0.005757,405.333333,1,27,670,1,0
0,0.037975,0.004219,237,1,24,177,1,0
0,0.012821,0.008547,234,1,23,5,1,0
0,0.008,0.008,250,1,27,68,1,0
0.811278,0.015584,0.005195,192.5,1,30,337,1,0
0,0,0,0,1,17,259,1,0
0,0.00085,0.003398,1177,1,16,262,1,0
0,0.010187,0.000849,1178,1,15,21,1,0
0.977943,0.051602,0.041825,920.5,1,15,38,1,1
0.998636,0.003628,0.013062,689,1,13,68,0.5,0
0,0.000868,0.000868,1152,1,9,16,1,0
0,0.000868,0.000868,1152,1,9,10,1,0
0,0.000922,0,1085,1,9,16,1,1
0,0.000923,0.000923,1084,1,8,58,1,0
0,0.001847,0.001847,1083,1,5,40,1,0
0,0,0.00277,1083,0,3,3,1,0
0,0.01659,0.072811,1085,1,3,41,1,1
0,1.322183,1.322183,1136,0,2,2,1,1
0,0,0,1136,0,1,0,1,0
0,0,0.001762,1135,0,3,42,1,0
0,0.000868,0.000868,1152,1,9,26,1,0
0,0,0,0,1,17,285,1,0
0,0.00995,0.00995,201,1,13,28,1,0
0.743306,0.104462,0.034483,246.5,0,19,1371,1,0
0,0,0.013514,74,1,14,111,1,0
0.970107,0.010509,0.007743,361.6,1,33,374,1,0
0,0.013333,0.013333,75,1,13,338,1,0
0,0,0.013333,75,1,12,1,1,0
0,0.052632,0.052632,76,1,11,307,1,0
0,0.013333,0.013333,75,1,8,13,1,1
0,0.683333,0,60,1,7,28,1,1
0,0.125,0,32,1,7,40,1,0
0,0.028571,0.028571,35,1,6,2,1,1
0,0.057143,0.028571,35,1,6,0,1,1
0,1.25,0.7,40,0,4,6,1,1
0,0.000963,0.000963,519,1,13,53,1,1
0,0.037037,0.037037,27,1,7,0,1,0
0,0.013333,0.013333,75,1,13,339,1,0
0,0,0,0,1,1,0,1,0
0,1.413934,0,244,0,1,0,1,0
0,0,0,0,0,1,0,1,0
0,0,0,0,0,1,0,1,0
0,1.392157,0,102,0,1,0,1,0
0.998182,1.608696,0,80.5,0,1,0,0.5,0
0,0,0,0,0,1,0,1,0
0,0.019048,0.019048,105,1,18,42,1,0
0,0.009524,0.009524,105,1,18,94,1,0
0,0.047619,0,105,1,17,2,1,0
0,0.617647,0.921569,102,1,17,15,1,1
0,0.177778,0.051852,135,1,17,12,1,1
0,0.133333,0.066667,15,1,16,4,1,1
0,0.26087,0.521739,23,1,11,79,1,1
0,0.482759,0.37931,29,1,11,20,1,1
0,0.277778,0.111111,18,1,8,98,1,0
0,0.222222,0,18,0,6,4,1,1
0,0,0,83,1,1,0,0.2,1
0,0.08,0,25,0,2,147,1,0
0,0.153846,0.076923,13,1,16,626,1,0
0,0.019048,0.019048,105,1,18,138,1,0
0,0.009524,0.009524,105,1,18,96,1,0
0,0.005025,0.005025,199,1,12,19,1,0
0.970951,0.003384,0.005076,591,1,15,43,1,1
0,0.035354,0.005051,198,1,10,125,1,0
0,0.005128,0.005128,195,1,10,12,1,0
0,0.030769,0,195,1,10,65,1,0
0,0.005319,0.005319,188,1,9,57,1,0
0,0.234043,0.12766,188,1,8,8,1,1
0.871826,0.036957,0.038587,184,1,33,1674,0.8,1
0,0.189944,0.01676,179,1,6,60,1,1
0,0.006135,0.006135,163,1,6,70,1,0
0,0.012422,0.012422,161,1,6,0,1,0
0,0.006211,0.018634,161,1,6,32,1,0
0,0.080247,0,162,1,5,17,1,1
0,0.019231,0.00641,156,1,3,54,1,1
0,0.045161,0.019355,155,1,3,4,1,1
0,0.078014,0,141,1,3,5,1,1
0,0.015152,0,132,1,2,4,1,1
0.495746,0.069051,0.013564,811,1,25,12,0.666667,1
0,0.045455,0.060606,66,1,1,3,1,0
0.619446,0.074911,0.048751,280.333333,1,23,28,0.666667,1
0.726041,0.005635,0.000268,745.4,1,25,12,0.4,1
0,0.036082,0.005155,194,1,11,342,1,0
0,0.005236,0.005236,191,1,10,216,1,0
0,0.031414,0,191,1,10,204,1,0
0,0.005128,0.005128,195,1,12,267,1,0
0,0.005128,0.005128,195,1,12,227,1,0
0,0.521127,0.985915,142,1,28,10,1,0
0.764205,0.047468,0.009494,316,1,33,38,1,1
0,0,0.021739,184,1,27,13,1,0
0,0.016216,0.010811,185,1,25,227,1,1
0,0.005405,0.005405,185,1,24,106,1,1
0,0.027322,0.005464,183,1,19,35,1,1
0,0.010989,0.005495,182,1,19,5,1,1
0.408706,0.046322,0.802452,367,1,23,13,1,1
0,0.001852,0.001852,540,1,19,8,1,0
0,0.012963,0.003704,540,1,19,16,1,0
0,0.001773,0.001773,564,1,18,12,1,0
0,0.005329,0.001776,563,1,18,51,1,1
0,0.030249,0,562,1,17,12,1,0
0,0.008977,0.028725,557,1,16,11,1,1
0,0.005282,0.022887,568,1,15,53,1,0
0,0.078397,0.106272,574,1,15,61,1,1
0,0.072881,0.054237,590,1,14,9,1,0
0,0,0.001712,584,1,14,33,1,0
0,0.001709,0.001709,585,1,14,6,1,0
0,0.017094,0.006838,585,1,14,2,1,1
0,0.010327,0,581,0,13,10,1,0
0.265615,0.956652,0.862481,334.5,1,13,13,1,1
0,0.001754,0.001754,570,0,13,78,1,1
1,0.005501,0.001834,545.333333,1,13,50,1,0
0,0.059649,0.001754,570,1,12,2,1,1
0,0.009042,0.001808,553,1,11,14,1,0
0,0.018519,0.005556,540,1,9,48,1,0
0,0.001873,0.001873,534,0,8,1,1,0
0,0.001873,0.001873,534,0,8,29,1,0
0,0.011236,0.007491,534,1,8,5,1,0
0,0.007533,0.003766,531,1,7,2,1,0
0,0.001912,0.001912,523,0,6,2,1,0
0,0.001912,0.001912,523,1,6,1,1,1
0,0.001912,0.001912,523,0,6,20,1,1
0,0.005736,0.001912,523,0,6,0,1,0
0,0.009579,0,522,0,6,0,1,0
0,0.2158,0.00578,519,0,6,1,1,1
0,0.029279,0.002252,444,1,6,0,1,0
0,0.018476,0.009238,433,1,6,0,1,1
0.297472,0.200311,0.006211,322,1,7,95,1,1
0,0,0.028818,347,0,5,9,1,0
0.62743,0.108586,0.068182,198,1,5,149,1,1
0,0.01983,0,353,0,3,73,1,1
0.918296,0.0175,0.005,200,1,2,26,1,1
0,0.008671,0.00289,346,1,1,0,1,0
0,0.089855,0.026087,345,1,1,1,1,1
0,0.493865,0.03681,326,1,1,8,1,1
0,0.004464,0.004464,224,0,1,0,1,0
0,0.005714,0,350,0,3,92,1,0
0.880349,0.15098,0.094118,85,0,3,306,0.833333,0
0,0.001773,0.001773,564,1,24,818,1,0
0,0.016216,0.010811,185,1,25,333,1,0
0,0,0.021858,183,1,27,163,1,0
0,0.054054,0.032432,185,1,11,1,1,0
0,0.021858,0.021858,183,1,11,0,1,0
0.571405,0.071285,0.069274,559.375,1,28,29,0.75,1
0,0.091892,0.075676,185,1,10,113,1,0
0,0.027473,0.016484,182,1,10,20,1,1
0,0.085227,0.005682,176,1,10,21,1,1
0,0.018868,0.012579,159,1,8,46,1,1
0,0.006369,0.006369,157,1,8,60,1,0
0,0,0.006944,144,1,3,10,1,0
0,0.006897,0.006897,145,1,2,39,1,0
0.618463,0.047345,0.013717,452,1,40,4372,1,0
0,0.006329,0.006329,158,1,8,164,1,0
0,0.018987,0.012658,158,1,8,160,1,0
0,0.098837,0.081395,172,1,10,340,1,0
0,0.029586,0.017751,169,1,10,214,1,0
0.487818,0.037637,0.029138,617.75,1,25,1269,0.75,0
0,0.091892,0.075676,185,1,10,133,1,0
0,0.090909,0.090909,11,1,4,527,1,0
0,0.454545,0.181818,11,1,2,99,1,1
0,0,0,9,1,1,0,1,1
0,0.454545,0.181818,11,1,2,0,1,0
0,0,0,9,0,2,0,1,0
0,0.090909,0.090909,11,1,4,565,1,0
0.952684,0.226415,0.169811,17.666667,1,2,63,1,0
0.681802,0.765159,1.073147,103.9,0,21,4960,1,0
0.63093,0.009119,0,219.333333,0,8,913,0.666667,0
0.856614,0.009208,0.002762,543,1,38,117,0.75,0
0,0.089501,0,581,1,28,5,1,0
0.859303,0.001854,0.009984,779,1,43,97,0.777778,1
0,0.001835,0.001835,545,1,27,7,1,0
0,0.257634,0.230916,524,1,26,25,1,0
0,0.003922,0.001961,510,1,26,34,1,0
0,0.060904,0,509,1,26,0,1,0
0,0.004057,0,493,1,26,11,1,0
0,0.01222,0.01222,491,1,26,11,1,0
0,0.00611,0.008147,491,1,26,8,1,0
0.513557,0.012128,0.012404,403.111111,1,34,319,0.888889,1
0,0.004073,0.004073,491,1,26,71,1,0
0,0.017045,0.018939,528,1,25,4,1,0
0,0.097458,0,472,1,25,8,1,1
0.970951,0.002608,0.003911,383.5,1,31,4,1,0
0.752834,0.004838,0.00185,878.375,1,36,33,0.625,1
0.593896,0.014181,0.014706,380.8,1,27,34,0.8,1
0,0.002288,0.002288,437,1,24,2,1,1
0,0.002299,0.002299,435,1,24,0,1,0
0,0,0.002299,435,1,24,0,1,0
0.92538,0.007007,0.005256,646.933333,1,36,483,0.866667,1
0,0.078161,0.016092,435,1,21,157,1,1
0,0.016949,0.016949,413,1,21,101,1,1
0,0.009662,0.012077,414,1,20,25,1,1
0,0.026506,0.021687,415,1,20,181,1,1
0,0.060386,0.019324,414,1,19,90,1,1
0,0.029484,0.034398,407,1,17,27,1,1
0,0.002801,0.002801,357,1,15,0,1,0
0,0.008403,0.002801,357,1,15,0,1,0
0,0.002809,0.002809,356,0,15,0,1,0
0,0.092697,0.005618,356,1,15,0,1,0
0,0.089888,0.078652,356,1,15,0,1,1
0,0.181564,0.150838,358,1,15,0,1,1
0,0.131285,0.189944,358,1,15,0,1,1
0,0.043597,0.040872,367,1,15,0,1,1
0,0.005435,0.01087,368,1,15,0,1,1
0,0.138211,0.355014,369,1,15,6,1,1
0,0.004831,0.002415,414,1,15,1,1,0
0,0.055851,0.007979,376,1,13,49,1,0
0.546295,0.019802,0.00198,336.666667,1,15,179,0.666667,1
0,0.008499,0.002833,353,1,11,16,1,0
0,0.306818,0,352,1,11,9,1,1
0,0.140893,0.013746,291,1,11,0,1,1
0,0.007634,0.003817,262,1,11,4,1,0
0,0.007663,0.003831,261,1,11,4,1,0
0,0.196154,0.026923,260,1,11,53,1,1
0,0.064,0.004,250,1,11,56,1,1
0,0.008163,0.004082,245,1,10,44,1,0
0,0.012245,0,245,1,9,122,1,1
0,0.004115,0.004115,243,0,9,22,1,0
0,0.004115,0,243,0,9,34,1,1
0,0.012658,0.004219,237,1,7,7,1,0
0,0.012766,0.012766,235,1,7,99,1,0
0,0.300448,0.372197,223,0,5,0,1,1
0,0.013393,0.004464,224,0,5,1,1,0
0,0.093023,0,215,0,5,1,1,1
0,0.007692,0.007692,130,1,4,9,1,1
0,0.023077,0,130,1,4,0,1,1
0,0.193548,0,93,0,4,82,1,0
0,0.08,0.04,75,0,2,0,1,1
0,0.260274,0.013699,73,0,2,2,1,0
0,0.322581,0.032258,62,0,2,103,1,1
0,0,0,51,0,1,0,1,0
0,0.033898,0,59,0,2,149,1,0
0.808534,0.19324,0.114622,151.222222,0,11,1117,0.666667,0
0.653301,0.426801,0.477149,107.583333,0,20,3645,1,0
0,0.004938,0.004938,405,0,14,73,1,0
0,0.074074,0,405,0,14,72,1,0
0,0.015544,0.002591,386,0,14,61,1,0
0,0.018277,0,383,0,14,61,1,0
0,0,0.002639,379,0,14,52,1,0
0,0.02168,0,369,0,14,52,1,0
0,0.069721,0,502,1,26,627,1,0
0,0.012346,0.012346,486,1,25,460,1,0
0,0.002342,0.004684,427,1,25,356,1,0
0,0.058411,0.016355,428,1,21,258,1,0
0,0.003656,0.001828,547,1,26,201,1,0
0,0.056777,0,546,1,26,167,1,0
0,0.003774,0,530,1,26,167,1,0
0,0.011364,0.011364,528,1,26,156,1,0
0,0.066038,0.003774,530,1,26,176,1,0
0,0.1,0,10,1,1,0,1,0
0,0,0,9,1,1,0,1,0
0,0.333333,0.2,15,1,15,299,1,1
0,1.833333,0.25,12,1,7,504,1,1
0,0.045455,0,44,0,2,154,1,0
0.890492,0.24,0.28,12.5,1,12,174,1,0
0,0.015385,0.015385,65,1,27,40,1,0
0.26559,0.164099,0.094761,259.6,1,37,457,0.7,1
0.404487,0.052389,0.010551,549.733333,1,37,639,0.466667,1
0.77935,0.033133,0.006024,166,1,29,26,1,1
0,0.016393,0,61,1,25,12,1,1
0,0.067797,0,59,1,23,34,1,1
0,0.22807,0,57,1,22,164,1,0
0,0.102041,0.081633,49,1,20,6,1,1
0,0.125,0,48,1,19,107,1,0
0.997683,0.01436,0.011749,255.333333,1,12,13,0.666667,1
0,0.259259,0.074074,27,1,8,384,1,1
0,0.045455,0.045455,22,1,4,0,1,0
0.890492,0.084375,0.0375,160,1,4,116,1,1
0,0.363636,0.136364,22,0,2,154,1,0
0,0.05,0.05,20,0,3,116,1,0
0,0.078431,0,51,1,23,207,1,0
0,0.016393,0.016393,61,1,27,719,1,0
0,0.016393,0,61,1,25,300,1,0
0,0.015873,0.015873,63,1,27,355,1,0
1,0.003817,0.003817,262,1,27,1040,1,0
0,0.5,0,26,1,7,197,1,0
0,1.133333,0.6,15,1,5,456,1,1
0,0.071429,0.071429,14,1,3,0,1,1
0,0.071429,0.071429,14,1,2,0,1,0
0,0.142857,0.214286,14,0,2,46,1,1
0.81513,0.056623,0.039434,98.9,0,20,4381,1,0
0,0.031646,0,158,1,22,56,1,0
0,0.057692,0,156,1,22,6,1,0
0,0.013072,0.013072,153,1,20,86,1,0
0.798547,0.008441,0.016882,251.75,1,35,200,0.625,0
0.657804,0.012867,0.013269,414.5,1,36,53,0.833333,1
0,0.006667,0.006667,150,1,19,20,1,0
0.577316,0.019217,0.004982,468.333333,1,32,8,1,1
0,0.068027,0.020408,147,1,17,88,1,1
0,0.409722,0.097222,144,1,15,12,1,1
0,0.007407,0.007407,135,1,14,175,1,1
0,0.016667,0.008333,120,1,14,29,1,1
1,0.04,0,100,1,13,174,1,1
0,0.183333,0.016667,120,1,9,5,1,1
0,0.093458,0.093458,107,1,9,8,1,0
0,1.138889,1.361111,108,1,9,5,1,1
0,0.016949,0.008475,118,1,7,29,1,0
0,0.008929,0.008929,112,0,1,104,1,0
0,0.026786,0.008929,112,0,1,0,1,0
0,0.071429,0.008929,112,0,1,0,1,0
0.985228,0.08,0.013333,75,1,1,0,1,1
0,0.049505,0.009901,101,0,1,0,1,0
0.802936,0.156128,0.096799,128.1,1,20,570,0.8,0
0,0.016393,0.008197,122,1,14,357,1,0
0,0.006803,0.006803,147,1,19,501,1,0
0,0.013423,0.013423,149,1,20,376,1,0
0,0.006711,0.006711,149,1,19,194,1,0
0,0.050955,0,157,1,22,341,1,0
0,0.019481,0.006494,154,1,22,335,1,0
0.918296,0.006677,0.006677,674,1,34,12,1,0
0,0.018182,0.018182,55,1,22,61,1,0
0,0.037037,0,54,1,22,6,1,0
0,0.396226,1.377358,53,1,21,42,1,1
0,0.034483,0.011494,87,1,21,1,1,0
0.304433,0.006047,0.045855,567,1,37,0,0.214286,1
0.574863,0.042419,0.041516,277,1,33,287,1,0
0.576515,0.021862,0.013072,369.75,1,34,309,0.666667,1
0,0.012048,0.012048,83,1,10,27,1,0
0,1.583333,4.297619,84,1,10,47,1,1
0,0.047619,0.009524,210,1,10,0,1,1
0,0.004831,0.004831,207,1,10,114,1,0
0,0.062802,0.019324,207,1,9,15,1,1
0,0.142857,0.142857,203,1,6,4,1,0
0,0.069307,0.019802,202,1,6,4,1,1
0,1.622449,0.204082,196,1,6,133,1,1
0,0.018519,0.018519,54,0,3,18,1,0
0,0.314815,0.055556,54,1,2,17,1,1
0,0.111111,0.088889,45,1,1,92,1,1
0,0,0,69.5,1,1,0,0.5,1
0,0.012048,0.012048,83,1,10,34,1,0
0,0.036585,0.012195,82,1,18,167,1,0
0,0.011905,0.011905,84,1,22,278,1,0
0,0,0,0,0,3,83,1,0
0.918296,0.020619,0.010309,48.5,1,5,161,1,0
0,0.027778,0.027778,72,0,2,1,1,0
0,0,0,72,0,1,0,1,0
0,0.219178,0.232877,73,0,4,192,1,0
0,0,0,0,1,11,152,0.5,0
0,0.244444,0.066667,90,1,5,148,1,1
0,0.025641,0.025641,78,1,4,193,1,0
0,0.037975,0,79,1,1,13,1,0
0,0.116505,0.07767,103,0,8,275,1,0
0,0,0.116279,43,1,2,37,1,0
0,0.09375,0.09375,32,0,6,36,1,0
0,0.003333,0.003333,300,1,4,46,1,0
0,0.243333,0.113333,300,1,3,66,1,0
0.77935,0.007098,0.004437,563.5,1,11,12,1,1
0,0.01487,0.007435,269,1,3,13,1,1
0.77935,0.009447,0.008097,370.5,1,20,4,0.5,1
0,0.003333,0.003333,300,1,4,373,1,0
0,0.243333,0.113333,300,1,3,269,1,0
0,0.003333,0.003333,300,1,4,96,1,0
0,0.014318,0,1327,1,11,1,1,0
0.390341,0.077476,0.000399,834.666667,1,27,2,1,1
0,0,0,0,1,1,0,1,0
0,6,0,4,1,1,0,1,0
0.925707,0.023231,0.024287,378.8,1,20,158,0.8,0
0.972462,0.007566,0.000658,1013.333333,1,36,40,1,1
0,0.006024,0.006024,166,1,5,165,1,0
0,0.168675,0.198795,166,1,4,91,1,0
0,0.005917,0.005917,169,1,4,177,1,0
0,0.630952,0,168,1,3,58,1,1
0,0.010101,0.010101,99,1,2,141,1,0
0,0.040404,0.020202,99,1,2,37,1,1
0,0,0,0,1,1,0,1,0
0,0.010101,0.010101,99,1,2,0,1,0
0,0.040404,0.020202,99,1,2,0,1,0
0.091837,0.068027,0.0004,1249.5,1,27,12,1,0
0.985228,0.004783,0.000368,1359,1,36,880,1,0
0,0.005917,0.005917,169,1,4,184,1,0
