@relation data/M_multi_metrics_PDE.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R39-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R50-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R25-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R20

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_fanIn numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute CvsExpEntropy numeric
@attribute class {buggy,clean}

@data
1,0,0.001571,0,0,1.76682,0,1,0,0,0,0.061715,0,3,0,1,1,0,0,1,0,0,0,0,0,0,4,0.033928,clean
1,0,0.002571,0,0,2.99178,0,0,0,0,0,0.099413,0,1,0,1,3,0,0,29,0,4,0,0,0,0,2,0.043815,clean
0,0.001557,0.003086,0,0,6.42599,0,0,0,0,0,0.168539,0,1,8,4,2,0,0,1,0,1,0,0,5.11,0,6,0.031381,clean
0,0.001402,0.030456,0.001498,0,4.4013,0,2,0,0,0,0.134278,0,2,0,3,2,0,0,2,0,1,0,0,1.01,0,3,0.047038,clean
0,0,0.001164,0,0,1.56044,0,0,0,0,0,0.052586,0,2,0,6,0,0,0,0,0,0,0,0,0,0,3,0.024708,clean
1,0,0.005702,0,0.000835,9.02416,0,0,0,0,1.01,0.227553,0,4,0,1,1,0,0,4,0,4,0,0,0,0,3,0.0344,clean
0,0,0.01055,0,0,8.22594,0,0,0,0,0,0.228725,0,16,0,2,1,0,0,0,0,0,0,0,0,0.00063,1,0.043458,buggy
5,0,0.024198,0.002103,0,4.41258,0,0,0,0,0,0.138856,0,6,0,2,3,0,0,1,0,1,0,0,0,0.002203,6,0.046384,clean
0,0.00243,0.029437,0,0,3.8069,0,3,0,0,0,0.12122,0.007109,7,2,2,1,0.005184,0,1,0,1,0,0,1.01,0,1,0.043368,clean
0,0.000882,0.011664,0.000619,0,3.17625,0,2,0,0,0,0.094381,0,0,0,2,0,0,0,3,0,0,0,0,2.02,0.000642,1,0.031175,clean
0,0,0.007449,0.000787,0.003313,10.1306,0,0,0,0,1.03,0.274225,0,10,0,2,0,0,0,12,0,8,0,0,0,0.001378,6,0.059212,clean
1,0.001768,0.022974,0.002033,0,8.47144,0,0,0,0,0,0.231447,0,7,4,4,5,0,0,1,0,1,0,0,4.11,0.009969,5,0.041703,clean
10,0.011445,0,0.004894,0.010086,0,0,0,0,0.010505,8.22,0,0,8,0,1,10,0,0,25,0,21,0,0,0,0.009174,9,0,clean
0,0.002695,0.018776,0.000526,0,13.5775,0,0,0,0,0,0.35167,0.000966,7,3,7,3,0,0,5,0,5,0,0,4.07,0.003188,16,0.048347,buggy
0,0.022332,0.026915,0.007616,0.001799,18.2442,0,2,0,0,1.01,0.474248,0,0,0,1,16,0.001796,0,1,0,0,0,0,1.01,0,16,0.061239,buggy
5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,6,0,0,1,0,1,0,0,0,0,7,0,clean
1,0,0.000648,0,0,1.76682,0,0,0,0,0,0.061715,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0.033928,buggy
0,0.000755,0.006423,0.001113,0.000549,4.18914,0,7,0,0,1.01,0.11457,0,3,0,1,7,0.000498,0,2,0,2,0,0,1.01,0.000632,8,0.030987,clean
0,0,0.006332,0,0.002713,7.6507,0,2,0,0,1.01,0.206349,0,2,3,3,3,0,0,5,0,3,0,0,1.01,0.000691,7,0.041955,clean
2,0.0007,0.208582,0.000687,0.000488,13.8243,0,0,0,0,1.03,0.347748,0.034517,6,11,1,0,0,0,3,0,3,0,0,0,0.000666,4,0.04099,buggy
0,0.000727,0.010231,0.000503,0,9.95198,0,0,0,0,0,0.248675,0,2,0,1,2,0,0,3,0,3,0,0,1.01,0.000877,7,0.034434,clean
11,0.011428,0.532839,0.011187,0.004729,38.2013,0,0,1,0.005426,5.08,1.01253,0.001028,26,6,2,6,0,1.01,6,2,6,1,0.000183,7.18,0.010453,18,0.152349,buggy
0,0.003389,0.026935,0.001226,0.001256,10.6277,0,0,0,0,2.02,0.281968,0.001305,11,27,5,5,0,0,4,1,4,2,0,4.15,0.006776,13,0.043977,clean
14,0.001979,0.017784,0.001526,0,3.1028,0,0,0,0,0,0.102465,0,29,0,1,1,0,0,8,0,2,0,0,0,0.001378,2,0.044337,clean
0,0.009559,0.015588,0.000537,0,9.66991,0,0,0,0,0,0.262385,0,4,6,6,12,0,0,1,0,1,0,0,5.12,0.000687,5,0.041234,clean
0,0,0.001486,0,0,3.19695,0,0,0,0,0,0.09499,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0.0312,clean
0,0.002387,0.10781,0.003242,0.002713,18.4852,0.000663,2,0,0,1.01,0.49561,0,13,5,3,5,0,0,5,0,1,0,0,4.06,0.008125,14,0.081712,clean
0,0,0.07253,0,0,7.36317,0.014107,0,0,0,0,4.11741,0,0,0,1,0,0,0,235,0,1,0,0,0,0,0,0.151176,clean
0,0,0.01152,0,0,4.50348,0,2,0,0,0,0.135081,0,3,1,2,0,0,0,0,0,0,0,0,1.01,0,2,0.040448,clean
0,0,0.025959,0.00443,0.005994,8.07975,0,0,0,0,1.01,0.236319,0,3,19,5,4,0,0,3,0,3,0,0,5.08,0.007822,6,0.086704,clean
3,0,0.045445,0.002642,0,4.23308,0,0,0,0,0,0.138302,0,10,0,1,12,0,0,0,1,0,0,0,0,0,11,0.059904,buggy
0,0,0.013274,0,0,14.001,0,1,0,0,0,0.370064,0.001203,10,6,2,1,0,0,1,0,0,1,0,3.03,0,4,0.04968,clean
0,0,0.005741,0,0,7.87093,0,0,0,0,0,0.221422,0,3,5,3,1,0,0,1,0,1,0,0,1.01,0.001255,2,0.044889,clean
0,0.003268,0.003193,0,0,6.41569,0,2,0,0,0,0.169334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.034357,clean
0,0,0.000857,0,0,1.77712,0,0,0,0,0,0.06092,0,3,0,1,1,0,0,2,0,0,0,0,0,0,4,0.030953,buggy
19,0,0.049381,0,0,3.71865,0,0,0,0,0,0.110538,0,10,0,1,1,0,0,0,0,0,0,0,0,0.000928,2,0.032397,clean
1,0,0.005985,0,0,9.31549,0,1,0,0,0,0.239474,0,2,0,1,1,0,0,2,0,2,0,0,1.01,0,3,0.035268,clean
1,0.000755,0.003981,0,0,6.41569,0,0,0,0,0,0.169334,0,2,0,1,0,0,0,3,0,3,0,0,0,0,3,0.034357,clean
0,0,0.012856,0,0,5.84321,0,0,0,0,0,0.157322,0.0074,2,30,5,0,0,0,1,0,1,0,0,9.59,0.002051,7,0.031525,clean
0,0.011225,0.008508,0,0,10.7189,0,0,0,0,0,0.285475,0,2,0,1,8,0,0,1,0,1,0,0,1.01,0.00094,11,0.044091,clean
0,0,0.000399,0,0,1.76682,0,0,0,0,0,0.061715,0,7,0,1,2,0,0,1,0,0,0,0,0,0,6,0.033928,clean
0,0.007589,0.036348,0.000703,0.0006,14.6883,0,0,0,0.000741,1.01,0.378963,0.005384,12,21,3,9,0,0,15,0,9,0,0,1.01,0.007499,20,0.057299,clean
8,0,0.005307,0,0,2.71813,0,0,0,0,0,0.097266,0,21,0,1,2,0,0,4,0,4,0,0,0,0,1,0.058544,clean
2,0,0.012584,0,0.000835,10.3221,0,0,0,0,1.04,0.269015,0.001986,10,0,3,0,0,0,3,0,2,0,0,3.04,0.002692,11,0.042657,clean
0,0,0.041109,0,0,8.97676,0,0,0,0,0,0.285053,0,3,0,1,1,0,0,3,0,3,0,0,0,0,2,0.114071,buggy
2,0,0.013729,0,0,5.72876,0,0,0,0,0,0.149601,0.000543,6,2,3,1,0,0,3,0,3,0,0,4.1,0.002365,7,0.031076,clean
11,0,0.291638,0.000909,0.002199,15.4536,0,0,0,0.002722,2.04,0.439562,0,19,0,1,1,0,0,12,0,12,1,0,0,0.005262,10,0.097813,buggy
0,0,0.009451,0,0,10.0245,0,0,0,0,0,0.268815,0,9,5,3,1,0,0,3,0,2,1,0,4.06,0.004363,7,0.047357,clean
0,0,0.016933,0,0,4.69981,0,2,0,0,0,0.140719,0,0,0,3,2,0,0,0,0,0,0,0,2.03,0.00354,1,0.039439,clean
0,0,0.003005,0,0,4.87416,0,0,0,0,0,0.130918,0,2,0,3,1,0,0,3,0,3,0,0,2.05,0.000989,7,0.03107,clean
4,0.007951,0.27717,0.000836,0.000504,20.6318,0,0,0,0.000833,2.03,0.616172,0,12,0,1,4,0,0,2,0,1,0,0,1.01,0.008998,3,0.205717,clean
3,0,0.05717,0,0,5.02919,0,0,0,0,0,0.157739,0,17,0,2,1,0,0,2,0,1,0,0,1.06,0,6,0.052183,clean
0,0,0.127028,0.004887,0,17.0132,0,1,0,0,0,0.560387,0.023538,3,43,2,1,0,0,4,0,1,0,0,2.02,0,10,0.227326,clean
0,0.012893,0.044551,0.003057,0.002243,15.677,0,2,0,0,1.03,0.421727,0.001986,8,0,3,25,0,0,4,0,3,0,0,3.15,0.006627,14,0.06509,clean
0,0,0.000665,0,0,1.56044,0,0,0,0,0,0.052586,0,2,0,6,0,0,0,0,0,0,0,0,0,0,2,0.024708,clean
0,0,0.000117,0,0,1.77712,0,0,0,0,0,0.06092,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.030953,clean
1,0.002036,0.072874,0.00334,0,21.903,0,0,0,0.001005,0,0.561237,0,17,1,3,2,0,0,1,0,1,0,0,12.22,0.005113,9,0.053183,clean
15,0,0.067882,0,0.010093,3.81443,0,0,0,0,3.05,4.09013,0,8,0,1,4,0,0,39,0,39,1,0,0,0,9,0.214649,clean
1,0.003201,0.026681,0.002425,0.000757,10.7641,0,0,0,0.000665,1.01,0.286389,0,3,0,1,8,0,0,4,0,2,0,0,0,0.003798,9,0.044929,clean
1,0,0.017058,0,0,4.41939,0,0,0,0,0,0.197615,0,5,4,3,1,0,0,1,0,1,0,0,0,0,1,0.128048,clean
0,0,0.004604,0,0,4.68802,0,0,0,0,0,0.13759,0,3,2,1,0,0,0,1,0,1,0,0,1.01,0,8,0.037315,clean
3,0.002067,0.098615,0.001498,0,6.39356,0,0,0,0.001748,0,0.221531,0,5,0,1,1,0,0,1,0,1,0,0,0,0.002679,2,0.117278,clean
0,0,0.004988,0,0,1.56044,0,0,0,0,0,0.052586,0,2,13,5,1,0,0,2,0,0,0,0,2.04,0,7,0.024708,clean
0,0.009026,0.025137,0,0,7.20141,0,0,0,0,0,0.197819,0,6,0,1,1,0,0,1,0,1,0,0,1.01,0.002417,5,0.04215,clean
0,0.02192,0.003189,0,0,6.41569,0,0,0,0,0,0.169334,0,3,0,1,20,0,0,2,0,2,0,0,1.01,0,12,0.034357,clean
1,0,0.083929,0.001664,0.000284,18.6835,0,0,0,0.001594,1.01,0.497542,0.001317,8,5,3,1,0,3.03,1,0,1,0,0.000993,12.55,0.004295,3,0.104534,clean
0,0,0.081698,0.000934,0,10.4273,0,0,0,0,0,0.318859,0,16,2,2,0,0,0,0,0,0,0,0,0,0.00269,2,0.097464,clean
0,0,0.001136,0,0,3.19695,0,0,0,0,0,0.09499,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0.0312,clean
0,0,0.00239,0,0,3.18664,0,0,0,0,0,0.095785,0.001175,2,5,3,1,0,0,1,0,1,0,0,3.1,0,3,0.034176,clean
0,0,0.04032,0,0.001432,10.2902,0,0,0,0,1.02,0.28873,0,3,4,2,2,0,0,4,0,4,0,0,2.02,0.000761,6,0.068147,clean
6,0,0.021319,0.001685,0,11.5044,0,0,0,0.001697,0,0.312227,0.001986,21,2,5,1,0,0,4,0,4,0,0,5.37,0,5,0.046371,clean
5,0,0.032409,0.001047,0.001131,3.28852,0,0,0,0.001242,1.01,0.104707,0,8,14,1,1,0,0,5,0,5,0,0,0,0,8,0.039303,clean
0,0,0.038033,0.000702,0,14.8927,0,0,0,0.000741,0,0.384781,0.001986,7,0,3,1,0,0,3,0,3,0,0,3.04,0.002692,9,0.046565,clean
1,0.000832,0.00718,0.000537,0,4.5126,0.001205,0,0,0,0,0.130509,0,5,0,1,1,0,0,3,0,0,0,0,0,0,6,0.035721,buggy
7,0.029623,0.153059,0.001306,0,9.50502,0,0,0,0.002358,0,0.271362,0,7,0,1,27,0,0,1,0,0,0,0,0,0.002369,5,0.051703,clean
0,0.021183,0.15206,0.006225,0,21.0564,0,0,0,0,0,0.5292,0,13,0,1,30,0,0,0,0,0,1,0,1.01,0.005434,10,0.0449,buggy
0,0,0.000274,0,0,1.76682,0,0,0,0,0,0.061715,0,0,0,1,1,0,0,2,0,0,0,0,0,0,4,0.033928,clean
1,0,0.018105,0,0,2.84822,0,0,0,0,0,0.093944,0,13,13,5,1,0,0,5,0,0,0,0,2.04,0,7,0.039721,clean
10,0.030727,0.12552,0.008228,0,14.328,0,0,0,0.001809,0,0.426771,0,21,0,1,29,0,0,9,0,3,0,0,1.01,0.004558,11,0.131196,buggy
1,0.002862,0.006675,0,0,10.2185,0,0,0,0,0,0.255261,0,1,0,1,2,0,0,2,0,2,0,0,1.01,0,5,0.034491,clean
3,0.005181,0.116567,0.001371,0,6.91542,0,2,0,0.001161,0,0.190289,0.00374,10,0,2,7,0,0,4,0,4,0,0,8.2,0.00245,7,0.036632,buggy
1,0.001666,0.064607,0.001482,0,17.3959,0,2,0,0.0006,0,0.550306,0.003121,4,0,1,2,0,0,1,0,0,0,0,1.01,0.000841,6,0.14765,buggy
4,0,0.02255,0,0.000835,8.42705,0,0,0,0.002209,1.05,0.226056,0,11,0,1,1,0,0,4,0,4,1,0,0,0,7,0.042673,clean
52,0.006119,0.393324,0.009625,0.006789,13.0688,0,0,0,0.01819,2.05,0.593991,0,35,0,1,6,0,0,55,0,34,3,0,0,0.021441,15,0.403804,buggy
1,0.00379,0.017489,0.004189,0,9.75182,0,8,0,0,0,0.278914,0,3,0,3,11,0.000683,0,2,0,2,0,0,6.11,0.002006,14,0.052276,clean
0,0,0.035857,0.001423,0,5.74149,0,0,0,0,0,0.173855,0.002202,7,3,4,1,0,1.01,1,0,0,0,0.00166,3.11,0.002203,3,0.049748,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,clean
0,0,0.013291,0.0007,0,9.74272,0,0,0,0,0,0.242331,0.000762,8,6,3,2,0,0,3,0,3,1,0,4.1,0.002143,7,0.031431,clean
0,0,0.050873,0,0.002259,2.06344,0,0,0,0,1.01,0.10439,0,2,0,1,1,0,0,1,0,1,0,0,0,0,2,0.103181,buggy
19,0.005064,0.215509,0.00137,0.011144,34.5185,0,0,2,0.00455,9.14,0.948907,0,25,0,1,5,0,0,22,1,18,5,0,0,0.008131,10,0.226757,buggy
1,0,0.004121,0,0,3.19695,0,0,0,0,0,0.09499,0,4,4,3,1,0,0,3,0,3,0,0,1.02,0.002143,9,0.0312,buggy
1,0.00243,0.052919,0,0,5.02919,0,4,0,0,0,0.157739,0,9,0,3,5,0,0,4,0,4,0,0,1.02,0.002203,14,0.052183,clean
0,0.000861,0.08822,0.011842,0.023449,12.1216,0,0,0,0,1.01,0.36444,0.016204,5,9,3,3,0,0,4,0,4,0,0,3.09,0.000989,10,0.121258,clean
0,0,0.018088,0.001089,0,7.48725,0,0,0,0,0,0.221986,0,7,1,4,0,0,1.02,0,0,0,0,0.0023,7.17,0.000928,8,0.054293,clean
0,0,0.007945,0,0,1.77712,0,0,0,0,0,0.06092,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0.030953,clean
0,0,0.011007,0.001708,0.001983,7.38898,0,0,0,0,2.02,0.219524,0,2,0,1,1,0,0,1,0,1,0,0,0,0.002051,2,0.069715,clean
0,0,0.003426,0,0,7.6651,0,1,0,0,0,0.196109,0.000762,3,6,3,2,0,0,2,0,1,0,0,2.06,0,4,0.031399,clean
0,0.002893,0.03501,0.00129,0.00149,4.91442,0,1,0,0,1.01,0.148539,0,2,0,1,4,0,0,7,0,6,0,0,1.07,0.001815,15,0.042564,clean
0,0,0.017553,0.001254,0.002713,14.0049,0,5,0,0,1.01,0.367681,0,9,1,2,17,0,0,5,2,1,2,0,3.04,0.002995,11,0.053874,clean
0,0,0.000574,0,0,1.76682,0,0,0,0,0,0.061715,0,3,0,1,1,0,0,1,0,1,0,0,0,0,3,0.033928,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,1,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,0,3,0,3,0,0,0,0,6,0,clean
5,0,0.060891,0.002494,0.002264,12.5528,0,0,0,0.003474,3.04,0.389329,0.001986,13,0,3,1,0,0,10,0,10,0,0,3.04,0.003268,4,0.148516,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,3,0,clean
4,0,0.010696,0,0,7.2787,0,0,0,0.000572,0,0.196003,0,8,0,2,1,0,0,3,0,2,0,0,3.05,0.000989,5,0.037387,clean
3,0,0.019306,0,0,16.6315,0,0,0,0,0,0.430581,0.000854,5,2,3,2,0,1.01,0,0,0,1,0.000297,5.08,0.003554,2,0.06009,buggy
0,0.001875,0.004224,0,0,6.42599,0,0,0,0,0,0.168539,0,9,5,3,3,0,0,4,0,3,0,0,1.01,0.000989,10,0.031381,clean
0,0,0.002308,0,0,3.18664,0,1,0,0,0,0.095785,0,0,0,1,1,0,0,3,0,3,0,0,0,0,4,0.034176,clean
0,0,0.018329,0,0,6.31552,0,0,0,0,0,0.183292,0,19,0,1,2,0,0,1,0,1,0,0,1.01,0.003795,2,0.052764,clean
0,0,0.004601,0,0,3.05459,0,0,0,0,0,0.103073,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0.048942,clean
1,0,0.025373,0,0,5.13272,0,2,0,0,0,0.142065,0,20,0,1,0,0,0,4,0,1,0,0,0,0,1,0.034441,clean
0,0.002187,0.011702,0,0.001475,4.22264,0,0,0,0,1.01,0.139582,0,1,5,3,0,0,0,1,0,1,0,0,0,0,2,0.060077,clean
2,0,0.002447,0,0,3.45817,0,0,0,0,0,0.097967,0,0,3,1,1,0,0,4,0,4,0,0,1.01,0,5,0.030969,clean
0,0.001539,0.035718,0.003336,0.003321,20.1092,0,2,0,0,2.02,0.530239,0.000966,21,2,7,3,0,0,6,0,6,0,0,6.09,0.00639,37,0.074231,clean
1,0.000882,0.021589,0.000619,0.00036,9.95543,0,0,0,0,1.01,0.262579,0,13,0,1,6,0,0,10,0,10,0,0,1.01,0.00063,11,0.043487,clean
0,0,0.002312,0,0,4.87697,0,0,0,0,0,0.147296,0,3,0,1,1,0,0,1,0,1,0,0,0,0.002006,2,0.042282,clean
0,0.00243,0.005728,0,0,2.63545,0,1,0,0,0,0.077936,0.002859,1,10,3,2,0.001788,0,1,0,1,0,0,3.27,0,1,0.015431,clean
0,0.00136,0.012543,0,0,10.8895,0,1,0,0,0,0.307941,0,1,0,1,5,0,0,3,0,2,0,0,1.01,0.000877,6,0.101694,clean
0,0.001609,0.011098,0.000777,0.002713,8.50394,0,2,0,0,1.01,0.225042,0.002952,6,1,4,8,0,0,3,1,2,0,0,4.07,0,4,0.041961,clean
2,0,0.019457,0,0.002713,7.34746,0,5,0,0,1.01,0.216974,0,8,30,3,7,0,0,5,0,3,0,0,0,0,12,0.052003,clean
0,0,0.008242,0,0,4.43166,0,0,0,0,0,0.125048,0,1,11,3,1,0,0,0,0,0,0,0,1.01,0,1,0.034296,clean
1,0.000886,0.027318,0,0.000997,7.75438,0,0,0,0.001086,1.02,0.219911,0,0,0,1,2,0,0,3,0,3,0,0,0,0,2,0.044084,clean
11,0,0.080841,0,0.002816,15.1921,0,0,0,0.000784,3.09,0.400782,0.001986,20,0,3,1,0,0,12,1,12,1,0,3.04,0.005999,12,0.055428,clean
0,0,0.004604,0,0,4.68802,0,0,0,0,0,0.13759,0,3,2,1,0,0,0,1,0,1,0,0,1.01,0,8,0.037315,clean
1,0,0.000312,0,0,1.77712,0,0,0,0,0,0.06092,0,2,0,1,1,0,0,2,0,2,0,0,0,0,3,0.030953,clean
0,0.002187,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,1,0,clean
0,0.00492,0.005403,0,0,3.9513,0,1,0,0,0,0.111127,0,2,4,5,5,0.005184,0,1,0,1,0,0,3.07,0.007826,3,0.031074,clean
0,0,0.000923,0,0,2.95101,0,0,0,0,0,0.06943,0.001175,2,5,3,1,0,0,0,0,0,0,0,3.1,0.007826,3,0.000333,clean
0,0.024374,0.044066,0.004023,0,12.8023,0,3,0,0,0,0.343141,0,10,0,4,46,0,0,13,0,8,1,0,1.02,0.001234,33,0.049076,clean
3,0.004047,0,0,0.002713,0,0,0,0,0.001351,1.01,0,0,1,0,1,4,0,0,53,0,5,0,0,1.01,0,2,0,clean
1,0.001448,0.015804,0,0.001099,14.3549,0,0,0,0.001005,2.02,0.381548,0,7,0,2,0,0,0,2,0,2,0,0,0,0.002547,1,0.062064,clean
0,0,0.001749,0,0,4.61185,0,0,0,0,0,0.130886,0,1,0,1,1,0,0,6,0,6,0,0,1.01,0,8,0.032108,clean
1,0.000757,0.001581,0,0,4.40324,0,0,0,0,0,0.126065,0,2,0,1,0,0,0,1,0,1,0,0,1.01,0,1,0.032244,clean
0,0,0.006531,0,0,6.12275,0,0,0,0,0,0.179163,0,9,62,4,1,0,0,3,0,3,0,0,1.01,0,11,0.04143,clean
0,0,0.000117,0,0,1.77712,0,0,0,0,0,0.06092,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.030953,clean
1,0.000986,0.020891,0,0,4.582,0,0,0,0,0,0.16105,0,4,0,2,1,0,0,1,0,1,0,0,0,0,1,0.100165,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0.000989,1,0,clean
28,0.001075,0.241356,0.00358,0.004362,32.7874,0,0,0,0.008236,3.07,0.884419,0.001986,47,2,5,2,0,0,13,0,13,1,0,5.37,0.014205,14,0.179263,clean
13,0,0.049208,0,0.000788,12.8864,0,0,0,0.002154,1.01,0.336458,0.000895,20,1,2,1,0,1.01,8,0,7,0,0.000297,3.06,0.012765,3,0.04375,buggy
4,0,0.029334,0.003192,0,12.7638,0,0,0,0.00236,0,0.347701,0,13,1,2,0,0,0,1,0,0,0,0,10.19,0.005034,8,0.052494,clean
7,0,0.182762,0,0,10.6231,0,1,0,0,0,0.335727,0,13,0,1,4,0,0,5,0,5,1,0,0,0,7,0.115083,buggy
5,0,0.103746,0.003637,0.003089,10.0124,0,0,0,0.001473,5.13,0.257273,0.001422,16,2,3,1,0,0,12,0,12,0,0,7.38,0.008088,36,0.032271,clean
0,0,0.008474,0,0.001855,3.79861,0,0,0,0,1.01,0.123344,0,6,0,1,1,0,0,6,0,3,0,0,0,0,5,0.049013,clean
0,0,0.002678,0,0,2.97312,0,0,0,0,0,0.09279,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0.034972,clean
0,0,0.006782,0,0,4.43166,0,3,0,0,0,0.125048,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.034296,clean
2,0,0.021725,0.000717,0.000938,13.6058,0,0,0,0,1.02,0.354085,0,6,0,1,1,0,0,6,0,6,0,0,0,0,4,0.046138,buggy
0,0.008866,0.002676,0,0,6.41569,0,5,0,0,0,0.169334,0,0,1,2,5,0.006191,0,0,0,0,0,0,7.07,0,1,0.034357,clean
0,0.00331,0.034148,0,0,8.88385,0,2,0,0,0,0.269441,0,1,0,1,7,0,0,1,0,1,0,0,0,0,4,0.085514,clean
0,0.027216,0.060086,0.002885,0.004709,16.8267,0,7,0,0,4.04,0.438454,0,6,0,3,31,0.009842,0,6,1,5,2,0,1.01,0.002006,18,0.053294,clean
1,0,0.008165,0,0,2.79724,0,0,0,0.00408,0,0.099305,0,4,0,1,0,0,0,0,0,0,0,0,0,0.003995,1,0.058106,buggy
1,0,0.016161,0,0.0006,7.83167,0,0,0,0,1.01,0.202284,0,3,0,1,1,0,0,3,0,3,0,0,0,0.000803,3,0.034458,clean
0,0.000935,0.002312,0,0,4.64887,0,0,0,0,0,0.107619,0,2,5,3,2,0,0,1,0,1,0,0,1.01,0.000989,2,0.000428,clean
0,0,0.042503,0.005638,0.001328,5.74856,0,0,0,0,1.01,0.179606,0.00651,3,158,7,1,0,1.01,2,0,2,0,0.0023,6.93,0.002417,12,0.056793,clean
0,0,0.002197,0,0,3.82133,0,0,0,0,0,0.110934,0,2,0,1,2,0,0,1,0,1,0,0,1.01,0,5,0.034271,clean
0,0.001972,0.011869,0,0,12.1593,0,1,0,0,0,0.317973,0,7,0,1,3,0,0,1,0,0,0,0,0,0.000877,9,0.05031,clean
1,0.002674,0.056987,0.002033,0.002183,13.4381,0,0,0,0.002488,2.04,0.41057,0,8,1,2,3,0,0,3,0,3,0,0,0,0.002929,4,0.131413,clean
0,0.006904,0.008696,0.00074,0.000835,9.1054,0,2,0,0,1.01,0.229877,0,2,0,4,19,0,1.01,1,0,1,0,0.000706,2.02,0,10,0.034423,clean
0,0,0.002547,0.000845,0,3.18664,0,0,0,0,0,0.095785,0.001175,2,7,3,1,0,0,0,0,0,0,0,2.04,0,2,0.034176,clean
0,0,0.006841,0,0,7.83059,0,2,0,0,0,0.20523,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0.035265,clean
0,0,0.006732,0,0,7.27922,0,0,0,0,0,0.187232,0,7,0,1,1,0,0,1,0,1,0,0,1.01,0,7,0.031388,clean
