@relation 'data/M_multi_metrics_ML.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2-4,6,9-11,14,18,20-21,24-26,28,30,35-42,44,47,49-50,52-53,55,57-61'

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute class {buggy,clean}

@data
16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,561,0,15,15,2,0,0,0,22,clean
1,0,0.003898,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,2,2,0,0,1.01,0.005924,9,clean
0,0,0.009946,0,0,0,0,0,0,0,0,0,9,2,0,0,3,0,2,2,0,0,2.04,0.009791,30,clean
0,0,0.002818,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,clean
0,0,0.081147,0,0,0,0,0,0,0,0,0,8,3,0,0,6,0,0,0,0,0,2.02,0.009791,72,clean
0,0,0.003031,0,0,0,0,0,1,0,0,0,0,1,0,0,66,0,5,5,1,0,2.04,0.009791,18,clean
0,0,0.003725,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,4,4,0,0,2.04,0.009791,18,clean
0,0,0.034606,0,0,0,0,8,0,0,1.01,0,0,1,0.017524,0,153,0,1,0,0,0,0,0,9,buggy
3,0,0.084268,0.001496,0,1.01,0,0,1,0.019848,0,0,0,3,0,0,21,0,1,0,3,0,2.02,0.009791,24,clean
1,0,0.002712,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,1,0,2.02,0.009791,9,clean
0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,12,1,0,0,0,0,0,clean
0,0,0.05395,0,0,0,1,0,0,0,0,0,1,2,0,0,78,0,2,0,0,0,2.02,0.009791,23,clean
0,0,0.036021,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,clean
3,0,0.136877,0.001158,0,0,0,0,0,0,0,0,0,1,0,0,55,0,1,1,0,0,2.02,0.009791,9,clean
8,0,0.271539,0.032808,0,5.06,0,6,3,0.033536,1.01,0.005646,1,3,0.000845,2.02,2485,1.01,56,32,4,0.006657,3.17,0.009753,15,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,1.1,0.027723,22,clean
1,0,0.025279,0.000846,0,0,0,0,0,0,0,0,0,2,0,0,21,0,1,1,1,0,3.05,0.010674,14,clean
3,0,0.015726,0,0,3.03,0,0,0,0.012505,0,0,0,1,0,0,136,0,5,5,2,0,1.01,0.005924,12,buggy
0,0,0.001399,0.003194,0,0,0,0,1,0,0,0.005667,2,4,0,0,6,2.02,1,1,1,0,3.18,0.011322,170,clean
2,0,0.000136,0,0,0,0,0,0,0,0,0,0,1,0,0,561,0,13,8,0,0,2.02,0.009791,9,clean
0,0,0.004265,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,2.02,0.009791,9,clean
1,0,0.021156,0.002991,0,1.01,0,11,0,0.002774,2.02,0,0,2,0.008906,1.01,78,0,3,3,0,0.002921,1.02,0.002341,2,clean
0,0,0.002032,0,0,0,1,0,0,0,0,0,0,1,0,0,36,0,1,0,0,0,1.01,0.005924,11,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,3,3,0,0,0,0,22,clean
4,0,0.005796,0,0,0,0,0,0,0,0,0,4,3,0,0,28,0,5,4,0,0,1.1,0.027723,43,clean
0,0,0.00268,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.04,0.009791,18,clean
0,0,0.002062,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,3.11,0.012186,18,clean
0,0,0.001799,0,0,0,0,0,0,0,0,0,4,2,0,0,10,0,0,0,0,0,2.02,0.009791,17,clean
3,0,0.004574,0,0,0,0,0,0,0,0,0,0,1,0,0,153,0,3,3,0,0,1.01,0.005924,9,clean
2,0,0.059043,0.008156,0,2.02,0,3,2,0.003806,3.03,0,0,1,0.003137,0,171,0,4,3,2,0,4.14,0.014853,14,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,clean
0,0,0.001138,0,0,0,0,0,0,0,1.01,0,0,1,0.001872,0,15,0,1,1,0,0,3.11,0.037515,0,clean
1,0,0.007375,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,2,2,0,0,0,0,19,clean
0,0,0.004188,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,0,0,2.02,0.027723,5,clean
1,0,0.004944,0,0,0,0,0,0,0,0,0,4,2,0,0,6,0,0,0,0,0,0,0,20,buggy
1,0,0.003216,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,6,6,1,0,0,0,9,clean
0,0,0.000949,0,0,0,0,2,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1.01,0.005924,13,clean
0,0,0.020555,0.001503,0,0,0,0,0,0,0,0.007705,8,2,0,1.01,3,3.08,0,0,0,0.001435,4.15,0.011868,22,clean
1,0,0.045958,0,0,1.01,0,0,0,0.003114,0,0,0,1,0,0,15,0,0,0,0,0,2.02,0.009791,9,buggy
5,0,0.006395,0,0,0,0,0,1,0,0,0,0,1,0,0,55,0,6,6,1,0,0,0,0,clean
1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,45,0,4,4,0,0,0,0,9,clean
1,0,0.038842,0.025865,0,1.01,0,0,0,0.023845,0,0,0,1,0,0,10,0,2,2,0,0,0,0,0,clean
0,0,0.001671,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,clean
15,0,0.026815,0.051042,0,3.07,0,0,0,0.037717,0,0,0,1,0,0,903,0,29,25,1,0,1.01,0.010786,1,buggy
0,0,0.015455,0.002616,0,2.03,0,1,0,0.008061,0,0,0,2,0,0,3,0,1,0,1,0,2.02,0.009791,15,clean
0,1.03,0,0,0.014053,0,51,0,0,0,0,0,0,1,0,0,0,0,52,1,1,0,0,0,0,clean
0,0,0.027136,0.015497,0,1.01,0,0,0,0.002532,0,0,0,1,0,0,21,0,0,0,1,0,1.01,0.005924,9,clean
0,0,0.001402,0,0,0,0,4,0,0,1.01,0,0,1,0.002601,0,15,0,0,0,0,0,1.01,0.005924,9,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,9,clean
0,0,0.001328,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1.03,0.005924,27,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,clean
1,0,0,0.012529,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,2,0,0,0,0,9,buggy
0,0,0.001442,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.09,0.010674,9,clean
0,0,0,0,0,0,30,0,0,0,0,0,0,1,0,0,0,0,31,1,0,0,0,0,0,clean
0,0,0.066344,0.001581,0,0,0,0,0,0,0,0,0,1,0,0,28,0,5,2,0,0,0,0,0,clean
0,0,0,0,0,0,5,0,0,0,0,0,2,1,0,0,6,0,5,0,0,0,1.04,0.005924,57,clean
0,4.12,0,0,0.066011,0,127,0,0,0,0,0,0,1,0,0,0,0,128,1,0,0,0,0,0,buggy
0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,1,1,0,0,0,0,43,clean
0,0,0.025141,0.000812,0,0,0,0,0,0,0,0,0,1,0,0,21,0,3,3,0,0,2.02,0.009791,9,clean
0,0,0.015516,0.002325,0,1.01,0,0,0,0.003041,0,0,1,4,0,0,1,0,0,0,0,0,1.01,0.002801,33,clean
0,0,0.001019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.01,0.005924,9,clean
2,0,0.028999,0.005004,0,2.02,0,5,0,0.003403,0,0,0,1,0,0,6,0,0,0,2,0,2.02,0.009791,9,clean
0,0,0.002046,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,0,0,0,0,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78,0,7,7,0,0,1.01,0.005924,9,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,1.1,0.027723,22,clean
0,0,0.001686,0,0,0,0,3,0,0,2.02,0.003609,0,3,0.00527,0,0,1.01,0,0,0,0,2.04,0.008655,50,clean
0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,11,1,0,0,0,0,0,clean
0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,8,1,0,0,0,0,0,clean
0,0,0.004381,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,7,7,0,0,2.04,0.009791,18,clean
1,0,0.000949,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,2,2,0,0,0,0,13,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,14,clean
0,0,0.002336,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,3,3,0,0,2.04,0.009791,18,clean
2,0,0,0,0,1.01,0,5,0,0.019848,1.01,0,1,2,0.017524,0,55,0,3,3,1,0,0,0,12,buggy
8,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,153,0,10,10,1,0,0,0,21,buggy
0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1.01,0.051511,21,clean
0,0,0.006953,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,10,9,1,0,0,0,0,clean
0,0,0.01924,0,0,0,0,0,0,0,0,0,1,2,0,0,66,0,1,0,0,0,2.02,0.009791,23,clean
0,0,0.001897,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.01,0.005924,9,clean
0,0,0.001926,0,0,0,0,0,0,0,0,0.00331,8,3,0,0,1,1.01,0,0,0,0,2.02,0.053259,29,clean
5,0,0.111531,0.008001,0,2.02,0,0,1,0.004274,0,0,1,2,0,0,55,0,11,11,1,0,3.08,0.007771,19,buggy
0,0,0.009429,0,0,0,0,2,0,0,0,0,0,1,0,0,45,0,4,0,0,0,0,0,0,clean
0,0,0.001527,0,0,0,0,1,0,0,1.01,0,4,2,0.003536,0,15,0,0,0,0,0,1.01,0.005924,17,clean
1,0,0.204698,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,2,2,0,0,2.02,0.009791,9,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,9,clean
1,0,0.001673,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,clean
4,0,0.052974,0.006339,0,2.02,0,0,2,0.005954,0,0,0,1,0,0,28,0,10,8,2,0,1.01,0.005924,9,clean
0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,2,2,1,0,0,0,28,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,3,3,0,0,0,0,0,buggy
0,0,0.001469,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,clean
1,0,0.010446,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,2,2,0,0,0,0,0,clean
0,0,0.067329,0.002325,0,1.02,0,0,0,0.001843,0,0,0,2,0,0,3,0,1,1,0,0,2.02,0.007584,75,clean
0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,8,1,0,0,0,0,0,clean
0,0,0.00342,0.002991,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1.01,0.005924,9,clean
1,0,0.051169,0,0,1.01,0,0,0,0.001211,0,0,1,3,0,0,3,0,1,1,0,0,1.01,0.005924,18,clean
0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,0,0,0,clean
4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,13,3,1,0,0,0,9,buggy
0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,8,1,0,0,0,0,0,clean
0,0,0.012786,0,0,0,0,0,0,0,0,0,4,4,0,0,10,0,7,7,0,0,1.1,0.027723,45,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,2,1,0,0,0,0,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,buggy
13,0,1.09624,0,0,0,0,6,0,0,1.01,0,0,1,0,0,1176,0,23,15,1,0,2.02,0.009791,27,clean
2,0,0.027433,0,0,0,0,4,0,0,0,0,0,1,0,0,91,0,10,1,0,0,2.04,0.009791,18,clean
1,0,0.112439,0,0,0,1,0,0,0,0,0,8,3,0,0,36,0,6,5,0,0,2.02,0.009791,72,clean
0,0,0.001858,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,1.1,0.027723,22,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,clean
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,clean
0,0,0.022862,0.000941,0,0,0,0,0,0,0,0,1,2,0,0,3,0,2,1,1,0,1.07,0.001058,2,clean
0,0,0.125593,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,2,2,0,0,0,0,43,clean
0,0,0.004236,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,4,4,0,0,2.04,0.009791,18,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,4,0,0,0,0,0,0,clean
0,0,0.010499,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.02,0.009791,9,clean
2,0,0.008593,0.007722,0,1.01,0,0,0,0.004366,0,0,0,1,0,0,91,0,6,6,1,0,0,0,0,clean
0,0,0.003409,0,0,0,0,2,0,0,0,0,0,1,0,0,190,0,0,0,0,0,0,0,9,clean
0,0,0.001791,0,0,0,0,0,1,0,0,0,0,2,0,0,120,0,8,8,1,0,2.06,0.009791,35,clean
0,0,0.008669,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,4,0,0,2.02,0.009791,9,buggy
0,0,0.004531,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,1,0,0,0,2.02,0.009791,17,clean
2,0,0.002387,0,0,0,0,0,0,0,0,0,4,3,0,0,15,0,4,3,0,0,1.1,0.027723,43,clean
0,0,0.039909,0,0,0,0,0,0,0,0,0.005462,8,2,0,0,1,2.02,0,0,0,0,3.05,0.054697,25,clean
1,0,0.001531,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,2,2,1,0,0,0,0,clean
0,0,0.000546,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.02,0.009791,9,clean
0,0,0.06432,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,2,2,0,0,1.07,0.001058,0,clean
0,0,0.001094,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,3.04,0.010847,19,clean
0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,clean
4,0,0.000368,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,4,4,1,0,2.02,0.003867,9,clean
0,0,0.000136,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2.02,0.009791,9,clean
0,0,0.011395,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,3,2,0,0,0,0,0,clean
1,0,0.025626,0.002991,0,1.01,0,0,0,0.002774,0,0.002308,0,1,0,1.01,28,2.04,6,6,0,0.002921,2.08,0.002341,0,buggy
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,210,0,3,3,0,0,0,0,0,buggy
0,0,0.001875,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,2,2,0,0,0,0,9,clean
0,0,0.001803,0.006184,0,0,0,8,0,0,7.13,0,0,1,0.02556,0,1,0,1,0,0,0,1.01,0.005924,9,clean
2,0,0.016352,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,5,4,0,0,0,0,0,clean
0,0,0,0.012529,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4,4,0,0,0,0,0,clean
2,0,0.023338,0.003194,0,1.01,0,0,0,0.002774,0,0,0,1,0,0,561,0,80,7,0,0,1.01,0.005924,9,clean
0,0,0.001193,0,0,0,0,0,0,0,0,0,0,2,0,0,36,0,8,8,0,0,0,0,12,clean
0,0,0.06686,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,clean
0,0,0.011285,0.002701,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,1,0,0,0,0,0,clean
0,0,0.002334,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,2.04,0.009791,19,clean
0,0,0.003921,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,buggy
0,0,0.001159,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,1,0,0,0,0,0,clean
0,0,0.01251,0,0,0,0,0,1,0,0,0,0,1,0,0,45,0,5,5,1,0,2.04,0.009791,18,clean
0,0,0.001328,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2.03,0.033647,26,clean
24,0,0.013677,0,0,0,0,2,0,0,2.03,0.003307,0,1,0.007273,1.01,7021,1.02,93,80,0,0.00316,1.1,0.002905,0,clean
0,0,0.002547,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,clean
0,0,0.000339,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,1,1,0,0,2.02,0.009791,9,clean
0,0,0.002573,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,2,2,0,0,2.04,0.009791,18,clean
0,0,0.003828,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,1,1,0,0,0,0,0,clean
0,0,0.018617,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,4.04,0.014111,11,clean
0,0,0.01753,0,0,0,0,13,0,0,0,0,0,1,0,0,10,0,4,4,2,0,1.01,0.005924,9,clean
12,0,1.00768,0.042892,0,7.09,0,0,5,0.016028,0,0,0,1,0,0,666,0,39,34,13,0,2.02,0.009791,9,buggy
5,1.01,0.173404,0.001329,0.00066,0,11,0,0,0,0,0.001023,1,1,0,0,1128,1.01,26,12,0,0,5.19,0.011547,19,clean
1,0,0.007229,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,clean
1,0,0.093204,0,0,0,0,2,0,0,0,0,0,1,0,0,28,0,1,1,0,0,0,0,0,clean
0,0,0.024332,0,0,0,0,1,0,0,0,0,0,2,0,0,861,0,6,6,0,0,0,0,2,clean
0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,1891,0,12,11,1,0,0,0,82,clean
3,0,0.013174,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,5,5,1,0,2.02,0.009791,11,clean
0,0,0.003083,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,4,4,0,0,1.03,0.002731,6,clean
0,0,0.001782,0,0,0,0,0,0,0,0,0,4,2,0,0,15,0,0,0,0,0,1.01,0.005924,17,clean
0,0,0.001081,0,0,0,0,0,0,0,0,0.002283,1,2,0,0,0,1.01,0,0,0,0,1.01,0.001915,2,clean
0,0,0.000949,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,2,2,0,0,1.01,0.005924,15,clean
0,0,0.016642,0.002319,0,0,0,0,0,0,0,0.002283,1,5,0,1.01,3,1.01,2,2,0,0.000647,2.12,0.007839,60,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55,0,2,2,0,0,0,0,9,clean
0,0,0.002532,0,0,0,0,9,0,0,3.03,0,0,1,0.015448,0,21,0,0,0,0,0,2.02,0.009791,9,clean
2,0,0.001811,0,0,0,0,0,0,0,0,0,0,1,0,0,55,0,10,9,0,0,1.01,0.005924,9,clean
1,0,0.003215,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,clean
0,0,0.003513,0.008885,0,0,0,0,0,0,3.05,0,0,1,0.007733,0,3,0,0,0,0,0,4.13,0.013369,11,clean
0,0,0.001626,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,clean
0,0,0.016379,0.024618,0,0,0,0,0,0,0,0,0,1,0,0,465,0,12,12,0,0,2.04,0.009791,18,clean
0,0,0.006396,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,3.05,0.037515,26,clean
2,0,0.075149,0.012454,0,1.01,0,0,0,0.005394,0,0,0,2,0,1.01,210,0,7,7,2,0.001435,6.06,0.018525,17,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,2,clean
11,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,780,0,9,9,0,0,0,0,36,buggy
0,0,0.01654,0,0,0,0,0,1,0,0,0,0,3,0,0,91,0,7,7,1,0,2.08,0.009791,52,clean
0,0,0.000949,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,clean
0,0,0.108748,0.010573,0,0,0,0,1,0,1.01,0.003677,0,2,0.004973,2.02,253,2.05,7,5,3,0.002921,11.5,0.02552,36,buggy
0,0,0.048636,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,clean
0,0,0.009297,0,0,0,0,0,0,0,0,0,2,2,0,0,15,0,1,1,0,0,2.02,0.009791,18,clean
5,0,0.001009,0,0,0,0,0,0,0,0,0,2,3,0,0,78,0,7,7,1,0,2.06,0.009791,45,clean
11,0,0.071206,0.017534,0,1.01,0,2,0,0.003067,2.02,0,4,3,0.02997,0,1770,0,16,16,1,0,0,0,36,buggy
0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,13,1,0,0,0,0,0,clean
4,0,0.010725,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,2.02,0.009791,9,clean
0,0,0.001763,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2.04,0.009791,23,clean
2,0,0.016334,0.002241,0,2.02,0,0,0,0.005781,0,0,0,1,0,0,253,0,10,10,0,0,1.01,0.005924,20,clean
0,0,0.006811,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,9,clean
3,0,0.001458,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,1,1,0,0,3.11,0.012186,18,clean
0,0,0.001984,0,0,0,0,6,0,0,1.04,0,0,1,0.002601,0,0,0,0,0,0,0,0,0,0,clean
1,0,0.046974,0.003348,0,1.03,0,0,0,0,0,0,0,1,0,0,45,0,5,5,0,0,2.02,0.009791,9,clean
1,0,0.00485,0,0,0,0,1,0,0,0,0,0,1,0,0,55,0,3,0,0,0,2.02,0.009791,14,clean
1,0,0.000949,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0,5,3,0,0,0,0,0,clean
1,0,0.025844,0,0,3.03,0,0,0,0.010759,0,0,0,1,0,0,15,0,2,1,0,0,0,0,0,buggy
1,0,0.000949,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,3,2,0,0,0,0,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,28,0,0,0,0,0,0,0,16,clean
5,0,0.063378,0.003348,0,1.01,0,1,0,0.003114,0,0,0,2,0,0,28,0,8,7,1,0,1.02,0.002731,3,clean
0,0,0.004055,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,2.02,0.009791,9,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,9,clean
1,0,0.001101,0,0,0,0,2,0,0,0,0,0,2,0,0,10,0,3,1,0,0,0,0,1,clean
0,0,0.010015,0.001171,0,0,0,0,1,0,0,0,0,4,0,0,28,0,4,4,1,0,2.1,0.009791,71,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,22,clean
0,0,0.001568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.02,0.009791,9,clean
3,0,0.149431,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,clean
1,0,0.001899,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,2,2,0,0,2.02,0.009791,9,clean
3,0,0.038901,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,8,8,0,0,0,0,0,clean
2,0,0.00693,0.001496,0,0,0,0,0,0,0,0,0,1,0,0,10,0,2,1,0,0,2.02,0.009791,9,clean
1,0,0.004419,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,1,0,0,2.02,0.009791,9,clean
1,0,0.018814,0.009533,0,2.03,0,0,0,0.005888,0,0.002308,1,2,0,1.01,105,1.01,7,7,0,0.002921,3.19,0.010932,33,clean
0,0,0.004744,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0,1,0,1.01,0.005924,9,clean
0,0,0.024557,0.001171,0,0,0,0,1,0,0,0,0,1,0,0,120,0,8,8,1,0,2.04,0.009791,18,clean
1,0,0.000136,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,11,3,0,0,3.2,0.010674,20,clean
0,0,0.033648,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,1,0,0,2.04,0.030118,6,clean
0,0,0.007603,0,0,0,0,0,1,0,0,0,0,3,0,0,15,0,3,3,1,0,2.08,0.009791,52,clean
8,0,0.132116,0.005692,0,1.02,0,0,1,0.002532,0,0,0,1,0,0,990,0,12,12,2,0,3.1,0.035988,30,clean
4,0,0.089951,0.002701,0,2.03,0,0,0,0.005712,0,0,1,2,0,0,21,0,7,7,0,0,3.08,0.007771,19,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,2,clean
0,0,0.002407,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,clean
1,0,0.00834,0.011656,0,0,0,0,0,0,0,0,0,1,0,0,28,0,2,1,0,0,5.12,0.013979,4,clean
3,0,0.00371,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,81,9,0,0,1.01,0.005924,9,buggy
0,0,0.001771,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,3,3,0,0,1.01,0.005924,9,clean
