@relation 'platform-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R3,12-13'

@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
1,1,0,0.07619,0.028571,105,1,7,160,1,6096,0
1,3,0.190223,0.075397,0.015873,168,1,10,6,1,854,0
1,1,0,0.029289,0.004184,239,1,3,0,1,8165,0
1,1,0,0.004292,0.004292,233,1,2,6,1,812,0
1,3,0.776156,0.035294,0.00805,403.75,1,10,60,1,7799,1
1,1,0,0,0,167,1,1,0,0.5,573,1
1,1,0,0,0.003236,309,0,2,1,1,1506,0
1,1,0,0.006452,0.022581,310,1,1,23,1,765,0
2,3,0.82851,0.210909,0.050909,91.666667,1,3,173,0.833333,924,0
1,1,0,0,0,288,0,1,0,1,723,1
1,1,0,0,0,0,0,3,19,1,723,0
1,1,0,0.010417,0.010417,288,0,3,1,1,1472,0
1,2,1,0.00369,0.00369,271,1,3,2,0.5,721,0
1,2,0.983013,0.140221,0.064576,271,1,3,2,1,719,0
1,1,0,0.003731,0.003731,268,1,3,2,1,709,0
1,2,1,0.011834,0.011834,253.5,1,3,0,0.5,1461,1
1,1,0,0.037313,0,268,0,3,0,1,706,0
1,1,0,0.011538,0.184615,260,1,3,0,1,705,0
1,1,0,0.119718,0.098592,284,1,3,2,1,704,0
1,1,0,0.206767,0.06391,266,1,3,23,1,701,0
1,1,0,0.004032,0,248,0,3,0,1,1531,0
1,1,0,0.012146,0.016194,247,0,3,0,1,1530,0
1,1,0,0.069959,0,243,1,2,0,1,1436,0
1,1,0,0.055556,0,234,1,2,0,1,637,0
1,1,0,0.04386,0,228,1,2,0,1,1435,0
1,1,0,0.075758,0.035354,198,1,1,1,1,624,1
2,2,0.62223,0.148936,0.055319,47,0,2,24,0.8,755,0
1,1,0,0.009709,0.003236,309,1,3,10,1,1993,0
1,1,0,0.003257,0,307,1,3,115,1,884,0
1,1,0,0.013072,0.013072,306,1,2,28,1,39,0
1,1,0,0,0,153,1,1,0,1,38,0
1,1,0,0.12766,0.12766,47,0,4,1,1,1399,0
1,8,0.64584,0.080366,0.056304,207.8,1,10,120,0.7,5251,1
1,1,0,0.320313,0.085938,128,1,4,0,1,32,0
1,1,0,0.026087,0.008696,115,1,4,148,1,31,0
1,1,0,0.149123,0.017544,114,1,3,0,1,1858,0
1,1,0,0.082569,0.431193,109,1,2,112,1,1244,1
1,1,0,0.007576,0,132,1,2,0,1,1037,0
1,1,0,0.024194,0.08871,124,1,2,2,1,1035,1
1,4,0.916564,0.010724,0.011394,298.4,0,7,13,0.4,2405,1
1,2,0,0,0,101,1,1,0,0.333333,1016,1
1,1,0,0.054054,0.054054,37,0,2,13,1,1627,0
1,1,0,0.375,0.5625,16,0,2,1,1,1692,0
1,1,0.985228,0.086957,0.217391,11.5,0,2,6,0.5,1691,0
1,1,0.96023,0,0.014124,118,0,2,21,1,1667,0
1,1,0,0.095745,0.074468,94,1,4,32,1,1827,1
1,1,0,0.010753,0.021505,93,1,4,37,1,4981,0
1,1,0,0.0625,0.072917,96,1,2,67,1,1065,0
1,1,0,0,0.010309,97,1,1,25,1,2394,0
1,1,0,0.018182,0.018182,220,1,4,57,1,537,0
1,1,0,0.004566,0.004566,219,1,3,170,1,2965,1
1,1,0,0.031963,0.004566,219,1,3,1,1,2444,0
1,1,0,0.167442,0.102326,215,1,3,11,1,2399,0
1,1,0,0.008658,0.008658,231,0,3,1,1,1697,0
1,1,0,0.004329,0.004329,231,1,3,17,1,993,0
1,1,0.595974,0.030019,0.005629,106.6,1,2,20,0.4,2197,0
1,2,0.991159,0.020979,0.013986,95.333333,0,2,39,0.666667,1630,0
1,1,0,0.031963,0.004566,219,1,3,81,1,2445,0
1,2,0.655912,0.084351,0.144284,300.333333,1,6,115,1,2383,1
1,1,0,0.065217,0.152174,46,0,2,1,1,1693,0
1,1,0.970951,0.016949,0.067797,29.5,1,1,0,1,2127,1
1,1,0,0.6,0,5,0,1,0,1,1898,0
1,1,0,0,0,5,1,1,0,1,1897,0
1,1,0,0,0,33,1,1,0,1,2131,1
1,3,0.910182,0.022749,0.003791,351.666667,1,10,392,1,7823,0
1,1,0,0.035714,0.25,28,1,3,349,1,1713,0
1,1,0,0.04878,0.097561,41,1,1,70,1,2421,0
2,2,0.935893,0.031773,0.008361,199.333333,1,2,79,1,3441,0
1,1,0,0,0.421053,19,0,2,1,1,1637,0
1,2,0.935862,0.445545,0.188119,33.666667,1,1,69,0.333333,1987,0
1,1,0,0,0,17,1,1,0,0.5,2125,0
1,4,0.965889,0.026705,0.025751,87.375,1,6,377,0.583333,2185,0
1,1,0,0.164384,0.219178,73,1,3,345,1,8080,0
1,1,0,0.013158,0.013158,76,1,2,257,1,5009,0
1,1,0,0.039474,0.039474,76,1,2,71,1,3669,1
2,3,0.878649,0.028302,0.001451,275.6,1,6,48,1,3013,0
1,1,0,0,0,28.75,1,1,0,0.25,2113,1
1,1,0,0,0,22,1,1,0,1,2117,0
1,1,0,0.222222,0.022222,45,1,1,19,1,2161,0
1,1,0.384312,0.275,0.225,40,1,1,0,1,2117,1
1,1,0,0.176471,0.029412,34,1,1,0,1,2114,0
1,1,0,0.008734,0.008734,229,1,5,393,1,86,0
1,2,0.918296,0.005333,0.002667,187.5,1,4,232,1,6081,0
1,1,0,0.026316,0.087719,228,1,4,5,1,6064,0
1,1,0,0.012766,0.012766,235,0,4,58,1,6031,0
1,1,0,0.017021,0.017021,235,1,4,118,1,1794,1
1,3,0.661819,0.020446,0.013011,89.666667,1,8,268,0.666667,246,0
1,1,0,0.026316,0.004386,228,1,3,2,1,4857,0
1,1,0,0.044643,0.035714,224,0,3,115,1,4847,0
1,1,0,0.013453,0.004484,223,1,3,0,1,493,0
1,2,0.60984,0.029155,0,343,1,7,51,1,3132,0
1,1,0,0.018605,0.018605,215,1,1,6,1,2823,0
1,3,0.238877,0.113793,0.418391,290,1,7,75,1,2820,1
1,1,0,0.026432,0.004405,227,1,3,237,1,4858,0
1,1,0,0,0,0,0,1,0,1,4417,0
1,1,0,0.156566,0.626263,198,1,5,54,1,873,0
1,2,1,0.00578,0.011561,173,1,5,11,1,437,0
1,1,0,0.01107,0.02214,271,1,5,5,1,435,1
1,1,0,0.025362,0.007246,276,1,4,40,1,3580,0
1,2,0.863121,0,0.041176,170,1,5,706,1,235,0
1,1,0,0.003597,0.003597,278,0,3,2,1,1058,0
1,1,0,0.028777,0.003597,278,1,2,20,1,2424,0
1,1,0,0.021818,0.025455,275,0,2,4,1,1786,0
1,1,0,0.050725,0.007246,276,1,2,7,1,2395,0
1,2,0.922317,0.028646,0.020833,128,1,2,18,0.666667,1768,0
1,2,0.954434,0.018237,0.006079,164.5,1,2,18,1,1765,1
1,1,0,0.044776,0.018657,268,1,2,30,1,1763,0
1,2,0,0,0,17,1,1,0,0.5,2820,0
1,1,0,0.02439,0.02439,41,0,3,0,1,8177,0
1,1,0,0.567568,0.243243,37,1,2,14,1,6058,1
1,1,0,0,0.03125,32,0,2,0,1,4682,0
1,1,0,0,0,0,0,1,0,1,4417,0
1,1,0,0.567568,0.243243,37,1,2,155,1,6059,0
1,9,0.966956,0.05885,0.062044,219.2,0,10,2028,1,7002,0
1,1,0,0,0.027778,36,1,2,124,1,6872,0
1,1,0,0.017857,0.071429,56,1,1,70,1,2190,0
1,1,0,0.1,0.06,50,1,4,48,1,2702,0
1,1,0,0.020833,0.020833,48,1,1,43,1,2409,0
1,1,0,0,0,42,1,1,0,1,2158,0
2,3,0.994189,0.103448,0.12931,38.666667,1,2,0,0.2,3115,0
1,3,0,0,0,43.758621,1,1,0,0.034483,1961,1
1,1,0,0.076923,0.115385,26,1,1,142,1,2431,1
1,1,0,0,0,34,1,1,0,1,2138,1
1,1,0,0.078125,0.03125,64,1,4,0,1,882,0
1,1,0,0.177419,0,62,1,4,62,1,881,0
1,1,0.931458,1.193548,0.107527,46.5,1,3,382,1,4724,0
1,1,0,0.028571,0.028571,35,1,3,36,1,2698,1
1,2,0.955647,0.09507,0.116197,28.4,1,2,176,0.4,2156,0
1,1,0,0.125,0.083333,24,1,2,76,1,3688,0
1,2,0.910801,0.064171,0.101604,62.333333,1,1,0,0.333333,2189,0
1,2,0.982141,0.027248,0.049046,122.333333,1,1,4,0.666667,1990,0
1,1,0,0.4,0.4,5,0,2,198,1,1687,0
1,1,0.864974,0.192982,0.070175,19,1,3,780,1,2434,1
1,1,0,0,0,43,1,1,0,1,91,0
1,1,0,0.2,3,5,0,2,22,1,1566,0
1,1,0,0,0,7,0,1,0,0.5,1723,1
1,1,0,0.021739,0.021739,46,1,5,0,1,1084,1
1,2,0.991159,0.038462,0.089744,26,0,3,264,0.666667,1569,0
1,1,0,0,0,15.75,0,1,0,0.25,1737,1
1,1,0,0.301587,0.079365,63,1,6,407,1,872,0
1,1,0,0.056604,0.018868,53,1,4,3,1,958,0
1,1,0,0.038462,0.115385,52,1,4,0,1,1689,0
1,1,0,0.018519,0.018519,54,1,4,0,1,1688,1
1,1,0,0.111111,0.037037,54,1,3,164,1,957,1
1,1,0,0.285714,0.063492,63,1,6,455,1,889,0
1,1,0,0,0,16,1,1,0,1,1747,1
1,1,0,0.06087,0.034783,115,1,6,99,1,8302,0
1,2,0.928839,0.280899,0.17603,133.5,1,6,8,1,816,0
1,1,0,0.011494,0.011494,87,1,6,3,1,5,0
1,1,0,1.344828,1.287356,87,1,5,4,1,775,1
1,2,0.893571,0.095745,0.109929,141,1,7,82,1,5138,1
1,1,0,0.021978,0.021978,91,1,4,221,1,1606,1
1,1,0,0.032967,0.032967,91,1,4,57,1,3624,0
1,2,0.9999,0.177606,0.150579,129.5,1,6,65,1,2460,1
1,1,0,0.162162,0.013514,74,1,4,47,1,2452,0
1,1,0,0,0.80303,66,1,3,1,1,1707,0
1,1,0,0.125,0.038462,104,1,3,2,1,1698,0
1,1,0,0.463158,0,95,1,3,0,1,1696,0
1,1,0,0,0.015152,66,1,3,28,1,992,0
1,1,0.954434,0.15,0.15,40,1,2,132,1,1669,1
1,1,0,0.071429,0.071429,14,1,2,11,1,1923,1
1,1,0,0.857143,0.928571,14,0,2,1,1,1619,1
1,1,0,0,0,14,1,1,0,1,1913,0
1,1,0,0.111111,0.111111,9,1,3,81,1,4487,0
1,1,0,0.276243,0.005525,181,1,4,28,1,42,0
1,1,0,0.45679,0,162,1,3,146,1,1659,1
1,2,0,0.004211,0,95,0,6,7,0.4,1723,1
1,1,0.314642,0.854545,0.066667,41.25,1,1,8,0.25,1747,1
1,1,0,0,0,20.5,1,1,0,0.25,1742,1
1,1,0,0.005587,0.061453,179,0,4,240,1,1940,0
1,1,0,0.133333,0.133333,15,0,2,57,1,2706,0
1,1,0,0,0,15,1,1,0,1,4013,0
1,1,0,0,0,0,0,1,0,1,3798,0
1,2,0.71515,0.338798,0.114754,109.8,0,2,0,0.2,4050,0
1,1,0.510947,0.235849,0.163522,79.5,0,1,0,0.25,3827,0
1,1,0,0,0,0,1,1,0,1,3801,0
1,1,0.610997,0.155242,0.038306,124,0,2,0,0.25,601,0
1,2,0.889896,0.16369,0.035714,112,0,2,147,0.666667,3822,0
1,1,0,2.333333,0,18,0,1,0,1,3801,0
1,1,0,0,0,0,0,1,0,1,3781,0
1,1,0,0.225806,0.967742,15.5,0,2,0,0.5,4166,0
1,1,0,0.01087,0.041304,460,0,2,0,1,4164,0
1,1,0,0.00216,0.012959,463,0,2,0,1,4162,0
1,1,0,0.038877,0.038877,463,0,2,0,1,4138,0
1,1,0,0.149028,0.099352,463,0,2,0,1,4118,0
1,1,0,0.002208,0.002208,453,0,2,0,1,4105,0
1,1,0,0.018265,0.006849,438,1,2,0,1,4080,0
1,1,0,0.016018,0.011442,437,0,2,0,1,4071,0
1,1,0,0.006881,0.020642,436,0,2,0,1,682,0
1,1,0,0.002278,0.002278,439,0,2,0,1,4062,0
1,2,0.573267,0.053422,0.080134,399.333333,0,9,252,1,4061,0
1,1,0.755375,0.131687,0.010288,243,0,2,0,0.5,681,0
1,1,0,0.072993,0.017032,411,0,2,0,1,4052,0
1,1,0.350261,0.143154,0.020747,160.666667,0,2,0,0.333333,4044,0
1,1,0,0.002457,0.009828,407,0,2,0,1,657,0
1,3,0.748904,0.033248,0.005115,391,0,9,290,1,642,0
1,1,0,0.010471,0.002618,382,0,2,0,1,625,0
1,1,0,0.054974,0.028796,382,0,2,0,1,618,0
1,1,0,0.039474,0.044737,380,0,2,0,1,615,0
1,1,0,0.002874,0.002874,348,0,2,0,1,602,0
1,1,0,0,0.004274,234,0,1,0,1,3851,0
1,1,0.876064,0.177536,0.07971,138,1,1,0,0.5,3850,0
1,1,0,0.004464,0,224,0,1,0,1,3837,0
1,1,0,0.028708,0,209,0,1,0,1,3823,0
1,1,0.822404,0.093333,0.062222,112.5,0,1,0,0.5,3805,0
1,1,0.893571,0.067873,0.063348,110.5,0,1,0,0.5,3803,0
1,1,0,0.193069,0,202,0,1,0,1,3799,0
1,1,0,0,0,0,0,1,0,1,585,0
1,1,0,0.15625,0,32,0,1,0,1,587,0
1,1,0,0,0,0,0,1,0,1,4192,0
1,1,0,0,0,0,0,1,0,1,4192,0
1,1,0.656497,2.614525,0,134.25,0,1,0,0.25,4192,0
1,1,0,0,0,0,0,1,0,1,4161,0
1,1,0.847266,4.419753,0,20.25,0,1,0,0.25,4161,0
1,1,0,0,0,0,0,1,0,1,3798,0
1,1,0,0,0,0,0,1,0,1,4161,0
1,1,0,0.083333,0.083333,12,0,1,0,1,4163,0
1,1,0,0,0,0,0,1,0,1,3857,0
1,1,0,0.75,0,8,0,1,0,1,4045,0
1,1,0.849857,2.3,0,36.666667,0,1,0,0.333333,3857,0
1,1,0,0,0,0,0,1,0,1,668,0
1,1,0,1.764706,0,34,0,1,0,1,668,0
1,1,0,0,0,0,0,1,0,1,4104,0
1,1,0.940286,5.6,0,7.5,0,1,0,0.5,4104,0
1,1,0,0,0,0,0,1,0,1,4192,0
1,1,0,0,0,0,0,1,0,1,4192,0
1,1,0,0,0,0,0,1,0,1,4138,0
1,1,0,0,0,0,0,1,0,1,3798,0
1,1,0.805924,1,0.421053,6.333333,0,1,0,0.333333,4035,0
1,1,0.874993,2.517241,0.517241,5.8,0,1,0,0.2,3848,0
1,1,0,0,0,0,0,1,0,1,4161,0
1,1,0,0,0,0,0,1,0,1,4104,0
1,1,0,0,0,0,0,1,0,1,4138,0
1,1,0,0,0,0,0,1,0,1,3798,0
1,1,0,0,0,0,0,1,0,1,3781,0
1,1,0,0,0,0,0,1,0,1,4036,0
1,1,0,5.6,0,5,0,1,0,1,3781,0
1,1,0,0,0,0,0,1,0,1,3798,0
1,4,0.74894,0.180311,0.13886,87.727273,0,7,391,0.363636,4104,0
1,1,0.732676,2.901361,0,32.666667,0,1,0,0.111111,3798,0
1,1,0,0,0,0,0,1,0,1,3798,0
1,1,0,0,0,0,0,2,0,0.1,4202,0
1,1,0.666578,1.5,0.8,5,0,1,0,0.5,4038,0
1,1,0,0,0,0,0,1,0,1,4138,0
1,1,0.893156,4.5,0,15.5,0,1,0,0.25,4138,0
1,1,0,0,0,0,0,1,0,1,3798,0
1,1,0,1.4,1,5,0,1,0,1,4032,0
1,1,0,0,0,0,0,1,0,1,4138,0
1,1,0,0,0,0,0,1,0,1,3798,0
1,1,0,0.348837,0.255814,43,0,2,0,1,4119,0
1,1,0,0.029412,0.117647,34,0,2,0,1,4051,0
1,1,0,0,0,0,0,1,0,1,3832,0
1,1,0,1.461538,0,13,0,1,0,1,4039,0
1,1,0,2.615385,0,13,0,1,0,1,3832,0
1,1,0,0,0,0,0,1,0,1,4161,0
1,1,0,0,0,0,0,1,0,1,3857,0
1,1,0.499114,0.399083,0.048165,145.333333,0,2,0,0.333333,3861,0
1,1,0,0,0,0,0,1,0,1,3857,0
1,1,0,0.019231,0.019231,52,0,2,0,1,4117,0
1,1,0.997503,0.115702,0.024793,60.5,0,2,0,0.5,4041,0
1,1,0,0.019231,0.019231,52,0,2,0,1,603,0
1,1,0,0,0,0,0,1,0,1,4676,0
1,1,0,4.25,0,12,1,1,0,1,4676,0
1,1,0,0,0,0,0,1,0,1,957,0
1,1,0.95382,4.216667,0,10,0,1,0,0.166667,957,0
1,3,0.84734,0.00981,0.007357,233,1,8,0,0.428571,5422,0
1,1,0,0,0,0,0,1,0,1,4671,0
1,1,0,0,0,27,1,1,0,0.5,1689,0
1,1,0,0,0,0,0,1,0,1,941,0
1,1,0.911179,4.984375,0,11.636364,0,1,0,0.090909,941,0
1,1,0,0.105611,0.0033,303,1,2,14,1,5863,0
1,1,0,0.003559,0.003559,281,1,2,0,1,1820,1
1,4,0.773176,0.126391,0.098025,309.444444,1,10,119,0.555556,5641,1
1,1,0,0.017241,0.017241,58,1,4,0,1,5674,0
1,1,0,0.040816,0.020408,49,1,4,25,1,5548,0
1,2,0,0.116883,0.766234,25.666667,1,4,7,0.666667,5489,1
1,1,0,0,0.096154,52,0,2,63,1,2723,0
1,1,0,0,0,0,0,1,0,1,957,0
1,1,0.675607,3.933333,0,30,0,1,0,0.5,957,0
1,1,0,0.017241,0.017241,58,0,4,173,1,6738,0
1,1,0,0.007299,0.007299,274,1,4,131,1,636,0
1,2,1,0.002387,0.002387,419,0,5,666,1,2791,0
1,1,0.758589,0.146619,0.157295,468.333333,1,4,18,0.666667,1816,1
1,1,0.973385,0.043732,0.024781,343,1,3,27,1,1809,0
1,1,0,0.011858,0.889328,253,0,3,1,1,1785,1
1,1,0.989689,0.001709,0.029915,390,1,3,12,0.666667,1759,0
1,1,0,0.014663,0,341,0,1,14,1,1642,0
1,1,0,0.008798,0.017595,341,1,1,0,1,1618,0
1,2,0.087684,0.6893,0.659122,208.285714,0,2,63,0.428571,1616,1
1,1,0.998364,0.06993,0.003497,143,0,2,14,0.5,4948,0
1,2,0,0,0,112.666667,0,1,0,0.333333,1616,0
1,1,0,0,0,0,0,1,0,1,941,0
1,1,0.732251,2.540541,0,132.142857,0,1,0,0.142857,941,0
1,1,0,0,0.02,50,0,1,10,1,1400,0
1,1,0,0.006897,0.006897,145,1,1,13,1,6021,0
1,1,0.162326,0.041459,0.028192,301.5,1,3,53,1,5957,0
1,1,0,0.125,0.118056,144,1,1,10,1,5690,0
1,1,0,0.006897,0.006897,145,1,1,49,1,6022,0
1,1,0,0,0.006897,145,1,1,35,1,5948,0
1,4,0.712608,0.201594,0.173705,125.5,1,7,279,0.9,5654,0
1,7,0.61438,0.035513,0.018038,221.75,1,9,41,0.75,4834,1
1,1,0,0,0,30.5,1,1,0,0.5,4734,1
1,1,0,0.01649,0.01649,849,0,4,23,1,6069,0
1,1,0,0.004711,0.002356,849,1,4,10,1,6014,0
1,1,0,0.135613,0.009434,848,1,4,22,1,5955,0
1,1,0,0.010403,0.0013,769,1,4,1,1,5699,0
1,2,0.468996,0.011905,0,420,1,4,53,1,5693,1
1,1,0,0.001311,0,763,1,4,0,1,1826,0
1,1,0,0.006596,0.002639,758,1,4,2,1,5683,0
1,1,0,0.017196,0,756,0,4,5,1,1825,0
1,1,0,0.001335,0.001335,749,1,4,1,1,1823,0
1,2,0.706404,0.069207,0.001555,428.666667,1,7,73,0.666667,5628,0
1,2,0.813801,0.105973,0.05973,346,1,4,0,0.166667,5625,0
1,1,0,0.009777,0.00419,716,1,4,3,1,1817,0
1,1,0,0,0.001403,713,0,4,1,1,1806,0
1,1,0,0.007003,0.002801,714,1,4,3,1,1805,0
1,1,0,0.014025,0.014025,713,1,4,0,1,1804,0
1,1,0.991076,0.030864,0.008818,567,1,4,2,1,1801,1
1,1,0,0.043909,0.01983,706,1,4,0,1,1797,1
1,1,0,0.004317,0.004317,695,1,4,0,1,513,0
1,1,0,0.01295,0.021583,695,1,4,10,1,1796,0
1,1,0.554778,0.027397,0.015068,365,1,4,36,1,5536,1
1,1,0.494183,0.023572,0.009973,551.5,0,4,6,1,1787,0
1,1,0,0.014368,0,696,1,4,1,1,5527,0
1,1,0,0.001453,0.001453,688,1,4,0,1,5525,0
1,1,0,0.043605,0.007267,688,1,4,0,1,5524,0
1,1,0,0,0.002941,680,1,4,0,1,5523,0
1,1,0,0.030837,0.016153,681,1,4,1,1,5521,0
1,1,0,0.01034,0.026588,677,1,4,0,1,5520,0
1,1,0,0.004702,0.001567,638,1,4,1,1,5493,0
1,1,0,0,0.00471,637,0,4,0,1,181,0
1,1,0,0.005682,0.001894,528,1,3,2,1,5434,0
1,1,0,0.011385,0,527,1,3,0,1,5433,0
1,1,0,0.012579,0.010482,477,1,3,0,1,5017,0
1,1,0,0.009174,0.006881,436,1,2,3,1,4835,0
1,1,0,0.045872,0.020642,436,1,2,1,1,1605,0
1,1,0,0.004673,0.004673,428,1,2,0,1,4683,0
1,1,0,0,0,0,0,1,0,1,941,0
1,2,0.161966,0.272727,0.188161,157.666667,1,2,85,1,4671,0
1,2,0.918296,0.032286,0.022688,573,0,9,34,1,1412,0
1,1,0,0.017327,0.00495,404,0,1,11,1,1403,0
1,1,0,0.003529,0,850,1,5,270,1,7741,0
1,1,0,0.08,0.001212,825,1,4,31,1,5941,0
1,1,0,0,0,57,1,1,0,1,1651,0
1,1,0,0.027837,0.012848,467,1,3,6,1,6071,0
1,1,0,0.015119,0.00216,463,1,3,28,1,6062,0
1,1,0,0,0.068127,411,0,3,3,1,5608,0
1,1,0,0,0.004773,419,0,3,4,1,1807,0
1,1,0,0.041063,0.002415,414,1,3,3,1,5551,0
1,2,0.543564,0.004277,0.002566,584.5,1,10,18,1,5546,0
1,1,0,0.005376,0.002688,372,1,3,1,1,4882,1
1,1,0,0.037634,0.026882,372,1,3,1,1,1627,0
1,1,0,2.582656,2.582656,369,0,2,0,1,1617,1
1,1,0,0,0,0,0,1,0,1,941,0
1,1,0,0.008197,0.002732,366,1,2,14,1,4662,0
1,1,0.598347,0.061278,0.01043,383.5,0,2,24,1,4526,0
1,1,0,0.008646,0,347,0,2,11,1,4523,0
1,1,0,0.014409,0.008646,347,1,2,11,1,4522,0
1,1,0,0.028986,0.002899,345,0,2,11,1,4520,0
1,1,0,0.026239,0.067055,343,0,1,11,1,1404,0
1,1,0,0.027837,0.012848,467,1,3,57,1,6072,0
1,1,0,0.015119,0.00216,463,1,3,51,1,6063,0
1,1,0.982681,0.056662,0.017611,653,1,4,53,1,5948,0
1,1,0,0.033333,0.033333,30,1,1,0,1,1696,0
1,1,0,0,0,0,0,1,0,1,941,0
1,4,0.64087,0.010101,0.010101,91.928571,1,3,267,0.428571,5235,0
1,1,0,0,0,0,0,1,0,1,957,0
1,1,0.981714,6.6875,0,8,0,1,0,0.5,986,0
1,1,0,0,0,0,0,1,0,1,957,0
1,1,0,0,0,0,0,1,0,1,941,0
1,1,0,0,0,0,0,1,0,1,986,0
1,1,0,0,0,0,0,1,0,1,957,0
1,1,0,0,0,0,0,1,0,1,941,0
1,1,0,0,0,0,0,1,0,1,941,0
1,1,0,0,0,0,0,1,0,1,941,0
1,1,0,0,0,17,1,1,0,0.5,5654,0
1,1,0,0,0,0,0,1,0,1,957,0
1,1,0.719129,4.241379,0.517241,9.666667,0,2,29,0.666667,4891,0
1,1,0,0,0,0,0,1,0,1,941,0
1,1,0,0.083333,0.083333,12,0,1,10,1,1402,0
1,3,0.819916,0.3,0.263333,31.578947,0,3,122,0.421053,4910,1
1,1,0,0,0,0,0,1,0,1,941,0
1,2,0.706601,0.10981,0.038067,68.3,1,3,7,0.5,4972,1
1,1,0,0,0,0,0,1,0,1,941,0
1,1,0,0,0,0,0,1,0,1,957,0
1,1,0,0,0,0,0,1,0,1,941,0
1,1,0.94566,0.243243,0.054054,18.5,0,2,18,1,4962,0
1,1,0,0,0,0,0,1,0,1,941,0
1,1,0,0,0,0,0,1,0,1,941,0
1,1,0,0,0,0,0,1,0,1,941,0
1,3,0.457151,0.147624,0.17519,125.318182,1,4,608,0.454545,384,1
1,1,0,0,0,0,0,1,0,1,941,0
1,1,0,0,0,33.333333,1,1,0,0.333333,5400,0
1,1,0,0,0,0,0,1,0,1,6475,0
1,2,0.453716,1.25,0.0625,16,0,2,156,1,6475,0
1,1,0,0,0,0,0,1,0,1,957,0
1,3,0.376602,0.355995,0.427689,60.675,1,10,359,0.325,5397,1
1,1,0,0,0,0,0,1,0,1,4671,0
1,1,0.850769,0.027397,0.061644,146,1,2,15,0.666667,4676,0
1,1,0.944867,1.224719,0.101124,29.666667,1,2,14,0.666667,4671,0
1,1,0.843042,0.016374,0.016374,213.75,0,4,1486,0.625,6316,0
1,1,0,0,0,170,1,1,0,1,5456,0
1,1,0,0,0,0,0,1,0,1,941,0
1,2,0.836641,0.028061,0.010204,196,1,9,88,1,121,0
1,1,0,0,0,0,0,1,0,1,941,0
1,1,0,0.071429,0,56,0,2,12,1,4526,0
1,1,0,0.052632,0.052632,57,1,1,217,1,6185,0
1,1,0,0.116279,0.046512,43,1,1,58,1,7759,0
1,1,0,0.170732,0,41,1,1,27,1,7576,0
1,1,0,0,0,39,1,1,0,1,7452,0
1,3,0.77415,0.226268,0.321196,59.153846,1,1,84,0.307692,7452,0
1,1,0,0,0,0,0,1,0,1,6444,0
1,1,0,0.269231,0.205128,78,1,1,11,1,8084,0
1,1,0,0,0,0,0,1,0,1,6468,0
1,1,0.7613,2.328106,0,103.625,0,1,0,0.125,6468,0
1,1,0,0,0,0,0,1,0,1,6468,0
1,1,0,0,0,0,0,1,0,1,6444,0
1,1,0,0.021368,0.017094,234,1,1,7,1,8083,0
1,1,0,0.004274,0.004274,234,1,1,3,1,8062,0
1,1,0.308791,0.133836,0.074458,265.25,1,2,14,0.75,8053,1
1,1,0,0.004926,0.004926,203,1,1,4,1,8047,0
1,1,0.570634,0.076682,0,213,1,1,176,1,7744,0
1,1,0,0,0,0,0,1,0,1,6468,0
1,1,1,0.150943,0.018868,53,1,1,2,0.5,8099,0
1,3,0.956268,0.058577,0.087866,59.75,1,1,17,0.5,7413,0
1,1,0,0,0,0,0,1,0,1,6868,0
1,2,0.785222,2.821429,0,28,1,1,0,0.5,6868,0
1,2,0,0,0,12,1,1,0,0.5,7401,0
1,1,0,0,0,0,0,1,0,1,6468,0
1,1,0,0.284153,0.058288,549,1,3,0,1,8086,0
1,1,0,0,0.075099,506,1,3,9,1,8085,0
1,2,0.787567,0.078019,0.006106,294.8,1,3,37,0.6,8061,1
1,1,0.657273,0.054927,0.030695,309.5,1,3,12,1,10,0
1,1,0.861548,0.258124,0.122624,181.222222,1,2,302,0.222222,8039,1
1,2,0.918296,0.025414,0.001105,452.5,1,10,54,1,7752,0
1,1,0.642681,0.11943,0.00713,280.5,1,1,12,0.25,7393,0
1,1,0,0,0,0,0,1,0,1,6468,0
1,1,0,0.002283,0.002283,438,0,1,0,1,6879,0
1,1,0,0.002092,0,478,0,1,0,1,6514,0
1,1,0,0.014925,0.014925,134,1,3,58,1,8209,0
1,1,0,0.007576,0.030303,132,1,3,0,1,827,1
1,1,0,0.037313,0.007463,134,1,2,6,1,15,1
1,1,0.743899,0.079389,0.029008,327.5,1,3,10,1,14,1
1,3,0.905966,0.134669,0.155387,62.956522,1,1,113,0.26087,7475,1
1,1,0,0,0,0,0,1,0,1,6468,0
1,1,0,0.009615,0.009615,104,0,1,0,1,6720,0
1,1,0,0.014925,0.014925,134,1,3,84,1,892,0
1,1,0,0,0,0,0,1,0,1,6468,0
1,1,0,0.005236,0.001745,573,1,3,85,1,8289,0
1,1,0,0.111111,0.005208,576,1,2,16,1,38,0
1,1,0.695039,0.110624,0.008762,304.333333,1,2,12,1,8089,0
1,2,0.525451,0.02682,0.086207,261,1,1,151,1,8069,0
