@relation data/M_multi_metrics_ML.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R61-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R48-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R28-weka.filters.unsupervised.attribute.Remove-R53-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R50-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R34-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R30-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R2

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_fanIn numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute LDHH_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicMethods numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute class {buggy,clean}

@data
0,0,0,0.001488,0,0,3.37801,0,0,0,0,0,0,0,9.16485,0,0,5,18,4,2,0,0,0,10,0,0,1,0,0,0,1.01,0,0.005924,17,5,clean
1,0.006383,0,0.008579,0.002319,0,4.72107,0,0,0,0,0,0,0,9.23015,0,0,3,47,0,1,7,0,0,36,0,0.006287,3,0,1.02,0,1.01,0.006013,0.005924,9,8,clean
0,0,0,0.006128,0,0.002482,7.04123,0,0,0,1,0,0,1.01,9.30937,1.01,0.005356,2,34,0,2,1,0.001828,0,10,2.05,0.014605,1,0,0,0,6.09,0.002996,0.041678,32,4,clean
0,0,0,0.074424,0,0,8.32124,0,0,0,0,0,0,0,9.29455,0,0,6,120,9,2,1,0,0,21,0,0.004263,4,0,0,0,2.04,0,0.009791,30,7,clean
0,0.001872,0,0.027307,0,0,15.5371,0,0,0,0,0,0,0,9.55857,0,0,6,54,0,1,1,0,0,45,0,0.004852,1,0,0,0,2.02,0,0.009791,9,10,clean
2,0,0,0.006308,0,0,1.49003,0,0,0,1,0,0,0,0.121386,1.01,0,6,99,0,1,4,0.004,0,91,0,0.009937,4,0,0,0,0,0.026133,0,9,10,clean
0,0,0,0.002331,0,0,3.91697,0,0,0,0,0,0,0,9.15227,0,0,0,30,0,1,0,0,0,45,0,0,6,0,0,0,2.04,0,0.009791,18,10,clean
0,0,0,0.011023,0,0,5.94514,0,0,0,0,1,0,0,9.22122,0,0,5,55,0,2,1,0,0,28,0,0.01023,4,1,0,0,2.06,0.002623,0.009791,41,8,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,2,2,0,0,3,0,0,1,0,0,0,0,0,0,10,3,clean
1,0,0,0.003652,0,0,6.89909,0,0,0,0,0,0,0,9.29908,0,0.005356,2,64,0,2,1,0,0,15,2.05,0.001916,2,0,0,0,6.09,0.008081,0.041678,32,5,clean
6,0,0,0.191853,0.000941,0.03016,15.5602,0,3.05,0,0,2,0.008961,7.1,9.58483,0,0,20,523,0,1,1,0,0,66,0,0.055779,17,2,1.02,0,4.13,0.052331,0.014188,51,6,buggy
0,0,0,0.000949,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,1.01,0,0.005924,9,1,clean
0,0.004911,0,0.004545,0.000846,0,7.42138,0,0,0,0,0,0,0,9.31496,0,0,9,39,0,2,2,0,0,1,0,0.00515,0,1,1.01,0,2.02,0.006775,0.009791,10,2,clean
0,0,0,0.001399,0,0,3.4091,0,0,0,0,0,0,0,9.16273,0,0,4,33,0,1,0,0,0,0,0,0,1,0,0,0,1.01,0,0.005924,10,1,clean
0,0.006874,0,0.002728,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,1.1,0,0.027723,28,1,clean
1,0,0,0.011422,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,6,75,0,1,6,0,0,3,0,0,5,0,0,0,0,0.014853,0,9,2,clean
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
0,0.006092,0,0.048839,0,0,6.61308,0,1.04,0,1,0,0,1.06,9.30932,1.01,0,4,9,1,3,0,0.001734,1.01,1,0,0.009305,0,0,1.02,0,4.2,0,0.007127,31,2,clean
0,0.019803,0,0.001329,0,0,4.57121,0,0,0,1,0,0,0,9.18643,0,0,1,6,0,1,6,0,0,21,0,0,0,0,0,0,2.02,0,0.009791,9,7,clean
0,0,0,0.022811,0,0,6.00254,0,0,0,0,0,0,0,9.20964,0,0,1,81,0,1,2,0,0,253,0,0,11,0,0,0,2.04,0,0.009791,18,23,clean
0,0.013754,0,0.001534,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,8,57,4,3,1,0,0,6,0,0,2,0,0,0,1.1,0,0.027723,43,4,buggy
1,0,0,0.111595,0,0,3.62109,0,0,0,0,0,0,0,0.086085,0,0,4,106,0,1,0,0,0,6,0,0,4,0,0,0,0,0.002663,0,0,2,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,3,clean
0,0,0,0.001611,0,0,4.46389,0,0,0,0,0,0,0,9.17814,0,0,1,21,1,2,2,0,0,21,0,0,2,0,0,0,3.19,0,0.012186,28,7,clean
0,0,0,0.005839,0,0,3.95726,0,0,0,0,0,0,0,0.10122,0,0,6,184,0,1,0,0,0,21,0,0,1,0,0,0,2.02,0.008458,0.009791,9,7,clean
0,0.011617,0,0.000949,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,0,11,1,1,3,0,0,3,0,0,2,0,0,0,1.01,0,0.005924,12,3,clean
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,400,0,2,3,0,0,351,0,0,2,1,0,0,0,0,0,36,21,buggy
0,0,0,0.002956,0.022517,0,5.14521,0,0,0,0,0,0,0,0.180548,0,0,4,14,0,1,0,0,0,1,0,0.029519,0,0,1.01,0,1.21,0.005618,0.002024,0,1,clean
0,0,0,0.001191,0,0,4.57121,0,0,0,0,0,0,0,9.18643,0,0,1,4,0,1,1,0,0,1,0,0,0,0,0,0,2.02,0,0.009791,10,2,clean
2,0.007457,0,0.00701,0.003006,0,7.12446,0,0,0,0,0,0,0,9.3806,0,0,9,77,0,1,3,0,0,36,0,0.011049,2,0,1.01,0,1.01,0,0.005924,9,7,clean
22,0.005815,0,0.016041,0.011022,0.004791,3.83471,0,1.01,0,0,0,0.004366,1.04,9.1954,0,0,39,707,21,2,5,0,0,1275,0,0.018355,14,0,3.03,0,3.03,0.014853,0.012023,68,29,buggy
2,0.007608,0,0.010643,0.006611,0,2.38141,0,0,0,0,0,0,0,9.07779,0,0,12,160,0,2,1,0,0,105,0,0.019826,5,0,1.05,0,2.09,0.034846,0.004816,12,13,clean
0,0,0,0.039591,0.001503,0.001583,5.56937,0,0,0,0,0,0,1.02,9.23948,0,0.007705,5,49,8,2,1,0,1.01,3,3.08,0.002022,9,0,1.04,0.001435,4.15,0,0.011868,22,3,clean
0,0.001164,0,0.00801,0,0,12.9827,0,0,0,0,0,0,0,9.47512,0,0,1,19,0,1,0,0,0,15,0,0,6,0,0,0,2.04,0.003794,0.009791,18,6,clean
0,0,0,0.024339,0,0.001461,20.0263,0,0,0,0,0,0,1.01,9.70076,0,0,9,99,0,2,3,0,0,78,0,0.007194,3,0,0,0,2.02,0.021617,0.009791,17,13,clean
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,clean
0,0.142449,0,0.234098,0.019697,0.009342,32.4143,0,2.02,0,7,1,0.00537,4.07,10.0941,7.13,0,4,72,0,1,70,0.022722,0,351,0,0.025813,1,2,9.36,0,2.02,0.015896,0.009791,9,27,clean
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,99,0,1,0,0,0,21,0,0.004568,1,0,0,0,0,0,0,9,4,buggy
0,0.024845,0,0.001705,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,8,35,4,3,1,0,0,3,0,0.00586,3,0,0,0,1.1,0.008081,0.027723,43,3,clean
0,0,0,0.016617,0,0,5.94514,0,0,0,1,1,0,0,9.22122,0,0,2,81,0,1,2,0,0,91,0,0.01023,7,1,0,0,2.04,0.002623,0.009791,18,14,clean
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,0,1,1,0,0,21,0,0,2,0,0,0,0,0,0,9,3,clean
0,0.003485,0,0.001518,0.003348,0.003264,1.84703,0,0,0,0,0,0,1.05,9.09329,0,0,9,32,0,1,2,0,0,15,0,0.003498,9,0,1.01,0,1.02,0.003393,0.005924,19,6,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0,54,2,clean
0,0,0,0.002846,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,2,24,0,1,0,0,0,0,0,0,0,0,0,0,1.01,0,0.005924,9,1,clean
0,0.017931,0,0.00226,0,0,3.17351,0,0,0,3,0,0,0,9.13106,0,0,2,22,0,1,5,0,0,36,0,0,0,0,0,0,3.19,0,0.012186,19,8,clean
0,0,0,0.012027,0,0,5.94514,0,0,0,0,1,0,0,9.22122,0,0,2,59,0,1,1,0,0,45,0,0.01023,5,1,0,0,2.04,0.002623,0.009791,18,10,clean
0,0.009756,0,0.002681,0,0,4.82202,0,0,0,2,0,0,0,9.23158,0,0,0,3,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,clean
0,0.003678,0,0.000949,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,0,10,0,1,3,0,0,3,0,0,3,0,0,0,1.02,0,0.005924,18,3,clean
2,0.00198,0,0.017522,0,0,12.9863,0,1.02,0,0,0,0.002596,0,9.48988,0,0,7,51,0,1,6,0,3.04,45,0,0.004085,4,0,0,0.004202,3.48,0.01139,0.007549,0,8,clean
0,0.056662,0,0.038977,0.003348,0,13.4695,0,0,0,0,0,0,0,9.49479,0,0,7,45,0,1,4,0,0,10,0,0.011961,0,0,1.01,0,0,0.012008,0,0,5,clean
0,0,0,0.022973,0.003084,0.002942,14.5746,0,0,0,0,0,0,2.02,9.53237,0,0,2,20,0,2,0,0,0,0,0,0.010784,0,0,2.02,0,4.04,0.009962,0.014111,11,1,clean
0,0,0,0.001328,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,0,6,0,1,1,0,0,1,0,0,1,0,0,0,1.01,0,0.005924,10,2,clean
0,0.005567,0,0.094172,0.001655,0.005963,15.6422,0,3.06,0,2,0,0.001709,6.09,0.507632,2.02,0,0,5,0,1,1,0.001828,0,1,0,0.012155,0,0,2.06,0,0,0.003707,0,0,1,clean
0,0,0,0.002087,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,1,12,0,1,1,0,0,1,0,0,0,0,0,0,0,0.005988,0,9,2,clean
0,0,0,0.002136,0,0,3.39209,0,0,0,0,0,0,0,9.15904,0,0,2,47,0,1,1,0,0,15,0,0.010535,5,0,0,0,0,0,0,0,3,clean
1,0,0,0.007452,0,0,10.8599,0,0,0,0,0,0,0,9.38469,0,0,1,48,0,1,1,0,0,10,0,0,4,0,0,0,0,0,0,0,4,clean
0,0,0,0.001121,0,0,3.17351,0,0,0,0,0,0,0,9.13106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.02,0,0.009791,9,0,clean
0,0,0,0.006796,0.022517,0,2.38141,0,0,0,0,0,0,0,9.07779,0,0,4,73,0,1,0,0,0,6,0,0.068753,0,1,1.01,0,0,0.011679,0,0,4,buggy
0,0,0,0.0027,0,0,5.41242,0,0,0,1,0,0,0,9.19356,0,0,1,39,0,1,2,0,0,45,0,0,2,0,0,0,2.02,0,0.009791,14,10,clean
0,0.04912,0,0.010058,0,0,1.49003,0,0,0,37,0,0,0,0.121386,2.09,0,2,15,4,2,42,0.007059,0,21,0,0.020286,1,0,0,0,1.1,0.020279,0.027723,36,6,clean
0,0,0,0.015974,0,0,2.56087,0,0,0,0,0,0,0,0.066568,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.05,0,0.037515,25,1,clean
0,0,0,0.02432,0,0,7.9553,0,0,16,0,0,0,0,9.28668,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2.04,0,0.009791,18,1,clean
0,0,0,0.000949,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,clean
2,0,0,0.006246,0.003194,0,5.63443,0,0,0,0,0,0,0,9.25922,0,0,7,89,0,1,1,0,0,28,0,0.003167,6,0,1.01,0,1.01,0.020267,0.005924,9,6,clean
0,0,0,0.001191,0,0,4.57121,0,0,0,0,0,0,0,9.18643,0,0,1,17,0,2,1,0,0,3,0,0,2,0,0,0,5.1,0,0.016182,15,3,clean
0,0.029373,0,0.013981,0.007567,0,4.17741,0,0,0,0,0,0,0,9.19476,0,0,6,169,0,1,13,0,0,325,0,0.008023,11,0,2.02,0,1.01,0.009484,0.005924,9,26,clean
0,0,0,0.006299,0,0,1.05195,0,0,0,0,0,0,0,0.024721,0,0,1,40,0,2,0,0,0,1,0,0,1,0,0,0,0,0.018159,0,2,2,clean
0,0,0,0.009376,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,2,105,0,1,2,0,0,21,0,0,7,0,0,0,0,0,0,32,7,clean
0,0.007932,0,0.022349,0,0,6.45512,0,0,0,7,0,0,0,0.209384,0,0,1,60,0,1,19,0,0,45,0,0,5,0,0,0,2.04,0.002623,0.009791,18,10,clean
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
0,0,0,0.001518,0,0,1.84703,0,0,0,1,0,0,0,9.09329,0,0,0,0,0,1,2,0,0,6,0,0,0,0,0,0,1.01,0,0.005924,9,4,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,129,0,2,0,0,0,28,0,0.012547,3,0,0,0,1.01,0,0.025637,32,7,clean
2,0,0,0.001669,0,0,5.86159,0,0,0,0,0,0,0,9.23351,0,0,3,71,0,1,0,0,0,21,0,0.003043,2,0,0,0,0,0,0,0,4,clean
2,0.006047,0,0.005226,0,0,4.81344,0,0,0,0,0,0,0,9.22957,0,0,8,95,0,1,1,0,0,6,0,0,7,0,0,0,2.02,0.005988,0.008829,9,2,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,2.03,0,0.033647,25,1,clean
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,117,0,1,2,0,0,28,0,0,3,0,0,0,0,0,0,0,1,buggy
0,0,0,0.000949,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,1,8,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2,0,0,1,0,0,2,0,0,0,1.01,0,0.027723,26,2,clean
0,0,0,0.007595,0,0,6.55674,0,0,0,0,0,0,0,9.24365,0,0,0,64,0,1,0,0,0,15,0,0.002936,7,0,0,0,0,0,0,0,4,clean
0,0,0,0.008636,0,0,8.64868,0,0,0,0,0,0,0,9.36553,0,0,8,32,0,1,1,0,0,1,0,0.007599,1,1,0,0,0,0.015357,0,0,2,clean
0,0,0,0.006483,0,0,10.1236,0,0,0,0,0,0,0,9.41541,0,0,3,37,0,1,2,0,0,1,0,0.003043,2,0,0,0,2.02,0.01004,0.009791,9,2,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,1,0,0,21,0,0,2,0,0,0,0,0,0,14,7,clean
0,0,0,0.001138,0,0,1.84703,0,0,0,0,0,0,0,9.09329,1.01,0,1,7,0,1,2,0.004825,0,1,0,0,0,0,0,0,0,0,0,0,2,clean
0,0.007608,0,0.013411,0.00738,0.007899,2.38141,0,0,0,3,0,0,2.04,9.07779,1.01,0,11,76,0,1,6,0.004498,0,66,0,0.00924,5,0,2.08,0,0,0.0238,0,0,10,clean
0,0,0,0.000949,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,4,15,0,1,1,0,0,1,0,0,2,0,0,0,1.01,0.018246,0.005924,9,2,clean
0,0.039255,0,0.118643,0.016268,0,28.3288,0,0,0,7,2,0,0,9.98275,1.01,0,2,57,0,1,28,0.000845,0,231,0,0.018642,2,3,7.11,0,2.02,0.015896,0.009791,9,22,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,74,0,2,2,0,0,28,0,0,6,0,0,0,0,0,0,17,7,buggy
1,0.0404,0,0.005967,0.03164,0.031705,1.49003,0,0,0,1,0,0,2.06,0.121386,0,0.020185,12,172,1,2,5,0,1.01,190,1.01,0.036905,12,0,2.09,0.021023,1.05,0.034237,0.051511,5,16,clean
0,0.071329,0,0.008983,0.022627,0.022452,2.38141,0,0,0,0,0,0,2.04,9.07779,0,0.018086,26,134,6,3,11,0,1.01,153,2.06,0.052162,2,0,2.11,0.009752,3.3,0.050777,0.03839,57,14,clean
0,0,0,0.002977,0,0,7.41746,0,0,0,0,1,0,0,9.29759,0,0,0,29,0,1,0,0,0,1,0,0,2,1,0,0,3.11,0,0.012186,18,2,clean
0,0.001925,0,0.022453,0,0,8.86173,0,0,0,0,0,0,0,9.29333,0,0,0,56,0,1,1,0,0,6,0,0,1,0,0,0,2.02,0,0.009791,9,4,clean
7,0.002706,0,0.048909,0.004348,0.014986,9.60419,0,1.07,0,0,1,0.002667,3.13,9.42582,0,0,17,225,1,2,0,0,0,55,0,0.01355,8,2,2.02,0,3.08,0.009407,0.007771,19,4,buggy
0,0,0,0.083474,0,0,10.5192,0,0,0,0,0,0,0,9.3994,0,0.005462,1,13,8,4,0,0,0,1,2.02,0,0,0,0,0,4.24,0,0.057037,36,1,clean
0,0.007608,0,0.002712,0.006611,0,4.17741,0,0,0,0,0,0,0,9.19476,0,0,5,72,0,1,5,0,0,21,0,0.00586,0,0,1.01,0,1.01,0,0.005924,9,7,clean
0,0,0,0.001873,0,0,4.78742,0,0,0,0,0,0,0,9.20494,0,0,0,21,0,2,3,0,0,21,0,0,4,0,0,0,2.06,0,0.009791,31,7,clean
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,149,0,1,1,0,0,55,0,0,5,0,0,0,2.02,0.011783,0.009791,9,9,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,2,1,0,0,136,0,0,0,0,0,0,0,0,0,27,17,clean
0,0.003485,0,0.003905,0,0,7.65396,0,0,0,0,0,0,0,9.32519,0,0,1,41,0,1,4,0,0,6,0,0.003043,1,0,0,0,2.02,0.003794,0.009791,9,4,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025198,4,26,25,4,1,0,0,10,1.01,0,3,1,0,0,0,0,0,78,2,buggy
0,0,0,0.019981,0,0,1.92,0,0,0,0,0,0,0,0.046532,0,0,3,99,0,1,0,0,0,45,0,0,0,0,0,0,0,0.006183,0,0,5,clean
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13,0,1,7,0,0,6,0,0,3,0,0,0,0,0,0,18,4,clean
0,0,0,0,0.006379,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,1,0,0,0,10,0,0.007599,2,0,1.02,0,0,0,0,9,5,clean
1,0,0,0.002107,0,0,5.55245,0,0,0,0,0,0,0,9.25394,0,0,3,36,0,1,1,0,0,15,0,0,5,0,0,0,0,0,0,0,5,clean
0,0,0,0.000852,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,0,6,0,2,2,0,0,3,0,0,1,0,0,0,0,0,0,20,3,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,clean
3,0,0,0.005402,0,0,3.37801,0,0,0,0,0,0,0,9.16485,0,0,9,105,0,1,2,0,0,21,0,0,7,1,0,0,1.01,0,0.005924,9,4,clean
1,0,0,0.003621,0,0,8.1358,0,0,0,0,0,0,0,9.31815,0,0,5,71,1,2,1,0,0,120,0,0.003043,2,0,0,0,2.02,0.007313,0.009791,17,14,buggy
0,0.115571,0,0.00286,0.002991,0.002878,6.32077,0,0,0,0,0,0,1.01,9.28597,0,0,1,18,0,1,110,0,0,15,0,0.002936,0,0,1.02,0,1.01,0,0.005924,9,6,clean
0,0,0,0.003619,0.002722,0,3.33706,0,0,0,0,0,0,0,9.21468,0,0,3,18,0,2,2,0,0,6,0,0,3,0,1.01,0,1.1,0.014853,0.027723,22,2,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,1,0,0,0,10,0,0,1,0,0,0,2.02,0.018159,0.009791,9,5,clean
0,0.002888,0,0.001477,0,0,4.46389,0,0,0,0,0,0,0,9.17814,0,0,1,27,8,4,1,0,1.01,6,0,0.003043,0,0,0,0.002921,4.09,0,0.014863,47,2,clean
0,0.102366,0,0.005797,0,0,5.66744,0,0,0,2,0,0,0,9.31615,2.03,0.003609,4,71,0,3,28,0.007273,0,120,1.01,0.004384,4,0,0,0,2.04,0,0.008655,59,16,clean
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
3,0,0,0.006691,0,0,7.23028,0,0,0,0,0,0,0,9.26065,0,0,3,81,0,1,0,0,0,36,0,0.013081,2,1,0,0,0,0,0,0,5,clean
0,0,0,0.197103,0,0,2.59751,0,0,0,0,0,0,0,0.063078,0,0,0,18,0,1,0,0,0,15,0,0,1,1,0,0,0,0,0,0,4,clean
0,0.005295,0,0.033948,0,0.001377,22.6267,0,0,0,0,0,0,1.01,9.77908,0,0,6,81,0,1,2,0,0,6,0,0.00595,3,0,0,0,0,0.011005,0,0,4,clean
0,0,0,0.003442,0,0,9.66678,0,0,0,0,0,0,0,9.38971,0,0,9,45,0,1,1,0,0,3,0,0.003043,1,0,0,0,2.02,0.012703,0.009791,9,3,clean
0,0.004133,0,0.012163,0,0,6.03561,0,0,0,0,0,0,0,9.21154,0,0,1,12,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,clean
0,0.00198,0,0.229488,0.002991,0,22.2761,0,0,0,0,0,0,0,9.71468,0,0.030844,7,96,25,4,3,0,2.02,45,2.02,0.005442,4,1,1.01,0.006657,8.3,0.007631,0.019174,78,5,buggy
0,0,0,0.001984,0,0,4.17741,0,0,0,0,0,0,0,9.19476,0,0,3,39,0,1,1,0,0,10,0,0,3,0,0,0,1.01,0.003409,0.005924,11,4,clean
0,0,0,0.006392,0,0,10.0294,0,0,0,0,0,0,0,9.34947,0,0,2,39,0,1,5,0,0,45,0,0.001111,3,0,0,0,2.02,0.015881,0.009791,9,10,clean
0,0,0,0.011707,0,0,4.65476,0,0,0,1,1,0,0,9.17414,0,0,2,53,0,2,1,0,0,45,0,0.001327,3,1,0,0,1.38,0.002623,0.002024,2,10,clean
0,0,0,0.001328,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,6,39,16,3,1,0,1.01,6,0,0,1,0,0,0.008626,2.04,0,0.013691,48,1,buggy
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,106,0,1,2,0,0,66,0,0,4,1,0,0,0,0,0,9,8,clean
0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,buggy
0,0,0,0.009819,0,0,4.52937,0,0,0,0,0,0,0,9.18508,0,0,2,30,0,1,1,0,0,21,0,0.002022,1,0,0,0,2.02,0.002663,0.009791,9,7,clean
2,0.077707,0,0.01208,0.002991,0.005998,6.99647,0,1.01,0,0,0,0.002667,2.02,9.32067,0,0,12,274,0,1,62,0,0,300,0,0.068536,6,0,1.01,0,1.01,0.060256,0.005924,17,21,clean
0,0.002935,0,0.015863,0.002936,0.003351,8.68864,0,0,0,0,0,0,2.03,9.33585,0,0,3,8,1,2,1,0,0,1,0,0.004177,1,1,2.02,0,1.02,0.005702,0.001437,10,1,clean
0,0.003386,0,0.001987,0,0,4.6171,0,0,0,1,0,0,0,9.20101,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2.02,0,0.009791,9,1,clean
0,0,0,0.002387,0.009123,0,1.49003,0,0,0,1,0,0,0,0.121386,0,0,6,37,4,3,1,0,0,6,0,0.009937,1,0,1.01,0,1.1,0,0.027723,43,4,clean
0,0,0,0.004145,0,0,6.00895,0,0,0,0,0,0,0,9.24389,0,0,2,14,0,1,0,0,0,0,0,0.003043,0,0,0,0,0,0.002623,0,0,0,clean
0,0.00516,0,0.022333,0,0.001616,12.5641,0,0,0,0,0,0,1.01,9.47964,0,0,3,25,0,1,0,0,0,10,0,0.009717,1,0,0,0,0,0.008239,0,0,5,clean
1,0,0,0.117052,0,0,11.6905,0,0,0,0,0,0,0,9.41291,0,0.005462,5,71,8,2,0,0,0,10,2.02,0.003043,4,0,0,0,3.05,0.013301,0.054697,25,4,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2,2,0,0,3,0,0,1,0,0,0,0,0,0,10,3,clean
