@relation 'postgres-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R11'

@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
2,5,0.237406,0.043623,0.044959,1283.714286,0,17,59,0.714286,5197.697088,20767,0
1,1,0,0.003663,0.001691,3549,0,10,0,1,4166.403799,14307,0
2,4,0.874326,0.013078,0.00517,822,0,10,37,1,4202.703571,10080,0
1,1,0,0.014286,0.021429,1260,0,10,4,1,3500.940476,5818,0
1,1,0.888647,0.015651,0.007241,2140.5,0,9,22,0.5,409.073666,1232,1
2,7,0.591478,0.013674,0.002903,1334.625,0,14,425,0.75,4813.382594,16755,1
2,7,0.50513,0.020597,0.012637,1256.25,0,12,150,0.5,4041.60416,13504,1
3,11,0.547559,0.097506,0.011338,294,0,8,618,0.666667,5241.419048,10972,1
2,16,0.592753,0.042325,0.016531,871.555556,0,17,620,0.444444,4966.031349,17941,1
3,9,0.796938,0.056132,0.020101,1110.157895,0,12,369,0.526316,4228.442821,12632,1
2,5,0.866738,0.00478,0.003566,1647.625,0,17,248,0.75,4934.474062,25477,0
1,1,0,0.022727,0.022727,132,0,9,345,1,5048.092614,17416,0
2,7,0.685802,0.001212,0.047746,515.75,0,11,0,0.125,4829.738095,13888,0
3,8,0.742413,0.03312,0.00288,694.444444,1,12,420,0.888889,4821.738095,15126,0
3,18,0.314308,0.008929,0.145702,783.967742,0,22,601,0.516129,5133.555838,27585,1
1,1,0,0.051903,0.051903,289,0,7,1,1,4328.927078,2491,0
1,1,0,0.208835,0.088353,249,0,6,3,1,4310.302833,2485,0
3,4,0.850836,0.005917,0.008283,724.357143,0,11,0,0.071429,4132.128571,10324,0
3,7,0.792473,0.034971,0.056189,282.777778,0,3,155,0.888889,143,119,1
1,2,0.987781,0.00838,0.002095,477.333333,1,4,262,1,2558.5,2564,0
1,1,0,0.28125,0.131944,288,1,4,7,1,2501.5,2550,1
1,1,0,0.026316,0.026316,114,1,10,1,1,554.466667,284,0
1,1,0,0,0,0,1,2,84,0.25,477,303,0
2,3,0.827501,0.06,0.023636,183.333333,1,4,44,1,198,146,0
1,1,0,0.00495,0,202,0,3,1,1,181,35,0
4,6,0.963681,0.00826,0.013939,322.833333,1,5,135,0.666667,392,386,0
2,9,0.496528,0.030939,0.019559,281.2,0,4,223,1,128,95,1
3,35,0.915563,0.014865,0.010483,287.428571,0,4,786,0.441558,270,258,1
1,2,0.487191,0.33829,0.023544,322.8,0,3,42,0.4,3103,91,1
3,7,0.838025,0.018459,0.018459,267,0,3,312,0.928571,86,43,1
1,1,1,0.007168,0.014337,139.5,0,2,0,0.5,72,21,0
2,3,0.421395,0.100719,0.107914,27.8,0,2,420,0.8,70,56,0
2,2,0.702467,0.008169,0.006127,734.5,0,2,114,1,26,16,1
1,1,0,0.523077,0.184615,65,1,2,0,1,2153,248,1
2,14,0.997287,0.265027,0.265027,3.773196,0,1,8723,0.252577,1966,1760,1
1,3,0.94991,0.020967,0.011939,381.555556,1,1,54,0.777778,1278,1178,1
1,2,0.817507,0.025082,0.000822,1216,1,1,12,1,1253,1158,1
1,2,1,0.005013,0.005013,399,1,1,8,1,1221,1132,0
1,1,0,0.005607,0.003738,1070,1,3,37,1,5002.06417,52,0
2,2,1,0.002845,0.002845,1054.5,0,11,30,1,4023.60416,516,0
2,11,0.786755,0.011291,0.018258,594.642857,1,13,247,0.571429,4041.09798,11602,1
1,1,0,0.065217,0.130435,92,0,1,0,1,5532.863822,21,0
3,5,0.74071,0.040541,0.067568,52.857143,0,8,25,0.714286,5514.221781,7491,1
2,3,1,0.003198,0.003198,625.333333,0,9,15,1,356.040079,1111,0
2,2,0.649373,0.282895,0.251096,304,0,7,0,0.333333,4982.77381,9261,1
2,2,0.649373,0.2473,0.278618,308.666667,1,7,132,0.333333,4979.77381,9258,0
1,1,0.832042,0.02757,0.020103,580.333333,1,5,6,0.333333,293,165,0
1,1,0,0,0,56,1,1,0,1,4842.247619,8319,1
1,1,0,0.000288,0.000288,10410,1,3,12,1,1326.85,3043,0
4,12,0.65563,0.036992,0.020308,697.157895,1,6,406,0.526316,3737,5541,1
1,1,0,0.006231,0.003115,321,0,3,5,1,3586,132,0
2,4,0.91071,0.013953,0.003488,430,0,4,124,1,1511,3604,0
1,2,0.701497,0.004727,0.002182,687.5,1,5,4,0.75,1439.666667,2784,0
2,16,0.800811,0.019915,0.023811,475.558824,1,6,1235,0.411765,34,34,1
1,1,0,0.2,0.2,10,0,2,166,1,2486,727,0
1,2,0.998001,0.053459,0.006289,159,1,4,158,1,2486,2533,1
1,1,0,0.010363,0.010363,193,0,3,44,1,486,111,0
1,1,0,0.179487,0.025641,78,0,4,556,1,5235.227381,737,0
1,1,0,0.035714,0,56,1,2,12,1,1113.016667,3142,0
2,5,0.968191,0.005228,0.002904,573.833333,1,5,585,0.833333,4311.65,8300,0
1,1,0,0.019704,0.019704,203,0,2,0,1,888.5,799,0
1,1,0,0.285714,0,28,1,4,88,1,5160.4365,1761,0
1,1,0,0.283333,0.033333,60,1,2,139,1,5289.75,7865,0
2,8,0.734188,0.028509,0.063156,505.1,0,10,230,0.7,355,163,1
3,24,0.623979,0.081053,0.125598,278.47619,1,10,1690,0.380952,345,169,1
2,3,0.875962,0.048998,0.030544,261.916667,1,7,84,0.333333,265,174,1
1,1,0,0.092308,0.030769,65,0,3,22,1,1188.216667,879,1
1,1,0,0.066202,0.017422,287,1,3,154,1,142,66,0
6,25,0.955385,0.01455,0.001801,570.27027,1,10,3104,0.648649,4019.4,7624,1
2,2,0.863121,0.005348,0.005348,654.5,1,6,20,1,1382.933333,3389,0
1,1,0.811278,0.000336,0.000336,5946.5,0,3,9,1,1378.933333,3037,0
1,2,0,0.000731,0.000731,4786.5,0,3,7,1,1475.25,2989,1
3,6,0.473407,0.033638,0.011052,346.833333,1,5,243,0.833333,1571.666667,3744,1
1,1,0,0.00018,0.00018,5548,0,3,11,1,1582.5,2908,0
2,4,0.889164,0.014199,0.014199,246.5,1,6,297,0.75,3523,4713,0
1,1,0,0.005698,0.002849,2106,1,6,20,1,3516.166667,203,1
3,3,0.888126,0.03287,0.017699,263.666667,1,5,121,1,1518.75,3204,0
1,1,0,0.004577,0.002288,437,0,5,24,1,1485.75,2826,1
1,3,0.568845,0.024081,0.058669,761.333333,0,4,42,1,1462.25,2799,1
1,1,0,0.428571,0.190476,21,1,3,15,1,1456.25,774,0
1,1,0,0.015152,0.030303,66,0,3,35,1,1390.25,2758,0
2,3,0.767157,0.116279,0.051163,71.666667,1,4,165,1,1400.583333,3516,1
2,5,0.810902,0.008287,0.013812,144.8,0,5,168,1,1445,3446,0
1,4,0.97974,0.007468,0.004108,535.6,0,5,139,1,1390,2642,1
1,1,1,0.128205,0.025641,39,0,3,22,0.5,1629.166667,2612,0
1,1,0,0.002101,0.002101,1428,0,5,14,1,1814.666667,138,0
1,1,0,0.002954,0.002954,677,0,3,66,1,1863.666667,2607,0
2,10,0.986165,0.004838,0.003183,490.9375,0,5,1695,0.9375,434.5,442,0
1,1,0,0.010417,0.020833,192,0,3,9,1,2470,2575,0
1,1,0,0.083333,0.083333,12,0,1,8,1,2488,22,0
1,1,0,0.000588,0.001175,1702,0,1,0,1,2470.5,2515,0
1,1,0,0.040404,0,99,0,1,5,1,2462.5,2511,0
1,1,0,0.037037,0,81,0,1,2,1,2441,2498,0
1,1,0.976021,0.260274,0.041096,36.5,0,1,424,0.5,2571.5,2355,0
1,1,0,0.016667,0.016667,120,0,3,11,1,2568.5,623,0
2,2,0.926815,0.023093,0.009097,204.142857,0,4,91,0.571429,283,192,0
1,1,0,0.006048,0.002016,496,1,3,3,1,1169,40,0
1,1,0,0.00576,0.00576,868,1,6,6,1,912.333333,731,0
1,1,0,0.019231,0.038462,156,0,3,0,1,6266.2,403,0
1,1,0,0.012579,0,159,0,3,0,1,6264.2,401,0
1,1,0,0.002933,0.008798,341,0,5,1,1,6261.2,7521,0
2,2,0.329846,0.088889,0.277778,45,0,2,2,1,6260.2,10550,1
1,1,0,0,0.012739,157,0,3,1,1,6258.2,400,0
1,1,0,0.002323,0.00813,861,1,6,65,1,308,170,0
1,2,0.063068,0.155556,0.444444,112.5,0,7,128,1,279.5,97,0
1,1,0,0.012442,0.006998,1286,1,2,38,1,4455.433333,19,0
1,1,0,0.033898,0.033898,59,0,2,0,1,4348.166667,2044,0
1,1,0,0.043478,0.036232,138,1,3,10,1,4347.166667,2043,0
1,1,0,0.016949,0.135593,59,0,2,1,1,4346.166667,2042,0
1,1,0,0.046875,0.046875,64,0,2,1,1,4343.166667,2041,0
1,1,0,0.15625,0.046875,64,0,2,5,1,4343.166667,2040,0
1,2,0.020868,0.049895,0.049596,5010.5,1,4,32,1,3632.916667,4056,1
2,2,0.253747,0.000806,0.001433,3722,1,3,57,1,3803.25,5736,0
3,19,0.893416,0.0074,0.013049,418.933333,1,6,125,0.133333,1492.6,4157,1
1,1,0,0,0.042553,47,0,3,283,1,3741.5,1568,0
1,5,0.691155,0.124016,0.002203,529.5,1,5,169,1,1527.75,2855,0
1,1,0,0.068493,0.013699,73,0,1,1,1,1518.416667,198,0
1,1,0,0.246073,0.167539,191,0,3,0,1,2549,601,0
1,1,0,0.005602,0.002801,714,1,1,0,1,4490.844159,1330,0
2,2,0.654155,0.054613,0.025674,766,1,4,39,0.666667,2486,3314,1
2,2,0.898017,0.011609,0.001843,542.7,1,9,110,0.8,4600.792857,1006,1
2,3,0.97553,0.025065,0.005186,385.666667,1,4,45,1,4372.433333,4993,0
1,1,0,0.017994,0.00135,2223,1,6,5,1,1433.516667,155,0
1,6,0.893943,0.01176,0.001829,956.666667,0,16,1222,0.833333,654.35,620,1
2,3,0.780746,0.004943,0.013594,809.2,0,16,189,1,338.043312,1585,0
1,1,0,0.003155,0.000526,1902,0,13,1,1,5015.051889,13553,0
1,1,0,1,1,0,0,3,104,1,4928.075311,2,0
5,8,0.736407,0.029603,0.008921,274,1,6,497,0.888889,4553.958278,22926,1
1,1,0,0.083333,0.006944,144,0,4,99,1,5341.310345,13106,0
1,1,0,0.002316,0.004053,1727,0,9,0,1,5156.689794,1764,0
2,19,0.498105,0.076027,0.046989,491.055556,0,12,2827,0.388889,1412.166667,1951,1
2,5,0.310298,0.042589,0.033623,2174.875,0,7,60,0.5,439.65,793,1
1,20,0.772511,0.022598,0.023115,574.578125,0,7,5346,0.359375,341.783333,522,1
2,13,0.961968,0.03082,0.034311,531.892857,1,6,1498,0.321429,3608.166667,4815,1
1,1,0,0.017751,0.023669,169,1,3,6,1,1380.166667,754,0
1,1,0,0.051282,0.051282,39,0,2,100,1,1385,2637,0
2,3,0.340906,0.107977,0.011459,453.8,0,6,156,0.8,2923.166667,1129,1
3,4,0.339189,0.336925,0.336925,255.25,0,3,16,0.75,50,43,0
1,3,0.982798,0.007338,0.002668,374.75,1,1,100,1,1490,1298,0
1,1,0,0,0,46.266667,0,1,0,0.066667,30,30,0
2,2,0.995727,1.041667,0.475,60,0,7,0,0.5,4688.850617,24543,0
1,1,0.896038,0.023529,0.030252,297.5,0,4,51,1,409.999206,8,0
1,1,0,0.00814,0.003488,860,0,6,10,1,559.6,629,0
1,1,0,0.020202,0.020202,99,1,1,16,1,2144,2606,0
1,12,0.893422,0.034542,0.011558,342.136364,0,1,741,0.818182,1554,1351,1
1,1,0,0,0,46.266667,0,1,0,0.066667,30,30,1
1,1,0.96599,25,25,0,0,1,940,0.285714,1609,1401,0
1,1,0,0,0,25,0,1,0,0.333333,1567,1364,0
1,2,1,0.005722,0.005722,349.5,1,1,68,1,1411,1248,0
1,2,0.803901,0.077477,0.034234,277.5,1,1,84,0.5,1359,1222,1
1,2,0,0,0,86,0,1,0,0.071429,58,58,1
1,1,0,0,0,24.125,0,1,0,0.125,58,58,0
2,6,0.944964,0.01331,0.021991,192,0,1,189,0.888889,1355,1281,0
2,9,0.716241,0.0599,0.018296,332.5,1,1,379,0.833333,1514,1391,1
1,2,0,0,0,168.5,0,1,0,0.166667,58,58,0
1,1,0,0.11236,0.011236,89,1,1,0,1,1515,1318,0
1,2,0.520126,0.174393,0.099338,151,1,1,103,1,1502,1309,1
1,1,0,1.272727,0.181818,11,1,1,0,1,1497,1304,0
3,4,0.641873,0.007937,0.001292,541.8,0,8,2128,0.5,150,149,1
4,26,0.897924,0.010481,0.010134,349.848485,0,8,978,0.242424,4903.7,9368,1
1,1,0.987024,0.039837,0.04065,175.714286,0,1,6,0.571429,2861,2095,0
1,1,0.937891,0.02692,0.079968,180.428571,0,1,36,0.428571,2610,1951,0
3,5,0.860719,0.006374,0.004925,1150.5,0,15,24,0.166667,5792.619978,25537,1
1,1,0,0.004785,0.001196,836,0,10,51,1,309.7,620,0
2,8,0.864344,0.002071,0.005696,891.384615,0,12,388,0.384615,5039.808214,16112,0
1,2,0.849373,0.030634,0.014085,1420,0,10,0,0.5,5060.026898,11806,1
1,2,0.863121,0.003906,0.001065,1408,0,10,10,0.5,5058.026898,11804,0
2,12,0.84896,0.02293,0.032594,530.913043,0,15,976,0.391304,3944.829135,13774,1
2,6,0.969743,0.003919,0.004355,765.444444,1,14,426,0.222222,315.166667,452,0
1,32,0.83426,0.011111,0.011,774.327586,1,12,4190,0.318966,608.002381,838,1
2,9,0.66352,0.050527,0.038079,502.851852,0,11,4472,0.666667,4315.110714,10351,1
1,1,0,0.034146,0.02439,410,0,8,23,1,3588.689286,5773,0
2,7,0.901507,0.016768,0.017276,357.818182,0,12,301,0.636364,3439.021429,7431,0
2,12,0.925544,0.014038,0.010099,582.470588,0,12,553,0.529412,2597.45,5096,1
1,1,0,0.004264,0.004264,469,0,8,0,1,1832.5,1770,0
2,15,0.58208,0.073897,0.020121,524.214286,0,11,1085,0.52381,177.75,307,1
3,18,0.905122,0.01103,0.005398,495.488372,0,10,1214,0.44186,167.333333,211,1
2,11,0.950175,0.008083,0.007968,455.789474,0,8,45,0.210526,6306.283333,10578,1
1,37,0.951977,0.009946,0.010958,359.699029,0,9,433,0.043689,5941,7265,1
1,41,0.973576,0.003194,0.02009,307.733051,0,9,7844,0.144068,5446.083333,6841,0
2,5,0.878025,0.008766,0.069505,266.166667,1,8,0,0.166667,4878.466667,9039,0
2,5,0.878025,0.066467,0.008383,278.333333,1,8,86,0.5,4872.466667,9033,1
1,1,0,0.004376,0.004376,457,0,6,29,1,4331.65,5795,0
7,76,0.934021,0.015119,0.015316,215.367047,0,11,61924,0.203915,4977.266667,8815,0
5,36,0.935822,0.008805,0.015503,474.524752,0,10,5474,0.316832,4203.033333,5782,1
1,1,0,0.072052,0.08952,458,0,6,58,1,128,55,0
2,25,0.906123,0.005883,0.005559,565.408163,0,7,1434,0.346939,4451.433333,6863,1
2,7,0.738096,0.032175,0.094818,351.2,0,6,58,0.4,4340.166667,6694,1
1,2,1,0.004827,0.004827,621.5,0,5,0,0.5,4335.5,4648,0
1,2,0.985228,0.006436,0.004827,621.5,1,5,6,0.5,4333.5,4646,0
8,81,0.546217,0.207465,0.188183,224.104712,0,8,51630,0.207679,4596.5,7261,1
8,68,0.873619,0.038367,0.038447,346.292308,0,9,21676,0.313846,4023.583333,6688,1
4,35,0.811283,0.051374,0.064581,349.711864,0,6,5548,0.254237,3777.666667,5904,1
3,22,0.666229,0.023041,0.023321,429.66,0,6,2657,0.52,4145.5,3029,1
2,2,0.942157,0.012093,0.012093,268.75,0,5,12,0.75,4087.5,4119,0
1,1,0,0.003231,0.003231,619,0,5,1,1,1482.5,2817,0
1,1,0,0.051696,0.017771,619,0,5,0,1,4073,2786,0
2,2,0.678587,0.142086,0.097122,370.666667,0,5,11,0.666667,4072,4104,1
2,15,0.759745,0.028681,0.017619,348.657143,0,6,1006,0.457143,4061.5,4084,1
3,34,0.958956,0.01384,0.013953,361.27551,0,5,277,0.061224,3783.833333,3784,1
4,40,0.94283,0.018878,0.018832,409.86875,0,5,9053,0.4125,3587.666667,3629,1
2,19,0.687155,0.019991,0.141356,372.235294,0,5,1514,0.411765,388.333333,450,1
1,2,0.811278,0.00299,0.00299,669,0,5,6,1,118,59,0
5,31,0.971897,0.006313,0.006313,507.823529,0,6,564,0.191176,2848,2113,1
2,15,0.910746,0.016166,0.017171,391.035714,0,4,113,0.142857,2743,2744,0
2,5,0.687456,0.034875,0.056228,156.111111,0,4,778,0.555556,883,1015,0
4,54,0.928959,0.024177,0.022746,247.951613,0,6,30406,0.5,807,1035,1
1,1,0,0.053381,0.037367,562,0,3,5,1,144,84,1
1,1,1,0.003202,0.006403,312.333333,0,1,6,0.666667,2829,2088,0
2,4,0.928335,0.022152,0.058228,98.75,0,1,171,0.5,2683,2430,0
1,1,0,0.012411,0.060284,564,0,1,1,1,2590,1944,0
1,1,1,0.00883,0.004415,226.5,0,1,22,0.5,2422,1862,0
1,1,0.933073,0.099032,0.108712,191.857143,0,1,6,0.285714,2325,1793,0
1,1,0.91453,0.055721,0.005201,192.285714,0,1,0,0.142857,2288,1757,0
1,4,0.978033,0.110668,0.003607,239.454545,1,2,11,0.181818,2259,1733,0
1,1,0.975096,0.011618,0.090456,172.142857,0,1,209,0.857143,2209,1695,0
1,1,0,0.04021,0.026224,572,0,1,29,1,2182,1685,0
1,1,0,0.06338,0.100352,568,1,1,23,1,2084,1636,0
1,3,0.975816,0.008507,0.005414,431,1,1,52,1,1579,1373,0
1,1,0,0.013423,0.038031,447,1,6,51,1,1043.62381,3147,0
1,2,0.807874,0.034808,0.013104,1221,1,10,728,1,5062.026898,11808,0
1,1,0,0.181818,0.181818,11,0,3,3,1,342.5,278,0
2,10,0.720198,0.0551,0.050906,349.666667,0,5,132,0.333333,2778,2773,1
1,1,0,0.025,0.025,80,1,3,3,1,282.5,241,0
2,8,0.79625,0.061061,0.099099,222,1,5,222,0.555556,863,1001,0
2,6,0.72955,0.049955,0.015752,277.75,1,4,868,1,2484.5,3204,0
1,1,0,0.337662,0.12987,77,0,1,101,1,2183,1686,0
1,1,0,0.071429,0.014286,70,1,1,0,1,2397,1847,0
2,3,0.786903,0.009414,0.028504,764.8,0,16,35,0.2,67,61,0
1,1,0,0.009901,0.00495,202,1,7,0,1,4923.801551,13184,0
2,2,0.47731,0.140496,0.136364,80.666667,0,7,100,0.666667,4007.079459,13859,0
2,4,0.531876,0.206257,0.008859,451.5,1,9,452,0.625,4076.138889,9161,1
5,13,0.926868,0.018224,0.014142,685.9,0,13,510,0.6,3445.141667,8057,1
2,4,0.755019,0.0331,0.026735,261.833333,0,8,88,0.666667,4281.259127,13277,0
1,1,0,0.023697,0.014218,211,0,6,6,1,2589.933333,2727,0
2,5,0.752703,0.030599,0.037873,569.571429,1,10,279,0.857143,2536.016667,3609,0
4,12,0.941458,0.008401,0.007724,567.692308,1,11,1182,0.923077,4085.717857,14032,1
1,1,0,0.057377,0.04918,244,0,6,63,1,2129.4,2238,0
2,3,0.854287,0.062284,0.1188,433.5,0,7,104,0.75,207.5,332,0
2,23,0.884423,0.007858,0.007772,564.902439,1,11,2066,0.780488,95,61,1
1,5,0.990566,0.010604,0.013051,245.2,0,6,82,1,5334.72619,7980,0
3,11,0.903264,0.018624,0.02669,309.954545,0,8,1600,0.636364,986.5,1120,1
2,2,0.685813,0.02356,0.026178,254.666667,0,5,83,1,3670.416667,5803,0
1,3,0.982141,0.006452,0.006452,361.666667,1,4,24,1,4075.833333,2789,0
1,1,0,0.2625,0.141667,240,0,2,79,1,223,189,0
1,1,0,0.018433,0.004608,217,0,2,140,1,101,79,0
1,1,0.862938,0.027923,0.04363,143.25,0,1,0,0.25,2687,2016,0
1,1,0,0.008547,0.008547,234,0,1,1,1,2310,1778,0
1,1,0,0.060185,0.050926,216,0,1,101,1,2184,1687,0
1,1,0.872566,0.024691,0.053498,162,1,5,734,1,1043.62381,3147,0
1,1,0,0.045455,0.022727,44,0,3,16,1,4064.5,2774,0
2,7,0.60234,0.134222,0.080273,341.888889,1,4,611,0.888889,2428.5,3144,1
1,6,0.781041,0.023267,0.011168,358.166667,1,4,461,1,2356,2421,0
1,3,0.797143,0.039815,0.00463,270,1,1,138,0.75,2403,1853,0
1,1,0,0.363636,0.181818,44,0,1,101,1,2185,1688,0
1,1,0,0.125,0.025,40,1,1,0,1,2396,1846,0
2,8,0.905685,0.011927,0.009166,646.785714,1,17,1701,0.642857,5069.923223,23483,1
2,8,0.844632,0.008313,0.00809,1036.384615,1,15,444,0.384615,15,15,1
2,5,0.800172,0.037695,0.010592,535,1,12,510,1,4761.813231,14977,0
1,1,0,0.008086,0.008086,371,0,6,17,1,4363.469003,10643,0
3,15,0.909766,0.014147,0.016513,951.291667,1,13,942,0.458333,4213.15588,12602,1
3,23,0.788702,0.039585,0.032637,703.227642,1,14,7381,0.504065,337,294,1
4,30,0.907128,0.008922,0.009183,675.808824,0,15,2192,0.382353,99,89,1
2,5,0.943575,0.008372,0.008372,507.625,0,10,23,0.25,4690.765079,10717,1
1,1,0,0.013477,0.013477,371,0,4,13,1,4224.840476,7309,0
1,1,0,0.040431,0.018868,371,0,4,4,1,4250.356746,7279,0
3,10,0.498562,0.200672,0.038535,390.875,0,10,263,0.4375,4111.293651,9943,1
2,8,0.848364,0.048741,0.065827,370.666667,0,10,745,0.333333,2469.328571,5795,1
3,24,0.888413,0.027417,0.02121,584.628571,0,11,1284,0.342857,1523.333333,2070,1
4,30,0.921107,0.009095,0.008862,461.8,0,10,3131,0.476923,5402.764286,11256,1
8,68,0.984951,0.002713,0.008981,371.445313,0,12,3374,0.136719,6264.083333,11438,0
1,1,0,0.03125,0.03125,256,0,4,0,1,138,62,0
1,1,0,0.064039,0.093596,203,0,4,0,1,127,54,0
1,1,0,0.009524,0.02381,210,1,3,15,1,4236.4,4834,0
1,1,0,0.051402,0.014019,214,1,2,12,1,1434.516667,3028,0
2,3,0.912733,0.006206,0.006982,429.666667,0,6,94,1,3589.583333,3439,1
2,13,0.954423,0.008557,0.007817,350.592593,0,6,169,0.333333,4095.5,4195,0
2,16,0.906591,0.012098,0.013173,391.552632,0,5,607,0.394737,4070.5,4168,1
1,3,0.89564,0.017083,0.017083,253.666667,0,5,46,0.666667,3321.166667,2167,0
2,7,0.761177,0.009299,0.009299,681.083333,0,6,460,0.833333,3318.833333,2332,1
1,14,0.869107,0.017424,0.018519,456.923077,0,5,1436,0.423077,621,628,0
1,12,0.996113,0.010174,0.003815,262.095238,0,4,1117,0.619048,429,275,0
1,1,0,0.005814,0.017442,172,1,1,101,1,2169,1675,0
1,2,0,0,0,168.25,0,1,0,0.083333,82,82,1
1,2,0,0,0,168.25,0,1,0,0.083333,82,82,0
1,1,0,0.009524,0.02381,210,1,3,103,1,4237.4,4835,0
1,1,0,0.007792,0.002597,770,0,5,14,1,5206.647147,19478,0
2,7,0.838727,0.010753,0.019655,877.625,1,18,673,0.5,5051.149389,24268,1
2,2,0.99901,0.308605,0.132047,337,1,4,8,0.5,454.883333,843,1
1,1,0,0.006173,0.004115,486,0,4,0,1,4270.482774,18421,0
1,1,0,0.004124,0.004124,485,0,4,0,1,4269.482774,18420,0
2,4,0.842494,0.00817,0.007879,979.142857,0,13,383,0.571429,295.116667,362,0
1,4,0.929278,0.00184,0.00184,1494.25,0,12,130,1,435.835734,1141,0
1,1,0,0.008475,0.002825,708,0,5,291,1,5207.647147,19479,0
1,1,0,0.014164,0.014164,706,1,4,95,1,353.070238,731,0
8,100,0.999536,0.007443,0.007443,266.435858,0,16,79246,0.153014,5531.683544,23338,0
2,44,0.958528,0.023176,0.023176,160.266667,0,9,11255,0.133333,5656.083333,9930,1
3,17,0.870084,0.046053,0.037779,345.931035,1,7,3685,0.62069,3481.666667,5153,1
1,1,0,0.111111,0.148148,27,1,3,170,1,1045.62381,3149,0
1,1,0,0.164179,0.054726,201,1,1,11,1,4749.653981,18430,0
2,2,0,0,0,106,1,1,0,0.5,4751.526662,24749,1
3,8,0.481734,0.023765,0.014268,1595.769231,0,19,207,0.461538,4735.797474,26119,1
5,47,0.985688,0.001546,0.005088,659.910569,0,19,10436,0.280488,5667.920846,20730,1
3,17,0.737334,0.019434,0.008151,848.285714,1,16,2474,0.4,4930.473565,17965,0
1,1,0,0.050473,0.015773,317,0,8,14,1,4304.154806,10574,0
2,5,0.830592,0.032696,0.01913,575,0,10,236,0.4,4419.937737,13242,0
6,26,0.969269,0.003671,0.003599,833.6,0,13,742,0.44,4608.162302,9201,1
1,4,0.849249,0.017435,0.021654,711.2,0,10,55,0.8,3586.153571,5780,0
2,8,0.43569,0.034016,0.026837,817.266667,1,12,192,0.666667,3538.309524,7542,1
1,24,0.973812,0.002089,0.007004,478.619718,0,11,2031,0.253521,5081.863095,8652,0
1,1,0,0.005731,0.005731,349,0,5,0,1,4965.632143,8565,0
2,3,0.91899,0.008325,0.007284,320.333333,1,7,83,0.666667,4964.632143,12108,0
2,4,0.502622,0.07326,0.005861,195,0,8,209,0.714286,182.333333,225,1
2,6,0.35938,0.080816,0.070499,508.875,0,9,173,0.625,175.333333,218,1
2,11,0.709672,0.118508,0.069695,491.666667,0,8,388,0.666667,934.166667,1009,1
2,11,0.153437,0.317133,0.312307,848.523809,0,7,876,0.380952,1299.5,3933,1
2,13,0.976257,0.008279,0.008279,351.869565,0,6,1632,0.347826,3644.416667,5287,1
3,17,0.745591,0.011849,0.12711,298.392857,0,6,673,0.142857,3581.166667,4830,0
3,17,0.749428,0.117373,0.010741,334.481481,0,6,210,0.074074,3551,4784,0
3,17,0.749428,0.011618,0.126961,309.222222,0,6,1417,0.296296,3496.5,4732,0
3,9,0.24992,0.036308,0.036014,680.3,0,7,93,0.8,4097.5,4315,1
3,13,0.572758,0.028412,0.039204,456.192308,1,6,399,0.653846,3858.666667,4022,1
1,11,0.134683,0.009346,0.233308,456.807692,0,5,803,0.384615,3140.333333,2081,1
2,16,0.952785,0.00428,0.004688,426.608696,0,5,240,0.391304,3104.833333,3097,0
2,14,0.974391,0.006495,0.006186,431.1,0,6,1201,0.266667,2910.666667,2888,1
1,1,0,0.013468,0.006734,297,1,3,0,1,2715,1773,0
1,1,0,0.016892,0.003378,296,1,3,2,1,2714,1772,0
1,1,0,0.567376,0.046099,282,0,3,0,1,244.5,216,0
1,1,0,0.011364,0.011364,176,0,3,0,1,834,754,0
1,2,0.918296,0.013761,0.013761,218,0,3,3,1,240.5,214,0
2,6,0.862909,0.007748,0.007748,534.714286,0,3,0,0.428571,832,973,0
1,3,0.876028,0.025128,0.04188,429.8,0,4,226,0.6,231,211,0
3,10,0.429582,0.055262,0.041723,541.666667,0,6,695,0.666667,223,263,1
3,10,0.95856,0.006583,0.006583,465.866667,0,6,1699,0.933333,463.5,668,1
1,1,0,0.023529,0.011765,170,0,1,2,1,2826,2085,0
1,1,0,0.02381,0.05102,294,1,3,69,1,1045.62381,3149,0
1,4,0.849249,0.017435,0.021654,711.2,0,10,105,0.6,3591.153571,5785,0
1,1,0,0.040506,0.012658,395,0,8,176,1,4305.154806,10575,0
1,1,0,0.009464,0.009464,317,1,8,222,1,4854.37837,15004,0
2,2,0,0,0,112.75,0,1,0,0.25,229.766667,424,1
1,1,1,0.006743,0.006743,296.6,1,4,52,0.4,333.440476,644,0
1,1,0,0.008547,0.008547,234,0,1,3,1,245.333333,82,0
1,1,0,0.012821,0.008547,234,1,1,24,1,245.05,81,0
1,1,0,0.044776,0.026119,268,0,3,245,1,225.916667,125,0
1,1,0,0.952381,1.555556,126,0,4,40,1,181.893257,271,0
1,1,0,0.02551,0.066327,196,1,4,180,1,4998.142515,16555,0
