@relation 'mozilla-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R1-3,12-13'

@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
0,0.016129,0.016129,62,1,4,0,1,663,0
0,0.016129,0,62,1,4,0,1,646,0
0,0,0,61,1,3,0,1,123,0
0.962961,0.008593,0.006445,186.2,1,12,0,1,904,0
0.556652,0.05303,0.015152,165,1,8,0,0.5,882,0
0.975431,0.016553,0.019474,146.714286,0,15,0,0.5,853,0
0,0.027778,0.027778,396,1,3,0,1,1221,0
0,0,0.005038,397,1,3,0,1,280,0
0,0.002513,0.005025,398,1,2,0,1,250,0
0,0,0,0,0,1,0,1,1114,0
0,1.669725,0,109,1,2,0,1,1181,0
0,0,0,0,0,2,0,1,1158,0
0.706274,0.065282,0.011869,168.5,1,10,0,0.5,980,0
1,0.002674,0.002674,187,1,5,0,0.5,999,0
0,0.011858,0,253,1,5,0,1,974,0
0,0.011952,0.011952,251,1,5,0,1,289,0
0,0,0.348,250,1,5,0,1,274,0
1,0.00978,0.00978,102.25,1,5,0,0.25,1199,0
0,0.136667,0.056667,300,1,4,0,1,846,0
0,0.051546,0.020619,291,0,4,0,1,1114,0
0,0.074205,0.063604,283,1,4,0,1,811,0
0,0.003521,0.003521,284,1,4,0,1,1066,0
0,0,0.039146,281,1,3,0,1,751,0
0,0.003448,0.003448,290,1,3,0,1,731,0
0,0.017241,0.003448,290,1,2,0,1,1003,0
0,0,0,287,1,2,0,1,985,0
0.796548,0.050756,0.045466,193.658537,1,32,3740,0.268293,1112,0
0.854108,0.114754,0.008197,193.166667,1,22,940,0.166667,303,0
0.724834,0.016667,0.022222,60,1,9,0,1,1007,0
0.439497,0.220994,0.082873,90.5,1,8,0,0.5,997,0
1,0.026432,0.026432,75.666667,0,12,0,0.833333,980,0
0.655753,0.065789,0.059211,91.2,1,15,0,0.8,205,0
1,0.015873,0.015873,63,0,8,0,0.5,1274,0
1,0.015873,0.015873,63,1,8,0,0.5,1256,0
1,0.015504,0.015504,64.5,1,8,0,0.5,910,0
0.616166,0.496124,0.418605,64.5,1,8,0,1,893,0
0,0.014925,0.014925,67,1,6,0,1,1181,0
0.576291,0.802326,0.046512,43,1,6,0,1,250,0
0.819875,0.048872,0.045113,88.666667,1,6,0,1,846,0
0,0.076923,0.061538,65,1,6,0,1,230,0
0.946395,0.016949,0.016949,78.666667,1,9,0,1,811,0
0,0.015625,0.015625,64,0,6,0,1,1066,0
0,0.507937,0.285714,63,1,6,0,1,994,0
0,0.126984,0.333333,63,0,6,0,1,993,0
0,0.031746,0.031746,63,0,5,0,1,1003,0
0,0.016393,0,61,1,4,0,1,693,0
0,0,0,60,1,3,0,1,161,0
1,0.028169,0.007042,142,1,14,0,0.5,1012,0
0.955381,0.026432,0.026432,113.5,0,14,0,0.75,1007,0
0.835449,0.112652,0.103986,144.25,1,11,0,0.75,1333,0
0.594723,0.559322,0.101695,29.5,1,8,0,0.75,1320,0
1,0.02381,0.02381,42,0,8,0,1,1301,0
0,0,0.190476,42,1,8,0,1,295,0
0,0.04,0.06,50,1,8,0,1,925,0
0,0.215686,0.078431,51,1,8,0,1,910,0
0.468996,0.065041,0.097561,61.5,0,7,0,1,1181,0
0,0.02,0.02,50,1,7,0,1,2416,0
0.918296,0.020134,0.020134,74.5,0,8,0,1,1194,0
0,1.12,0.66,50,0,4,0,1,1114,0
0,0,0.033333,30,1,3,0,1,811,0
0,0.066667,0.033333,30,1,3,0,1,789,0
0,0.068966,0.068966,29,0,2,0,1,358,0
0,0.896552,0.137931,29,0,1,0,1,87,0
0,0,0,11,0,1,0,1,86,0
0,1.053571,1,56,1,3,0,1,904,0
0,0.035714,0,56,1,2,0,1,1286,0
0,0.092593,0,54,1,2,0,1,1274,0
0,0.816327,0,49,1,1,0,1,939,0
0,0,0,9,1,1,0,1,925,0
0,0.004651,0.004651,215,1,6,0,1,2445,0
0,0.004651,0.004651,215,1,6,0,1,2440,0
0,0.004651,0.004651,215,1,6,0,1,2436,0
0,0.046512,0.046512,215,1,4,0,1,1256,0
0,0.046948,0.046948,213,0,4,0,1,1240,0
0,0.046512,0.046512,215,1,4,0,1,1221,0
0,0.042254,0.00939,213,1,4,0,1,878,0
0,0.009569,0.009569,209,1,4,0,1,135,0
0,0.009569,0.004785,209,1,3,0,1,1137,0
0.840092,0.017341,0.021676,115.333333,0,7,0,0.166667,1114,0
0,0.006061,0.018182,165,1,3,0,1,200,0
0,0.391566,0.596386,166,1,3,0,1,195,0
0,0.009852,0.004926,203,1,2,0,1,1015,0
0,0.00495,0.00495,202,1,1,0,1,711,0
0,0,0,202,1,1,0,1,693,0
0.968165,0.4,0.89,50,1,4,0,1,989,0
0,0.071429,0.071429,28,1,3,0,1,974,0
0.849073,0.136691,0.154676,69.5,1,4,0,1,956,0
0,0.285714,0.057143,35,1,3,0,1,286,0
0,0.034483,0.034483,29,1,2,0,1,1240,0
0,0,0,30.666667,1,2,0,0.333333,910,0
0,0.001447,0.001447,691,1,6,0,1,1163,0
0,0.001447,0.001447,691,1,5,0,1,2440,0
0,0.001447,0.001447,691,1,5,0,1,2436,0
0,0.001447,0.001447,691,1,5,0,1,2430,0
0,0.007236,0.018813,691,1,4,0,1,824,0
0,0.017167,0.007153,699,1,4,0,1,769,0
0,0.007205,0.004323,694,1,3,0,1,1014,0
0,0.004317,0.002878,695,1,1,0,1,1137,0
0,0.002861,0.002861,699,1,1,0,1,1087,0
0,0,0,0,0,1,0,1,1024,0
0.992451,0.012241,0.012241,177,0,13,0,0.833333,904,0
0,0,0,0,0,2,0,1,1240,0
0.94566,0.033333,0.027778,90,0,12,0,1,1012,0
0,0.104167,0.104167,96,1,4,0,1,217,0
0,0.0625,0.0625,96,1,4,0,1,216,0
0,0.020833,0.020833,96,1,3,0,1,1165,0
0.991076,0.070064,0.044586,78.5,1,3,0,1,1344,0
0.716017,1.125523,0.062762,59.75,1,3,0,1,1333,1
0,0.011364,0.011364,88,1,2,0,1,136,0
0,2.454545,0,88,1,1,0,1,1301,0
0,0,0,0,0,1,0,1,1286,0
0,0,0.004237,236,1,8,0,1,135,0
0.706274,0.10559,0.088199,402.5,1,8,0,1,1274,0
0.441899,1.094082,0.048558,329.5,1,5,0,1,1240,1
0,0,0.004425,226,0,5,0,1,910,0
0,0,0.004405,227,1,5,0,1,1199,0
0,0.004386,0.008772,228,1,5,0,1,1181,0
0,1.039301,0.475983,229,1,5,0,1,1158,0
0,0.006667,0,150,1,5,0,1,846,0
0,0.087248,0.04698,149,1,4,0,1,751,0
0.864974,0.01385,0.01385,120.333333,1,7,0,0.333333,1003,0
0,0.086331,0.014388,139,1,3,0,1,925,0
0,0.10687,0.10687,131,1,3,0,1,908,0
0,0.007692,0.007692,130,0,3,0,1,890,0
0,0.007692,0.007692,130,1,3,0,1,874,0
0.811278,0.022472,0.022472,89,1,6,0,1,575,0
0,0,0,130,0,2,0,1,855,0
0.946395,0.000817,0.000817,1632.666667,1,74,30,1,295,0
0,0.001792,0.001792,558,1,14,0,1,922,0
0,0.001792,0.001792,558,1,14,0,1,2440,0
0,0.007168,0,558,1,14,0,1,2436,1
0,0.016187,0.014388,556,0,14,0,1,141,0
0,0.14955,0.120721,555,1,14,0,1,797,0
0,0.001845,0.001845,542,1,13,0,1,769,0
0,0.005535,0.00369,542,1,13,0,1,754,0
0,0,0.001848,541,1,13,0,1,736,0
0,0.001845,0,542,1,13,0,1,1012,0
0,0.033272,0,541,1,13,0,1,2414,0
0,0.003781,0.005671,529,1,13,0,1,140,0
0,0.001887,0.001887,530,1,12,0,1,2410,0
0,0.032136,0.018904,529,1,12,0,1,2407,0
0,0.005725,0.001908,524,1,12,0,1,681,0
0,0.001916,0.001916,522,0,11,0,1,1006,0
0,0.009579,0.01341,522,1,10,0,1,1158,0
0,0.007648,0.007648,523,1,10,0,1,2392,0
0,0.001916,0.003831,522,1,9,0,1,1155,0
0,0.00189,0.00189,529,1,8,0,1,116,0
0,0.003781,0.003781,529,0,7,0,1,1488,0
0,0.00189,0.00189,529,1,6,0,1,864,0
0,0.003781,0.003781,529,1,6,0,1,50,0
0,0.007561,0.007561,529,1,6,0,1,49,0
0,0.512334,0.094877,527,1,4,0,1,518,0
0,0.010753,0.002688,372,1,3,0,1,67,0
0,0.002695,0,371,1,3,0,1,63,0
0,1.52973,0,370,1,2,0,1,815,0
0,0,0,0,0,1,0,1,483,0
0,0.011905,0,168,1,10,0,1,784,0
0,0.02139,0.026738,187,1,10,0,1,2445,0
0,0.005291,0.005291,189,1,10,0,1,2440,0
0,0.031746,0.005291,189,1,10,0,1,2436,0
0,0,0,185,1,10,0,1,133,0
0,0.059459,0.016216,185,0,10,0,1,130,0
0,0.03352,0.022346,179,1,9,0,1,797,0
0,0.016854,0.016854,178,1,9,0,1,2421,0
0,0.016854,0.016854,178,1,9,0,1,2420,0
0,0.016854,0.016854,178,1,9,0,1,2418,0
0,0.016854,0.039326,178,0,7,0,1,1011,0
0,0.071823,0,181,1,6,0,1,1114,0
0,0.02907,0.075581,172,1,6,0,1,1160,0
0,0,0.00565,177,1,5,0,1,751,0
0,0.00565,0.016949,177,1,5,0,1,731,0
0.735509,0.071066,0.076142,98.5,1,8,0,1,711,0
0,1.154696,0.624309,181,1,5,0,1,967,0
0,0.181818,0.090909,121,1,3,0,1,663,0
0,0.008264,0.008264,121,1,3,0,1,646,0
0,0,0,121,1,3,0,1,628,0
0,0.87234,0.808511,47,1,3,0,1,1256,0
0,0.4,0.4,35,1,2,0,1,925,0
0,0.005634,0.001408,710,1,22,1,1,1357,0
0.985228,0.037296,0.003497,429,1,22,330,0.5,1206,0
0.070012,0.101215,0.059379,370.5,0,21,62,1,144,0
0,0.003155,0.001577,634,1,21,16,1,1026,0
0,0.041074,0.006319,633,1,20,0,1,940,0
0,0.00487,0.001623,616,1,20,0,1,2445,0
0,0.016287,0.004886,614,1,20,0,1,904,0
0,0.001639,0.006557,610,1,20,0,1,2436,0
0,0.004902,0.004902,612,1,20,0,1,2430,0
1,0.001702,0.001702,587.5,1,22,0,1,133,0
0,0.017771,0.004847,619,0,19,0,1,128,0
0.578795,0.030259,0.011527,347,1,18,0,1,288,0
0.872242,0.020233,0.020233,182.25,1,23,0,0.75,420,0
0,0.003333,0.003333,600,1,16,0,1,2414,0
0,0.003333,0.003333,600,1,16,0,1,2411,0
0,0.003333,0.003333,600,1,16,0,1,2410,0
0,0.041667,0.041667,600,1,15,0,1,1043,0
0,0.003328,0.004992,601,1,15,0,1,1008,0
0,0.003322,0.003322,602,0,15,0,1,1007,0
0,0.003322,0.006645,602,1,15,0,1,1006,0
0,0.011589,0,604,1,15,0,1,985,0
0,0.015,0.005,600,1,15,0,1,105,0
0,0.008333,0.015,600,1,15,0,1,1156,0
0,0.001656,0.001656,604,1,15,0,1,925,0
0,0.042904,0.033003,606,1,15,0,1,99,0
0,0.001658,0.001658,603,1,13,0,1,1153,0
0,0.139303,0.121061,603,1,12,0,1,864,0
0,0.001701,0.001701,588,1,12,0,1,279,0
0,0.001701,0.001701,588,1,11,0,1,92,0
0,0.003401,0.028912,588,1,11,0,1,83,0
0.835055,0.014229,0.01581,421.666667,1,11,0,1,476,0
0.880468,0.008986,0.006667,230,1,10,0,0.933333,411,0
0,0,0.001681,595,1,9,0,1,510,0
0.937427,0.020391,0.016143,294.25,1,9,0,1,3424,0
0,0.119328,0.087395,595,1,8,0,1,492,0
0,0.001712,0.001712,584,1,8,0,1,483,0
0,0.181507,0.123288,584,1,8,0,1,475,0
0,0.012411,0,564,1,8,0,1,804,0
0,0.049911,0.008913,561,1,8,0,1,801,0
0,0.044037,0.00367,545,1,8,0,1,43,0
0,0.030418,0.028517,526,1,8,0,1,455,0
0,0.013333,0.022857,525,1,8,0,1,798,0
0,0.020794,0,529,1,8,0,1,796,0
0.946395,0,0.003663,364,1,8,0,1,1487,0
0,0.001905,0.001905,525,1,7,0,1,795,0
0,0,0.009524,525,1,7,0,1,794,0
0,0.053333,0.022857,525,1,7,0,1,793,0
0,0.001953,0.001953,512,1,7,0,1,446,0
0,0.007813,0.03125,512,1,7,0,1,792,0
0,0.007663,0.021073,522,1,7,0,1,2389,0
0,0.005682,0.005682,528,1,6,0,1,445,0
0,0.00947,0.015152,528,1,6,0,1,444,0
0,0.097744,0.00188,532,1,6,0,1,34,0
0,0.576846,0.253493,501,1,5,0,1,791,1
0,0.005089,0.005089,393,1,5,0,1,443,0
0,0.063613,0.045802,393,1,5,0,1,442,0
0,0.031008,0.03876,387,1,5,0,1,441,0
0,0.005128,0.005128,390,1,5,0,1,440,0
0,0.002564,0.002564,390,0,5,0,1,1187,0
1,0.004454,0.004454,224.5,0,4,0,1,196,0
0,0.558974,0.323077,390,1,3,0,1,790,0
0,0.043344,0.024768,323,1,3,0,1,383,0
0,0.015723,0,318,1,2,0,1,789,0
0,0,0,314,1,1,0,1,439,0
0,0.033708,0.011236,89,1,11,0,1,2448,0
0,0.011494,0.011494,87,1,11,0,1,922,0
0,0.011494,0,87,1,11,0,1,853,0
0.976056,0.056632,0.065574,51.615385,0,18,0,0.384615,824,0
0,0.023256,0,86,1,10,0,1,169,0
0,0.130952,0.035714,84,1,9,0,1,1221,0
0,0.358974,0.538462,78,1,9,0,1,878,0
0,0.590909,1.227273,88,1,8,0,1,861,0
0,0.012195,0,82,1,8,0,1,1137,0
0,0.02439,0.012195,82,1,8,0,1,1087,0
0,0.08642,0.111111,81,1,8,0,1,1066,0
0,0.025641,0.025641,78,1,8,0,1,1043,0
0,0,0.012821,78,1,8,0,1,2404,0
0.970951,0,0.044643,56,1,9,0,1,731,0
0,0.012346,0,81,1,7,0,1,184,0
0,0.6,0.375,80,1,6,0,1,985,0
0,0.237288,0.237288,59,1,6,0,1,675,0
0,0.033898,0.033898,59,0,6,0,1,1191,0
0,0.186441,0.067797,59,1,5,0,1,908,0
0,0.018519,0.018519,54,1,4,0,1,385,0
0,0,0,54,1,3,0,1,593,0
0,0.003138,0,956,0,17,14,1,1012,0
0,0.004206,0.002103,951,1,17,37,1,1224,0
0.852792,0.006274,0.005019,531.333333,1,21,6,0.333333,687,0
0,0.002119,0.002119,944,1,16,0,1,179,0
0,0.002398,0.004796,834,1,15,1,1,192,0
0,0.001215,0.001215,823,1,12,0,1,2448,0
0,0.001215,0.001215,823,1,12,0,1,2445,0
0,0.074119,0.001215,823,1,12,0,1,904,1
0,0.005115,0.005115,782,1,12,0,1,882,0
0,0.006504,0.003252,615,1,12,0,1,2426,0
0.56651,0.004068,0.008137,614.5,1,20,0,1,2423,0
0,0,0,614,1,12,0,1,128,0
0.93906,0.0489,0.072535,613.5,1,18,0,1,754,0
0,0.001575,0.001575,635,1,11,0,1,2418,0
0,0.001575,0.001575,635,1,11,0,1,2416,0
0,0.001575,0.001575,635,1,11,0,1,2414,0
0,0.001575,0.001575,635,1,11,0,1,721,0
0,0.004724,0.00315,635,1,11,0,1,2410,0
0.991076,0.003241,0.004052,617,0,16,0,1,720,0
0,0,0.015773,634,1,11,0,1,1043,0
1,0.006873,0.006873,436.5,0,13,0,1,1495,1
1,0.00277,0.00277,361,1,11,0,1,681,0
0.625983,0.039243,0.038542,237.833333,1,15,0,1,112,0
0,0.006061,0.00303,660,1,9,0,1,2393,0
0,0.00152,0.00304,658,0,7,0,1,1489,0
0,0.001517,0.003035,659,1,7,0,1,925,1
0,0.004552,0.039454,659,1,7,0,1,123,0
0,0.017778,0.008889,675,1,7,0,1,890,0
1,0.002534,0.002534,394.666667,1,7,0,0.666667,480,0
0,0.240658,0.008969,669,1,6,0,1,855,0
0,0.084079,0.0322,559,1,6,0,1,92,0
0,0.296501,0.009208,543,1,6,0,1,537,0
0,0.214612,0.399543,438,1,6,0,1,831,0
0,0.028926,0.020661,484,1,5,0,1,510,0
0,0.016667,0.016667,480,1,5,0,1,820,0
0,0.010417,0.008333,480,1,4,0,1,492,0
0,0.031315,0.031315,479,1,4,0,1,811,0
0,0.006224,0.006224,482,1,4,0,1,468,0
0,0.002075,0,482,1,4,0,1,464,0
0,0.006237,0.04158,481,1,4,0,1,459,0
0,0.018219,0,494,1,4,0,1,41,0
0,1.57377,0,488,1,3,0,1,798,1
0,0,0,0,0,2,0,1,450,0
0,0.031579,0.021053,95,1,7,0,1,940,0
0,0.010526,0.010526,95,0,7,0,1,64,0
0,0.053763,0,93,1,6,0,1,2436,0
0,0.044444,0.022222,90,1,6,0,1,2430,0
0,0.11828,0.010753,93,1,4,0,1,1199,0
0,0.081395,0,86,1,4,0,1,878,0
0,0.0125,0.0125,80,1,4,0,1,250,0
0.556775,0.934238,0.014614,239.5,1,5,0,1,1137,1
0,0.014925,0,67,1,3,0,1,1114,0
0,0,0.015152,66,1,3,0,1,811,0
0,0,0,0,0,2,0,1,771,0
0,0.039474,0.039474,152,1,7,220,1,26,0
0,0,0.006024,166,1,4,0,1,216,0
0,0.023952,0.02994,167,1,4,0,1,213,0
0,0.666667,0.541667,168,1,3,0,1,1344,0
0,0.025641,0.070513,156,1,3,0,1,1320,0
1,0.009901,0.009901,101,1,3,0,0.5,1286,0
0,0.05625,0.05625,160,1,3,0,1,939,0
0,0.03125,0.04375,160,1,3,0,1,925,0
0.811278,0.019139,0.019139,104.5,1,4,0,1,910,0
0,0.006289,0.006289,159,1,2,0,1,1181,0
0,0.006289,0.018868,159,0,2,0,1,1158,0
0,0.086957,0.049689,161,1,2,0,1,1114,0
0,0,0,157,1,1,0,1,789,0
0.954075,0.035897,0.041026,65,0,8,0,0.833333,997,0
0.50112,0.333333,0.349206,42,1,9,0,0.666667,213,0
0,0.261905,0.357143,42,1,4,0,1,1333,0
0,0.023256,0.069767,43,1,3,0,1,939,0
0,0.045455,0.022727,44,1,2,0,1,910,0
0,0.023256,0,43,1,2,0,1,1199,0
0,0,0,42,1,1,0,1,878,0
0,0.056818,0.034091,88,1,2,0,1,974,0
0,0.091954,0.091954,87,1,2,0,1,956,0
0,0,0,87,1,2,0,1,939,0
0,0,0,29,1,1,0,0.5,974,0
0,0,0,29,1,1,0,0.5,303,0
0,0.012766,0.012766,235,1,6,0,1,133,0
0,0.008511,0.004255,235,1,5,0,1,853,0
0,0.196581,0.166667,234,1,3,0,1,283,0
0,0.048458,0.048458,227,1,3,0,1,274,0
0.845351,0.020455,0.029545,220,1,4,0,1,1199,0
0,0.008658,0.004329,231,1,3,0,1,1181,0
0,0.017391,0.017391,230,1,3,0,1,861,0
0.918296,0.010169,0.010169,147.5,1,3,0,0.5,1114,0
0.832249,0.029474,0.029474,118.75,1,6,0,0.75,789,0
0.735167,0.060847,0.015873,94.5,1,6,0,0.75,771,0
0,0,0.004292,233,1,3,0,1,751,0
0.979869,0.073684,0.021053,190,0,4,0,1,1015,0
0,0,0,0,0,1,0,1,174,0
0,0.24,0.24,25,1,3,0,1,299,0
0.802738,2.131579,0.342105,19,1,4,0,1,295,0
0,0,0,0,0,1,0,1,289,0
1,0.029851,0.029851,33.5,1,3,0,1,955,0
0.994745,0.013449,0.013449,158,0,7,0,0.875,922,0
0.567776,0.642202,0.66055,54.5,1,7,0,1,1301,0
0,0.113636,0,44,1,2,0,1,1286,0
0.961778,0.495146,2.300971,51.5,1,3,0,0.5,939,0
0,0.038961,0.038961,77,1,2,0,1,910,0
0,0,0,76,1,1,0,1,861,0
0.929252,0.080645,0.096774,41.333333,0,6,0,1,940,0
0,0.045455,0.227273,22,1,2,0,1,1301,0
0,0.076923,0.192308,26,1,1,0,1,974,0
0.797453,0.086207,0.109195,58,1,8,0,1,939,0
0,0.1,0,30,1,1,0,1,925,0
0,0.042735,0.004274,234,1,7,0,1,955,0
0,0.017467,0.0131,229,1,7,0,1,940,0
0,0.008772,0.004386,228,1,7,0,1,922,0
0.723308,0.012107,0.009685,103.25,1,10,0,0.5,882,0
0,0.004425,0.004425,226,1,6,0,1,131,0
0,0.013274,0,226,0,5,0,1,283,0
0,0.044643,0.03125,224,1,5,0,1,161,0
0,0.026906,0.026906,223,1,5,0,1,152,0
0,0.035874,0.013453,223,1,4,0,1,262,0
0,0.00905,0.004525,221,1,4,0,1,861,0
0,0.072727,0.036364,220,1,2,0,1,239,0
0,0.014019,0,214,1,2,0,1,230,0
0,0,0,0,0,1,0,1,210,0
0,0.285714,0.142857,7,1,2,0,1,299,0
0,0,0,0,0,1,0,1,296,0
0,0.03,0.025,200,1,7,0,1,137,0
0,0.005025,0.005025,199,1,6,0,1,940,0
0.918296,0.013274,0.013274,113,1,6,0,1,1506,0
0.82587,0.054307,0.05618,89,1,4,0,0.333333,190,0
0,0.015075,0.015075,199,1,3,0,1,286,0
0,0.100503,0.070352,199,1,3,0,1,283,0
0,0.019417,0.019417,206,1,3,0,1,893,0
0,0.033981,0.024272,206,1,3,0,1,262,0
0.080793,0.515837,0.38914,110.5,1,5,0,1,861,0
0,0.010101,0.010101,198,1,3,0,1,846,0
0,0.005051,0,198,1,3,0,1,219,0
0,0,0,0,0,1,0,1,771,0
0,0.111111,0.111111,27,1,4,0,1,200,0
0.978422,0.137324,0.116197,94.666667,1,3,0,0.666667,974,0
0,0,0,0,0,1,0,1,939,0
0.721066,0.043849,0.036845,298.545455,1,19,1679,0.818182,815,0
0,0,0.00232,431,1,3,0,1,955,0
0,0.00463,0,432,1,3,0,1,940,0
0.999338,0.017964,0.01497,501,1,4,0,1,196,0
0,0.006944,0.013889,432,1,1,0,1,1274,0
0,0.041475,0.050691,434,1,1,0,1,1256,0
0,0,0,0,0,1,0,1,1221,0
0.715218,0.174721,0.104089,134.5,1,11,0,0.75,209,0
0,0,0,0,0,2,0,1,1274,0
0,0.000478,0.000478,2093,1,7,25,1,1441,0
0,0.000956,0.000956,2093,1,7,49,1,1386,0
0.758002,0.011815,0.005013,931,1,8,0,0.666667,137,0
0,0.002485,0.002485,2012,1,5,0,1,940,0
0.835891,0.005783,0.007562,749.333333,1,9,0,0.333333,904,0
0.721928,0.002221,0.002221,1125.5,1,8,0,1,1018,0
0,0.069583,0.061133,2012,1,4,0,1,824,1
0,0.061377,0.06986,2004,1,4,0,1,797,0
0,0.069583,0.061133,2012,1,4,0,1,769,0
0,0.000499,0.000499,2004,1,3,0,1,270,0
0,0.001996,0.001497,2004,1,3,0,1,262,0
0.522559,0.004392,0.003904,1024.5,1,6,0,0.5,250,1
0,0.003497,0.003497,2002,1,3,0,1,826,0
0,0.021978,0,2002,1,2,0,1,219,0
0.79299,1.499409,0,1269.5,1,1,0,1,1066,0
0,0,0,0,0,1,0,1,1043,0
0.991186,0.025641,0.025641,73.125,0,10,0,0.875,955,0
0,0.404762,0.285714,42,1,3,0,1,922,0
0,0.307692,0.435897,39,1,3,0,1,904,0
0,0.02381,0,42,1,2,0,1,295,0
0,0,0,0,0,1,0,1,1256,0
0.918296,0.015645,0.011734,383.5,1,6,0,1,940,0
0,0.013333,0.046667,600,1,4,0,1,922,0
0,0.001634,0,612,1,4,0,1,904,0
0,0.026187,0.006547,611,0,4,0,1,286,0
0,0.008237,0.004942,607,1,4,0,1,797,0
0,0.004959,0.006612,605,1,4,0,1,769,0
0,0.026446,0.009917,605,1,3,0,1,250,0
0,0.01505,0.010033,598,1,3,0,1,846,0
0,0.053782,0.006723,595,1,2,0,1,230,0
0,0.031088,0.001727,579,1,2,0,1,219,0
0,0,0,0,0,1,0,1,1043,0
0.714903,0.0848,0.042667,267.857143,1,17,631,0.857143,1027,0
0.31338,0.140506,0.083544,395,1,7,0,0.5,980,0
0.965634,0.000823,0.002882,809.666667,1,8,0,0.666667,922,0
0,0.005952,0.005952,168,1,5,0,1,295,0
0,0,0.02381,168,1,5,0,1,1274,0
0,0.005882,0.017647,170,1,5,0,1,283,0
0,0.005814,0,172,1,5,0,1,8,0
0,0.064327,0.023392,171,1,4,0,1,893,0
0,0.140244,0.018293,164,1,3,0,1,262,0
0,0.026667,0,150,1,3,0,1,250,0
0,0,0,0,0,2,0,1,1114,0
0,0.869565,0,46,1,6,0,1,1012,0
0,0.025641,0.025641,39,0,4,0,1,1333,0
1,0.015625,0.015625,64,1,4,0,0.5,1320,0
0.890738,0.150685,0.148402,62.571429,1,4,0,0.571429,989,0
0.957393,0.331034,0.724138,72.5,1,8,0,0.5,956,0
0.439497,0.051948,0.019481,77,0,8,0,1,1256,0
0,0.042553,0.06383,47,1,4,0,1,1199,0
0,0.025,0.025,40,1,3,0,1,861,0
0,0.025641,0,39,1,2,0,1,826,0
0,0.052632,0.157895,38,1,1,0,1,219,0
0,0,0,38,1,1,0,1,210,0
0.09744,0.175439,2.614035,28.5,1,2,0,0.5,999,0
0.577987,0.087838,0.101351,74,1,4,0,1,974,0
0,0,0,38.5,1,1,0,0.5,956,0
0.827765,0.244253,0.192529,49.714286,1,8,0,0.857143,1344,0
0.498675,0.095238,1.642857,21,1,2,0,0.5,1008,0
0.897782,0.142857,0.149068,53.666667,1,7,0,1,999,0
0,0.307692,0.307692,26,1,1,0,1,989,0
0.487853,0.172131,0.040984,40.666667,1,5,0,0.666667,980,0
0,0.064516,0.612903,31,1,2,0,1,1301,0
0,0.02439,0.02439,41,1,1,0,1,974,0
0,0.482759,0.827586,29,1,2,0,1,1320,0
0,0,0,30,1,1,0,1,989,0
0,0.03125,0.03125,32,1,2,0,1,300,0
0,0,0,0,0,1,0,1,1320,0
0,0.012658,0.012658,79,1,2,0,1,412,0
0,0,0,0,0,1,0,1,1320,0
0,0.018519,0.018519,54,1,5,0,1,2449,0
0,0.018519,0.018519,54,1,5,0,1,2448,0
0,0.018519,0.018519,54,1,5,0,1,2445,0
0.981152,0.086022,0.247312,46.5,1,3,0,0.5,956,0
0.91805,0.100939,0.093897,85.2,1,9,0,0.8,925,0
0.441552,0.034803,0.034803,143.666667,1,7,0,1,893,0
0,0.570621,0.237288,177,1,2,0,1,1181,0
0,0.007092,0,141,1,1,0,1,861,0
0,0,0,140,1,1,0,1,846,0
0,0,0.15,20,1,2,0,1,1008,0
0,0.4375,0.275,80,1,2,0,1,1286,0
0,0,0,71,1,1,0,1,956,0
0,0.688889,0.666667,45,1,2,0,1,1348,1
0,2.326531,0,49,1,2,0,1,1008,0
0,0,0,0,0,1,0,1,1320,0
0,0,0.041667,72,1,4,0,1,955,0
0.875228,1.311475,0.415301,61,1,3,0,1,1274,0
0,0.333333,0.333333,51,1,2,0,1,939,0
0,0.019608,0.019608,51,1,2,0,1,925,0
0,0.019608,0.019608,51,1,2,0,1,910,0
0,0.137255,0,51,1,2,0,1,893,0
0,0,0,50,1,2,0,1,878,0
0.946395,0.014815,0.014815,90,1,5,0,0.666667,997,0
0,0.005556,0.011111,180,1,4,0,1,955,0
0,0.016575,0.022099,181,1,3,0,1,299,0
0,0.016575,0.016575,181,1,3,0,1,1320,0
0.385291,0.215217,0.219565,115,1,3,0,1,1301,0
0.568115,0.047619,0.485714,105,1,4,0,1,974,0
0,0.005495,0.005495,182,0,3,0,1,289,0
0.970951,0.008,0.012,125,0,7,0,0.5,1256,0
0,0.021505,0.005376,186,1,3,0,1,262,0
0,0.054348,0.130435,184,1,2,0,1,1158,0
0,0.005236,0.005236,191,1,1,0,1,826,0
0,0,0,192,1,1,0,1,811,0
1,0.069767,1.930233,43,1,2,0,1,1010,0
0,0.022472,0.022472,89,1,2,0,1,1008,0
0,0.034091,0.045455,88,1,1,0,1,939,0
0,0,0,89,1,1,0,1,925,0
0.99403,0.020747,0.024896,120.5,0,6,0,0.5,70,0
0.96023,0.003922,0.005882,170,1,8,0,0.666667,997,0
0,0.005525,0.005525,181,1,4,0,1,26,0
0,0.066298,0.149171,181,1,3,0,1,110,0
