@relation 'data/M_multi_metrics_ML.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-6,8-15,18,20-21,24-26,28,30,33,35-47,49-50,52-53,55,57-61'

@attribute CvsWEntropy numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute class {buggy,clean}

@data
0.001023,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0.107371,0,0,0,0,0,4,2,0,0,0,0,0,0,12,clean
0.06828,0,0,0,0,0,0,2,0,0,0,0,4.04,0.014111,11,clean
0.009165,0,0,0,1.01,0,0,1,0.000845,0,0,0,0,0,0,clean
0.002991,1,0,0,1.01,0,0,1,0.003737,0,0,0,1.01,0.005924,9,clean
0.001475,0,1,0,0,0,0,1,0,0,0,0,1.01,0.005924,14,clean
0.011398,0,0,0.019848,0,0,0,1,0,0,0,0,1.09,0.027723,18,clean
0.008306,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.000123,0,0,0,0,0,0,1,0,0,0,0,1.02,0.005924,18,clean
0.167137,0,1,0,0,0.000755,3,2,0,0,1.01,0,1.01,0.004184,8,clean
0.005486,2,0,0,1.01,0,0,1,0.003536,0,0,0,1.01,0.005924,9,clean
0.055892,0,0,0.002774,0,0,0,1,0,0,0,0,0,0,0,buggy
0.000949,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0,0,0,0,0,0,1,2,0,0,0,0,0,0,19,buggy
0,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.005324,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.004622,0,0,0,0,0,4,3,0,0,0,0,1.1,0.027723,43,clean
0.000829,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.013071,0,1,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.003499,0,0,0,0,0,0,2,0,0,0,0,2.04,0.009791,19,clean
0.036444,4,0,0,1.01,0,0,1,0.000845,0,0,0,0,0,0,clean
0.076482,0,0,0.003403,0,0,0,2,0,0,0,0,2.04,0.030118,6,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.002207,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,12,clean
0.000949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.000852,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.014368,0,0,0,0,0,1,2,0,0,0,0,1.01,0.005924,13,clean
0.001434,0,0,0,0,0,0,1,0,0,0,0,3.09,0.010674,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001364,3,0,0,0,0,4,3,0,0,0,0,1.1,0.027723,43,clean
0.000294,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.04451,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.004276,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.002467,0,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.003595,0,0,0,0,0,0,2,0,0,0,0,1.01,0.002905,4,clean
0.087159,0,1,0.001861,0,0,0,1,0,0,0,0,4.06,0.014505,10,buggy
0.001328,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.001099,0,0,0,0,0.005368,8,3,0,0,2.02,0,2.02,0.053259,29,clean
0,0,0,0,0,0,1,2,0,0,0,0,0,0,23,clean
0,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.003591,0,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.002936,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001875,2,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.002053,5,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.001364,0,0,0,0,0,0,2,0,0,0,0,0,0,12,clean
0,2,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.002405,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.001535,0,0,0,0,0,0,2,0,0,0,0,1.02,0.027723,6,clean
0.012356,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.392299,0,2,0.034336,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.008421,0,1,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.001705,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0.00198,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.003557,19,0,0,1.01,0,0,1,0.003261,0,0,0,2.02,0.009791,9,clean
0.001656,0,0,0,0,0,0,2,0,0,0,0,0,0,2,clean
0.000271,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,10,clean
0.046326,0,0,0,0,0,0,1,0,0,0,0,0,0,1,clean
0.006683,0,0,0,0,0,8,2,0,0,0,0,2.02,0.009791,63,clean
0.002242,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001705,0,0,0,0,0,4,3,0,0,0,0,1.1,0.027723,43,clean
0,0,0,0,0,0,0,2,0,0,0,0,0,0,22,clean
0,0,0,0,0,0,1,1,0,0,0,0,1.02,0.005924,26,clean
0.031036,0,0,0.002532,0,0,0,1,0,0,0,0,0,0,0,clean
0.005381,1,0,0,2.02,0.003307,13,2,0.007273,1.01,1.02,0.00316,1.1,0.002905,95,clean
0.014339,0,1,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.002004,0,0,0,0,0,7,2,0,0,0,0,0,0,8,clean
0.004684,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.005285,1,0,0.003041,0,0,0,1,0,0,0,0,0,0,9,buggy
0.000136,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.000949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.002136,0,0,0,0,0,0,1,0,0,0,0,2.02,0.008655,24,clean
0.032506,0,1,0,0,0,1,2,0,0,0,0,2.02,0.009791,23,clean
0.002445,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.001518,0,0,0,0,0,0,2,0,0,0,0,2.02,0.007584,75,clean
0.002898,0,0,0,0,0,0,2,0,0,0,0,0,0,20,clean
0.002812,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.417843,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.018954,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,clean
0.007355,1,0,0,0,0,0,2,0,0,0,0,3.05,0.037515,26,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.000341,0,0,0,0,0,0,2,0,0,0,0,0,0,20,clean
0.028479,0,1,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.109902,0,0,0.003072,0,0,0,1,0,0,0,0,0,0,0,buggy
0.002046,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0.005796,1,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.120831,0,1,0.02633,1.01,0,0,1,0.001828,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.002609,1,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,1,3,0,0,0,0,1.02,0.051511,22,clean
0.767101,0,5,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.001839,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.019334,0,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,clean
0.001846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.00306,0,1,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.004383,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.001023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.004278,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.150831,0,2,0.0009,0,0,0,1,0,0,0,0,3.1,0.012186,10,buggy
0.001318,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.004679,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.115915,2,0,0,0,0,8,2,0,0,0,0,2.02,0.009791,63,clean
0.100011,0,0,0.004506,0,0,0,1,0,0,0,0,0,0,0,buggy
0.028752,0,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.035009,0,0,0,0,0,1,2,0,0,0,0,2.02,0.009791,23,clean
0.002087,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.087237,1,2,0,1.01,0.003609,0,3,0.002601,2.02,1.01,0.00349,9.4,0.021566,50,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.031457,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,16,clean
0.00019,0,0,0,0,0,1,1,0,0,0,0,1.03,0.005924,35,clean
0.004782,0,0,0,0,0.005356,0,2,0,0,2.05,0,6.09,0.041678,32,clean
0.020627,0,0,0,0,0.002607,5,5,0,1.02,1.01,0.001232,2.2,0.029762,53,clean
0,0,0,0,0,0,0,2,0,0,0,0,0,0,22,clean
0.019953,0,0,0,0,0,1,2,0,0,0,0,2.02,0.009791,23,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,buggy
0.001193,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.003937,4,0,0,1.01,0,0,1,0.001564,0,0,0,2.02,0.009791,9,clean
0.002959,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.011734,0,0,0,0,0.005356,0,2,0,0,2.05,0,6.09,0.041678,32,buggy
0.017503,2,0,0,1.01,0,0,1,0.005169,0,0,0,0,0,9,clean
0.052881,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.002191,0,0,0,0,0,0,1,0,0,0,0,2.1,0.009791,45,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.047908,0,1,0.003114,0,0,0,1,0,0,0,0,4.04,0.014895,9,clean
0.001138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.002774,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001691,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.032377,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,17,buggy
0.000759,0,1,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.009527,3,1,0,0,0,0,1,0,0,0,0,1.01,0.005924,13,clean
0.003069,0,0,0,0,0,4,3,0,0,0,0,1.1,0.027723,43,clean
0.008659,0,0,0.002741,0,0,0,1,0,0,0,0,0,0,0,clean
0.002087,3,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.003326,0,0,0,0,0,0,2,0,1.01,0,0.000875,3.03,0.012165,13,clean
0.003063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001023,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0.022583,0,1,0,0,0,1,2,0,0,0,0,2.02,0.009791,11,clean
0.014855,0,0,0,0,0,0,1,0,0,0,0,4.06,0.011897,21,clean
0.080796,3,0,0.007985,4.05,0,0,1,0.051542,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.012349,0,1,0,0,0,1,2,0,0,0,0,0,0,23,clean
0.007704,0,0,0,0,0.004986,0,1,0,3.04,2.02,0.007945,6.18,0.018826,0,clean
0.018998,0,1,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.040574,0,0,0,0,0.00752,8,3,0,0,3.03,0,4.06,0.055964,29,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,clean
0.003784,0,1,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.100148,0,1,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.029211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.657299,0,2,0.058498,0,0.006686,0,2,0,0,2.03,0,2.09,0.012439,2,buggy
0,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,5,0,0,0,0,2,2,0,0,0,0,0,0,41,clean
0.001942,0,0,0,0,0,0,2,0,0,0,0,2.04,0.009791,22,clean
0.012267,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.002898,0,0,0.006658,0,0,0,1,0,0,0,0,0,0,9,clean
0.013808,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
