@relation mydataframe
@attribute nm numeric
@attribute nf numeric
@attribute la numeric
@attribute lt numeric
@attribute fix numeric
@attribute npt numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {'1','0'}
@data
1,1,0.002959,1014,1,1,101,70,'0'
1,1,0.002956,1015,1,1,296,217,'0'
1,1,0.008885,1013,1,1,7,7,'0'
1,2,0.002269,661,1,1,252,184,'0'
1,1,0.000982,1018,1,1,66.5,47,'0'
1,1,0.019666,1017,1,1,189,137,'0'
1,1,0.00197,1015,1,1,38,28,'0'
1,2,0.001519,658.5,1,1,180.333333,192,'0'
1,1,0.020468,1026,1,1,156.833333,168,'0'
1,2,0.00175,571.5,1,1,145.333333,159,'0'
1,1,0.000973,1028,1,1,121.666667,141,'0'
1,1,0,1027,1,1,119.166667,137,'0'
1,1,0.020428,1028,1,1,41,25,'0'
1,1,0.007859,1018,1,1,107.583333,101,'0'
1,1,0.007874,1016,1,1,122.941667,404,'0'
1,1,0.002876,1043,1,1,756,534,'0'
1,2,0.019802,656.5,1,1,260.995238,782,'0'
1,1,0.000977,1024,1,1,329,211,'0'
2,2,0.004453,1010.5,1,1,1025.166667,1708,'0'
1,1,0.003289,1216,1,1,1024,1083,'0'
1,1,0.000822,1216,1,1,86,40,'0'
1,1,0.004566,219,1,1,71,89,'0'
1,1,0.121019,157,1,1,91,86,'1'
1,1,0.052317,669,1,1,90,86,'1'
1,1,0.035874,446,1,1,8,8,'1'
1,1,0.002299,435,1,1,7,7,'0'
1,2,0.043685,526.5,1,1,40.333333,81,'1'
1,1,0.004825,829,1,1,67,65,'1'
2,21,0.005138,444.904762,1,0.809524,447,435,'1'
2,5,0.008284,579.4,1,1,803.833333,1235,'0'
1,1,0.004673,214,1,1,763.333333,767,'0'
2,2,0.016997,176.5,1,1,31,29,'0'
1,1,0.004082,245,1,1,17.459524,32,'0'
1,1,0.004082,245,1,1,452,310,'0'
3,6,0.018361,372.166667,1,1,637.5,668,'1'
1,1,0.007968,251,1,1,466,311,'1'
2,3,0.044118,226.666667,1,0.666667,265,254,'1'
3,5,0.057296,223.4,1,1,174,167,'0'
1,1,0.003984,251,1,1,59,44,'0'
1,1,0.068,250,1,1,260,189,'1'
1,1,0.004,250,1,1,67,45,'0'
1,1,0.1,250,1,1,17,9,'1'
3,7,0.100988,520.571429,1,0.571429,12,11,'1'
1,1,0.036585,246,1,1,32.65,77,'0'
1,2,0.001767,566,1,0.5,136.333333,152,'1'
1,1,0.021368,234,1,1,93.583333,92,'0'
2,2,0.00956,523,1,1,250.7,747,'1'
1,1,0.012821,234,1,1,245.9,644,'1'
1,1,0.012821,234,1,1,187.461111,997,'0'
1,1,0.090517,232,1,1,7,5,'1'
1,1,0.008929,224,1,1,27.5,24,'0'
1,1,0.022321,224,1,1,12,11,'0'
1,1,0.004505,222,1,1,163.483333,369,'1'
1,1,0.0625,224,1,1,350,355,'1'
1,1,0.039409,203,1,1,245.583333,268,'0'
1,1,0.089552,201,1,1,203.583333,224,'0'
1,1,0,207,1,1,67,85,'0'
1,1,0.014423,208,1,1,66,84,'1'
1,1,0.009709,206,1,1,112,105,'0'
1,1,0,206,1,1,103.333333,123,'0'
1,1,0.004808,208,1,1,124,133,'1'
1,2,0.228302,530,1,1,36,44,'1'
1,1,0.017341,692,1,1,62,61,'0'
1,2,0.002823,885.5,1,1,58,57,'0'
1,2,0.001384,722.5,1,1,55,54,'0'
1,1,0.363242,691,1,1,145,138,'1'
1,2,0.01994,827.5,1,1,52,48,'0'
1,1,0.0064,625,1,1,36,34,'0'
1,1,0.001603,624,1,1,12,12,'0'
1,1,0.009615,624,1,1,11,11,'1'
1,1,0.049679,624,0,1,28,39,'0'
1,1,0.018838,637,1,1,85,110,'0'
1,1,0.001582,632,1,1,79,92,'1'
1,1,0.018987,632,1,1,27.5,33,'1'
1,1,0.074367,632,1,1,28,26,'1'
1,1,0.003273,611,1,1,90,74,'0'
1,1,0.008197,610,1,1,76,60,'0'
1,1,0.046053,608,1,1,56,42,'1'
1,1,0.001647,607,1,1,53,39,'0'
1,1,0.028007,607,1,1,2,2,'1'
1,1,0.019264,571,1,1,342,374,'1'
1,1,0,573,0,1,342,372,'0'
1,1,0.010435,575,0,1,333,362,'0'
1,1,0.001742,574,0,1,327,355,'1'
1,1,0.00207,483,1,1,299,327,'0'
1,1,0.049887,441,0,1,293,321,'0'
1,1,0.002375,421,0,1,279,307,'0'
1,2,0.031835,534,1,1,272,300,'0'
1,1,0.026506,415,0,1,234,261,'0'
1,1,0.002415,414,1,1,226,253,'0'
1,1,0.018824,425,1,1,174,201,'0'
1,1,0.02799,393,1,1,82,82,'0'
1,4,0.003098,403.5,0,0.75,24,24,'1'
1,2,0.046759,470.5,1,1,35,35,'1'
1,1,0.018041,388,0,1,29,29,'0'
1,1,0.002632,380,0,1,5,5,'0'
1,3,0.036199,294.666667,1,1,191.5,237,'0'
1,1,0.01061,377,1,1,188.5,230,'1'
1,1,0.002688,372,1,1,180.5,219,'0'
1,1,0.024129,373,0,1,179.5,218,'1'
1,1,0.002874,348,0,1,175,213,'0'
1,1,0.364943,348,1,1,174.5,212,'1'
1,2,0.067416,178,1,1,185.5,207,'0'
1,1,0.003704,270,0,1,173,173,'1'
1,1,0.004292,233,0,1,146,146,'0'
1,1,0.005682,176,1,1,133,133,'0'
1,1,0.005682,176,1,1,4,4,'1'
1,1,0,175,0,1,89,89,'0'
1,1,0.320955,377,0,1,86,86,'0'
1,1,0.403315,181,0,1,24,24,'0'
1,1,0.043269,208,1,1,34.65,79,'0'
1,1,0.009709,206,1,1,113,106,'0'
2,3,0.021382,405.333333,1,1,198.833333,245,'0'
1,1,0.037975,237,1,1,33.65,78,'0'
1,1,0.012821,234,1,1,246.9,645,'0'
1,1,0.008,250,1,1,467,312,'0'
2,2,0.015584,192.5,1,1,33,31,'0'
1,1,0,0,1,1,165.833333,177,'0'
1,1,0.00085,1177,1,1,46,38,'0'
1,1,0.010187,1178,1,1,10.5,10,'0'
2,2,0.051602,920.5,1,1,164.533333,380,'1'
1,2,0.003628,689,1,0.5,172.083333,193,'0'
1,1,0.000868,1152,1,1,249.666667,373,'0'
1,1,0.000868,1152,1,1,96.333333,117,'0'
1,1,0.000922,1085,1,1,55,63,'1'
1,1,0.000923,1084,1,1,12.333333,14,'0'
1,1,0.001847,1083,1,1,288,287,'0'
1,1,0,1083,0,1,34.833333,49,'0'
1,1,0.01659,1085,1,1,37,48,'1'
1,1,1.322183,1136,0,1,15,15,'1'
1,1,0,1136,0,1,39,48,'0'
1,1,0,1135,0,1,36,47,'0'
1,1,0.000868,1152,1,1,248.666667,372,'0'
1,1,0,0,1,1,166.833333,178,'0'
1,1,0.00995,201,1,1,188.083333,57,'0'
1,4,0.104462,246.5,0,1,58,54,'0'
1,1,0,74,1,1,164,116,'0'
1,5,0.010509,361.6,1,1,233,172,'0'
1,1,0.013333,75,1,1,202,150,'0'
1,1,0,75,1,1,79,65,'0'
1,1,0.052632,76,1,1,55,45,'0'
1,1,0.013333,75,1,1,4,4,'1'
1,1,0.683333,60,1,1,649,575,'1'
1,1,0.125,32,1,1,240,448,'0'
1,1,0.028571,35,1,1,192.083333,214,'1'
1,1,0.057143,35,1,1,182.083333,204,'1'
1,1,1.25,40,0,1,38.166667,48,'1'
1,2,0.000963,519,1,1,34,32,'1'
1,1,0.037037,27,1,1,238.666667,451,'0'
1,1,0.013333,75,1,1,203,151,'0'
1,1,0,0,1,1,24,24,'0'
1,1,1.413934,244,0,1,26,26,'0'
1,1,0,0,0,1,26,26,'0'
1,1,0,0,0,1,67,63,'0'
1,1,1.392157,102,0,1,67,63,'0'
1,2,1.608696,80.5,0,0.5,29,29,'0'
1,1,0,0,0,1,29,29,'0'
1,1,0.019048,105,1,1,803,714,'0'
1,1,0.009524,105,1,1,106.733333,251,'0'
1,1,0.047619,105,1,1,803,566,'0'
1,1,0.617647,102,1,1,4,2,'1'
1,1,0.177778,135,1,1,1,1,'1'
1,1,0.133333,15,1,1,419,282,'1'
1,1,0.26087,23,1,1,191.083333,213,'1'
1,1,0.482759,29,1,1,46.5,57,'1'
1,1,0.277778,18,1,1,467.25,538,'0'
1,1,0.222222,18,0,1,240,267,'1'
1,5,0,83,1,0.2,14,14,'1'
1,1,0.08,25,0,1,88,88,'0'
1,1,0.153846,13,1,1,420,283,'0'
1,1,0.019048,105,1,1,804,715,'0'
1,1,0.009524,105,1,1,107.733333,252,'0'
1,1,0.005025,199,1,1,813,572,'0'
2,2,0.003384,591,1,1,236.016667,878,'1'
1,1,0.035354,198,1,1,119.203571,433,'0'
1,1,0.005128,195,1,1,120.166667,138,'0'
1,1,0.030769,195,1,1,112.166667,131,'0'
1,1,0.005319,188,1,1,4,3,'0'
1,1,0.234043,188,1,1,141.959524,401,'1'
1,10,0.036957,184,1,0.8,76,62,'1'
1,1,0.189944,179,1,1,164.15,370,'1'
1,1,0.006135,163,1,1,175.233333,365,'0'
1,1,0.012422,161,1,1,174.033333,355,'0'
1,1,0.006211,161,1,1,173.033333,354,'0'
1,1,0.080247,162,1,1,232.816667,351,'1'
1,1,0.019231,156,1,1,375,419,'1'
1,1,0.045161,155,1,1,253.666667,339,'1'
1,1,0.078014,141,1,1,92.833333,123,'1'
1,1,0.015152,132,1,1,260.166667,331,'1'
1,3,0.069051,811,1,0.666667,258.666667,328,'1'
1,1,0.045455,66,1,1,290.583333,321,'0'
1,3,0.074911,280.333333,1,0.666667,285.416667,315,'1'
2,5,0.005635,745.4,1,0.4,260.083333,300,'1'
1,1,0.036082,194,1,1,256,187,'0'
1,1,0.005236,191,1,1,121.166667,139,'0'
1,1,0.031414,191,1,1,113.166667,132,'0'
1,1,0.005128,195,1,1,814,573,'0'
1,1,0.005128,195,1,1,662,452,'0'
1,1,0.521127,142,1,1,959,942,'0'
2,2,0.047468,316,1,1,252,241,'1'
1,1,0,184,1,1,337,216,'0'
1,1,0.016216,185,1,1,187,135,'1'
1,1,0.005405,185,1,1,213.95,634,'1'
1,1,0.027322,183,1,1,375,419,'1'
1,1,0.010989,182,1,1,647,573,'1'
1,2,0.046322,367,1,1,290.166667,324,'1'
1,1,0.001852,540,1,1,246.583333,269,'0'
1,1,0.012963,540,1,1,225.583333,247,'0'
1,1,0.001773,564,1,1,113.333333,131,'0'
1,1,0.005329,563,1,1,48.5,61,'1'
1,1,0.030249,562,1,1,16,15,'0'
1,1,0.008977,557,1,1,107,99,'1'
1,1,0.005282,568,1,1,13.5,17,'0'
1,1,0.078397,574,1,1,30,28,'1'
1,1,0.072881,590,1,1,87.5,113,'0'
1,1,0,584,1,1,87,112,'0'
1,1,0.001709,585,1,1,34,37,'0'
1,1,0.017094,585,1,1,30.5,36,'1'
1,1,0.010327,581,0,1,222.75,491,'0'
1,2,0.956652,334.5,1,1,30.5,31,'1'
1,1,0.001754,570,0,1,37,69,'1'
1,3,0.005501,545.333333,1,1,20,20,'0'
1,1,0.059649,570,1,1,9,9,'1'
1,1,0.009042,553,1,1,378.166667,484,'0'
1,1,0.018519,540,1,1,6,6,'0'
1,1,0.001873,534,0,1,404,441,'0'
1,1,0.001873,534,0,1,380,412,'0'
1,1,0.011236,534,1,1,252,279,'0'
1,1,0.007533,531,1,1,109,106,'0'
1,1,0.001912,523,0,1,13,13,'0'
1,1,0.001912,523,1,1,12,12,'1'
1,1,0.001912,523,0,1,11,11,'1'
1,1,0.005736,523,0,1,10,10,'0'
1,1,0.009579,522,0,1,9,9,'0'
1,1,0.2158,519,0,1,8,8,'1'
1,1,0.029279,444,1,1,7,7,'0'
1,1,0.018476,433,1,1,6,6,'1'
1,2,0.200311,322,1,1,5,5,'1'
1,1,0,347,0,1,7,7,'0'
1,2,0.108586,198,1,1,3,3,'1'
1,1,0.01983,353,0,1,170,170,'1'
1,2,0.0175,200,1,1,94,94,'1'
1,1,0.008671,346,1,1,9,9,'0'
1,1,0.089855,345,1,1,7,7,'1'
1,1,0.493865,326,1,1,5,5,'1'
1,1,0.004464,224,0,1,3,3,'0'
1,1,0.005714,350,0,1,88,88,'0'
1,6,0.15098,85,0,0.833333,35,35,'0'
1,1,0.001773,564,1,1,214.95,635,'0'
1,1,0.016216,185,1,1,188,136,'0'
1,1,0,183,1,1,338,217,'0'
1,1,0.054054,185,1,1,962.666667,981,'0'
1,1,0.021858,183,1,1,960.666667,939,'0'
3,8,0.071285,559.375,1,0.75,959.666667,1470,'1'
1,1,0.091892,185,1,1,786,680,'0'
1,1,0.027473,182,1,1,801,562,'1'
1,1,0.085227,176,1,1,516,348,'1'
1,1,0.018868,159,1,1,151.833333,163,'1'
1,1,0.006369,157,1,1,113.5,117,'0'
1,1,0,144,1,1,370.5,369,'0'
1,1,0.006897,145,1,1,614,546,'0'
2,5,0.047345,452,1,1,999.75,1623,'0'
1,1,0.006329,158,1,1,65.214286,173,'0'
1,1,0.018987,158,1,1,150.833333,162,'0'
1,1,0.098837,172,1,1,796.333333,694,'0'
1,1,0.029586,169,1,1,802,563,'0'
3,4,0.037637,617.75,1,0.75,990.75,1659,'0'
1,1,0.091892,185,1,1,787,681,'0'
1,1,0.090909,11,1,1,108,111,'0'
1,1,0.454545,11,1,1,207.166667,477,'1'
1,1,0,9,1,1,26.666667,43,'1'
1,1,0.454545,11,1,1,208.166667,478,'0'
1,1,0,9,0,1,201.5,467,'0'
1,1,0.090909,11,1,1,109,112,'0'
1,3,0.226415,17.666667,1,1,99,7,'0'
1,10,0.765159,103.9,0,1,268.166667,436,'0'
3,3,0.009119,219.333333,0,0.666667,271,285,'0'
3,4,0.009208,543,1,0.75,971.5,1587,'0'
1,1,0.089501,581,1,1,970.833333,973,'0'
4,9,0.001854,779,1,0.777778,968.166667,1463,'1'
1,1,0.001835,545,1,1,4.333333,4,'0'
1,1,0.257634,524,1,1,794.666667,703,'0'
1,1,0.003922,510,1,1,841.5,626,'0'
1,1,0.060904,509,1,1,833,589,'0'
1,1,0.004057,493,1,1,13,8,'0'
1,1,0.01222,491,1,1,815,574,'0'
1,1,0.00611,491,1,1,802,565,'0'
4,9,0.012128,403.111111,1,0.888889,769.5,808,'1'
1,1,0.004073,491,1,1,1,1,'0'
1,1,0.017045,528,1,1,165,117,'0'
1,1,0.097458,472,1,1,61,45,'1'
1,2,0.002608,383.5,1,1,3,3,'0'
3,8,0.004838,878.375,1,0.625,229,222,'1'
3,5,0.014181,380.8,1,0.8,144,143,'1'
1,1,0.002288,437,1,1,238.25,730,'1'
1,1,0.002299,435,1,1,236.383333,728,'0'
1,1,0,435,1,1,235.383333,727,'0'
3,15,0.007007,646.933333,1,0.866667,86,85,'1'
1,1,0.078161,435,1,1,155.833333,167,'1'
1,1,0.016949,413,1,1,100.5,94,'1'
1,1,0.009662,414,1,1,179.166667,599,'1'
1,1,0.026506,415,1,1,45,37,'1'
1,1,0.060386,414,1,1,188.566667,516,'1'
1,1,0.029484,407,1,1,213.333333,481,'1'
1,1,0.002801,357,1,1,54.5,84,'0'
1,1,0.008403,357,1,1,53.5,83,'0'
1,1,0.002809,356,0,1,52.5,82,'0'
1,1,0.092697,356,1,1,51.5,81,'0'
1,1,0.089888,356,1,1,50.5,80,'1'
1,1,0.181564,358,1,1,49.5,79,'1'
1,1,0.131285,358,1,1,48.5,78,'1'
1,1,0.043597,367,1,1,47.5,77,'1'
1,1,0.005435,368,1,1,46.5,76,'1'
1,1,0.138211,369,1,1,45.5,75,'1'
1,1,0.004831,414,1,1,93.833333,116,'0'
1,1,0.055851,376,1,1,69,69,'0'
2,3,0.019802,336.666667,1,0.666667,83,82,'1'
1,1,0.008499,353,1,1,66,65,'0'
1,1,0.306818,352,1,1,65,64,'1'
1,1,0.140893,291,1,1,61,60,'1'
1,1,0.007634,262,1,1,59,58,'0'
1,1,0.007663,261,1,1,151,144,'0'
1,1,0.196154,260,1,1,148,141,'1'
1,1,0.064,250,1,1,14,13,'1'
1,1,0.008163,245,1,1,9,9,'0'
1,1,0.012245,245,1,1,29.5,35,'1'
1,1,0.004115,243,0,1,237,490,'0'
1,1,0.004115,243,0,1,63.333333,69,'1'
1,1,0.012658,237,1,1,377.166667,483,'0'
1,1,0.012766,235,1,1,25,23,'0'
1,1,0.300448,223,0,1,291,319,'1'
1,1,0.013393,224,0,1,283,311,'0'
1,1,0.093023,215,0,1,236,263,'1'
1,1,0.007692,130,1,1,167,164,'1'
1,1,0.023077,130,1,1,139,136,'1'
1,1,0.193548,93,0,1,52,52,'0'
1,1,0.08,75,0,1,170.5,192,'1'
1,1,0.260274,73,0,1,167.5,189,'0'
1,1,0.322581,62,0,1,166.5,188,'1'
1,1,0,51,0,1,31,31,'0'
1,1,0.033898,59,0,1,90,90,'0'
1,9,0.19324,151.222222,0,0.666667,76,72,'0'
2,12,0.426801,107.583333,0,1,790.55,849,'0'
1,1,0.004938,405,0,1,485,435,'0'
1,1,0.074074,405,0,1,482,433,'0'
1,1,0.015544,386,0,1,428,393,'0'
1,1,0.018277,383,0,1,427,392,'0'
1,1,0,379,0,1,306,292,'0'
1,1,0.02168,369,0,1,291,279,'0'
1,1,0.069721,502,1,1,835,591,'0'
1,1,0.012346,486,1,1,166,118,'0'
1,1,0.002342,427,1,1,5,5,'0'
1,1,0.058411,428,1,1,154.833333,166,'0'
1,1,0.003656,547,1,1,842.5,627,'0'
1,1,0.056777,546,1,1,834,590,'0'
1,1,0.003774,530,1,1,14,9,'0'
1,1,0.011364,528,1,1,816,575,'0'
1,1,0.066038,530,1,1,800.333333,787,'0'
1,1,0.1,10,1,1,975.333333,996,'0'
1,1,0,9,1,1,974.333333,995,'0'
1,1,0.333333,15,1,1,42,34,'1'
1,1,1.833333,12,1,1,13,12,'1'
1,1,0.045455,44,0,1,90,90,'0'
1,2,0.24,12.5,1,1,863.6,978,'0'
1,1,0.015385,65,1,1,1004.75,1033,'0'
2,10,0.164099,259.6,1,0.7,20,18,'1'
3,15,0.052389,549.733333,1,0.466667,767,985,'1'
2,2,0.033133,166,1,1,555,534,'1'
1,1,0.016393,61,1,1,468,313,'1'
1,1,0.067797,59,1,1,43,27,'1'
1,1,0.22807,57,1,1,16.416667,27,'0'
1,1,0.102041,49,1,1,91.5,81,'1'
1,1,0.125,48,1,1,10,9,'0'
1,3,0.01436,255.333333,1,0.666667,39.833333,76,'1'
1,1,0.259259,27,1,1,35.5,39,'1'
1,1,0.045455,22,1,1,17,17,'0'
1,2,0.084375,160,1,1,15,15,'1'
1,1,0.363636,22,0,1,91,91,'0'
1,1,0.05,20,0,1,1,1,'0'
1,1,0.078431,51,1,1,44,28,'0'
1,1,0.016393,61,1,1,1006.75,1035,'0'
1,1,0.016393,61,1,1,469,314,'0'
1,1,0.015873,63,1,1,1005.75,1034,'0'
2,2,0.003817,262,1,1,799.5,1029,'0'
1,1,0.5,26,1,1,11.5,12,'0'
1,1,1.133333,15,1,1,16,15,'1'
1,1,0.071429,14,1,1,397.5,434,'1'
1,1,0.071429,14,1,1,31,31,'0'
1,1,0.142857,14,0,1,30,30,'1'
1,10,0.056623,98.9,0,1,69,65,'0'
1,1,0.031646,158,1,1,612,266,'0'
1,1,0.057692,156,1,1,1033.5,1070,'0'
1,1,0.013072,153,1,1,28,21,'0'
1,8,0.008441,251.75,1,0.625,786.5,553,'0'
2,6,0.012867,414.5,1,0.833333,452,437,'1'
1,1,0.006667,150,1,1,352,224,'0'
2,3,0.019217,468.333333,1,1,126,121,'1'
1,1,0.068027,147,1,1,95.5,90,'1'
1,1,0.409722,144,1,1,9.333333,17,'1'
1,1,0.007407,135,1,1,182.016667,530,'1'
1,1,0.016667,120,1,1,211.45,489,'1'
1,2,0.04,100,1,1,2,2,'1'
1,1,0.183333,120,1,1,105,99,'1'
1,1,0.093458,107,1,1,136.333333,154,'0'
1,1,1.138889,108,1,1,62.5,74,'1'
1,1,0.016949,118,1,1,14,14,'0'
1,1,0.008929,112,0,1,81,81,'0'
1,1,0.026786,112,0,1,51,51,'0'
1,1,0.071429,112,0,1,50,50,'0'
1,2,0.08,75,1,1,48,48,'1'
1,1,0.049505,101,0,1,46,46,'0'
1,10,0.156128,128.1,1,0.8,863.6,978,'0'
1,1,0.016393,122,1,1,212.45,490,'0'
1,1,0.006803,147,1,1,354,226,'0'
1,1,0.013423,149,1,1,29,22,'0'
1,1,0.006711,149,1,1,353,225,'0'
1,1,0.050955,157,1,1,1034.5,1071,'0'
1,1,0.019481,154,1,1,1001.75,1030,'0'
1,2,0.006677,674,1,1,571,258,'0'
1,1,0.018182,55,1,1,945.083333,1000,'0'
1,1,0.037037,54,1,1,57,17,'0'
1,1,0.396226,53,1,1,804,735,'1'
1,1,0.034483,87,1,1,782.5,663,'0'
3,14,0.006047,567,1,0.214286,86.503968,271,'1'
2,4,0.042419,277,1,1,251,240,'0'
2,12,0.021862,369.75,1,0.666667,326.3,827,'1'
1,1,0.012048,83,1,1,60,77,'0'
1,1,1.583333,84,1,1,57,67,'1'
1,1,0.047619,210,1,1,45.5,50,'1'
1,1,0.004831,207,1,1,304,356,'0'
1,1,0.062802,207,1,1,36,34,'1'
1,1,0.142857,203,1,1,101,93,'0'
1,1,0.069307,202,1,1,28.5,36,'1'
1,1,1.622449,196,1,1,20.5,28,'1'
1,1,0.018519,54,0,1,155.5,166,'0'
1,1,0.314815,54,1,1,14,14,'1'
1,1,0.111111,45,1,1,77,77,'1'
1,2,0,69.5,1,0.5,45,45,'1'
1,1,0.012048,83,1,1,61,78,'0'
1,1,0.036585,82,1,1,116.083333,104,'0'
1,1,0.011905,84,1,1,946.083333,1001,'0'
1,1,0,0,0,1,292,320,'0'
1,2,0.020619,48.5,1,1,102,99,'0'
1,1,0.027778,72,0,1,63,63,'0'
1,1,0,72,0,1,26,26,'0'
1,1,0.219178,73,0,1,77,73,'0'
1,2,0,0,1,0.5,67.5,79,'0'
1,1,0.244444,90,1,1,26,29,'1'
1,1,0.025641,78,1,1,67,52,'0'
1,1,0.037975,79,1,1,165,162,'0'
1,1,0.116505,103,0,1,69,65,'0'
1,1,0,43,1,1,466.25,537,'0'
1,1,0.09375,32,0,1,47,47,'0'
1,1,0.003333,300,1,1,785.333333,723,'0'
1,1,0.243333,300,1,1,857.5,613,'0'
2,2,0.007098,563.5,1,1,333,326,'1'
1,1,0.01487,269,1,1,22,17,'1'
2,2,0.009447,370.5,1,0.5,258,251,'1'
1,1,0.003333,300,1,1,787.333333,725,'0'
1,1,0.243333,300,1,1,858.5,614,'0'
1,1,0.003333,300,1,1,786.333333,724,'0'
1,1,0.014318,1327,1,1,146,139,'0'
1,3,0.077476,834.666667,1,1,278.95,664,'1'
1,1,0,0,1,1,275.95,661,'0'
1,1,6,4,1,1,275.95,661,'0'
4,5,0.023231,378.8,1,0.8,520,504,'0'
2,3,0.007566,1013.333333,1,1,255,244,'1'
1,1,0.006024,166,1,1,69,33,'0'
1,1,0.168675,166,1,1,86.204365,440,'0'
1,1,0.005917,169,1,1,575.5,385,'0'
1,1,0.630952,168,1,1,119.265476,434,'1'
1,1,0.010101,99,1,1,217,219,'0'
1,1,0.040404,99,1,1,106,108,'1'
1,1,0,0,1,1,275.95,661,'0'
1,1,0.010101,99,1,1,221,221,'0'
1,1,0.040404,99,1,1,107,109,'0'
1,2,0.068027,1249.5,1,1,275.95,661,'0'
1,2,0.004783,1359,1,1,259,133,'0'
1,1,0.005917,169,1,1,576.5,386,'0'
1,2,0.00464,1401,1,1,257,131,'0'
1,1,0.006024,166,1,1,68,32,'0'
1,1,0.095694,209,1,1,62,38,'0'
1,1,0.006098,164,1,1,62,26,'0'
1,5,0.0055,218.2,1,1,657,447,'1'
1,1,0.254545,165,1,1,598.5,419,'0'
6,14,0.01741,430.785714,1,1,460,459,'1'
1,1,0.006623,151,1,1,11.833333,18,'0'
3,4,0.016985,117.75,1,0.75,213.5,625,'1'
1,1,0.139073,151,1,1,44,36,'1'
1,1,0.006667,150,1,1,190.583333,520,'1'
2,3,0.06506,138.333333,1,0.666667,265.583333,308,'1'
1,1,0.02439,164,1,1,199.583333,220,'1'
1,1,0.305263,95,1,1,47.5,60,'0'
1,1,0.008547,117,1,1,46,45,'0'
1,1,0.012048,166,0,1,315,300,'0'
1,1,0.006098,164,1,1,63,27,'0'
2,3,0.100733,546,1,1,594,574,'0'
1,1,0,344,1,1,62,38,'0'
1,1,0.00578,346,1,1,957.583333,999,'0'
1,1,0.074713,348,1,1,18.166667,20,'0'
1,1,0.040146,274,1,1,842,600,'1'
1,1,0.010989,273,1,1,835,594,'0'
1,1,0.010989,273,1,1,5,3,'0'
1,1,0.049618,262,1,1,731,511,'1'
2,44,0.01041,257.613636,1,0.522727,706,724,'1'
1,1,0.13834,253,1,1,599.5,420,'1'
3,14,0.020024,599.285714,1,0.571429,233.016667,924,'1'
1,5,0.005777,380.8,1,0.4,416,281,'1'
1,1,0.004,250,1,1,324,206,'0'
1,1,0.012,250,1,1,317,202,'0'
2,2,0.010243,390.5,1,1,65,63,'1'
5,10,0.095813,654.4,1,0.9,126.914286,497,'1'
1,1,0.052846,246,1,1,261,190,'0'
2,2,0.158824,255,1,1,112,107,'1'
2,7,0.022611,783.428571,1,0.857143,18,18,'1'
2,3,0.018464,451.333333,1,1,195.833333,242,'1'
1,1,0.030151,199,1,1,282,667,'0'
1,1,0.066298,181,1,1,148.942857,398,'1'
1,1,0.147727,176,1,1,56,46,'1'
1,1,0.004425,226,1,1,91.833333,115,'0'
1,1,0.004425,226,1,1,90.833333,114,'0'
1,1,0.022523,222,1,1,247.5,262,'1'
1,1,0.004608,217,1,1,102.333333,122,'0'
1,1,0.010309,194,1,1,744.55,800,'0'
1,1,0.005155,194,1,1,46.5,51,'1'
1,1,0.127551,196,1,1,44.5,49,'1'
1,1,0.078125,192,1,1,43.5,48,'1'
1,1,0.005155,388,1,1,35,33,'1'
1,1,0.002577,388,1,1,32.5,40,'0'
1,1,0.005155,388,1,1,4.5,5,'0'
1,1,0.013089,382,1,1,73,69,'0'
1,1,0.002625,381,1,1,15,14,'0'
1,1,0.011494,435,1,1,40.5,50,'1'
1,1,0.007353,272,1,1,88,72,'0'
1,1,0.011029,272,0,1,21,20,'0'
1,1,0.00369,271,0,1,1,1,'0'
1,1,0.117647,204,0,1,339.5,369,'0'
1,1,0.005102,196,1,1,315,343,'0'
1,1,0.005168,387,1,1,277,276,'0'
1,1,0.022422,223,1,1,248.5,263,'0'
1,1,0.009091,220,1,1,223.5,232,'0'
1,1,0.018182,220,1,1,317,302,'0'
1,2,0.037249,349,1,1,28.733333,74,'0'
1,1,0.030151,199,1,1,283,668,'0'
1,1,0.012,250,1,1,836,595,'0'
1,1,0.004,250,1,1,325,207,'0'
1,1,0.012,250,1,1,318,203,'0'
2,4,0.003737,802.75,1,1,247,172,'0'
1,1,0.004032,248,1,1,510,258,'0'
1,1,0,0,0,1,80,76,'0'
1,1,1.829787,47,0,1,80,76,'0'
1,1,0,77,1,1,123,120,'1'
1,1,0.005263,190,1,1,944.416667,1002,'0'
1,1,0.005291,189,1,1,958.666667,977,'0'
1,1,0.026455,189,1,1,375,185,'0'
1,1,0.005405,185,1,1,945,916,'0'
2,4,0.004831,414,1,1,61,59,'0'
2,3,0.041741,375.333333,1,1,754,1160,'1'
2,2,0.08427,356,1,1,539,376,'0'
1,1,0.022472,178,1,1,63,47,'1'
1,2,0.031401,207,1,1,203.5,212,'1'
1,1,0.005814,172,1,1,183.833333,195,'0'
1,1,0.127168,173,1,1,95,85,'0'
1,1,0.017341,173,1,1,183.9,532,'1'
1,1,0.00578,173,1,1,11.5,11,'1'
1,1,0.034682,173,1,1,162,119,'0'
1,2,0.00545,367,1,1,583,521,'1'
2,4,0.044499,202.25,0,1,272.166667,448,'0'
1,1,0.022857,175,1,1,187.9,535,'0'
1,1,0.005618,178,1,1,35,25,'0'
