@relation mydataframe
@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_lcom numeric
@attribute LDHH_fanIn numeric
@attribute WCHU_numberOfAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil. numeric
@attribute ck_oo_wmc numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute ck_oo_rfc numeric
@attribute LDHH_wmc numeric
@attribute WCHU_fanOut numeric
@attribute WCHU_lcom numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil. numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil. numeric
@attribute WCHU_numberOfPublicMethods numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute bug {'1','0'}
@data
2,0,0,0,0.002264,0,0,4.8759,0,0,0,0,0,40,0,0,0.114995,0,0,12,0,2,1,0,0,136,53,0,0,0,12,1,12,0,0,0,1.01,0,32,14,'0'
3,0.002084,0.001277,2.03,0.132324,0.003014,0.000699,22.3638,0.000882,1.01,1,0,2,55,0.001794,1.01,8.5323,0,0,20,3,3,3,0,0,45,82,0.014389,7.14,3.25,3,3,1,5,2.02,0,2.04,0.027823,17,1,'1'
0,0,0,0,0.003978,0,0,7.95479,0,0,0,0,0,27,0,0,8.1394,0,0.001421,4,95,3,1,0,0,91,51,0,0,0,5,0,3,0,0,0,3.05,0,73,5,'0'
0,0,0,0,0.003978,0,0,7.95479,0,0,0,0,0,32,0,0,8.1394,0,0.001421,5,95,3,1,0,0,120,64,0,0,0,7,0,4,0,0,0,2.02,0,73,7,'0'
4,0.017875,0.009051,4.04,0.466001,0.003915,0.00828,42.2808,0.000741,2.02,24,0,1,419,0.005485,3.03,1.31291,0,0,90,0,1,17,0,0,1431,572,0.052596,12.2,17.83,27,9,2,9,3.03,0,1.01,0.019018,9,19,'1'
0,0.003898,0,0,0.048206,0.004758,0,17.6471,0,0,0,0,0,18,0,0,8.31741,0,0,5,0,1,2,0,0,78,46,0.0047,1.02,5.98,1,0,1,1,5.09,0,1.01,0.000893,8,13,'0'
0,0,0,0,0.008175,0,0,10.0345,0,0,0,0,0,13,0,0,8.15536,0,0.017775,12,61,4,1,0,0,3,32,0,2.02,0,7,1,0,1,0,0,9.1,0.001465,45,2,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,1,0,0,0.097153,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3.08,0,33,1,'0'
3,0.013834,0.044497,5.06,0.309824,0.029559,0.003616,37.4003,0.000632,1.01,10,0,2,321,0.007916,3.03,8.95618,0,0.011059,30,140,1,68,0,0,703,312,0.048245,8.09,12.55,27,1,11,11,11.12,0,1.01,0.020405,8,27,'1'
1,0.000718,0.002293,1.02,0.011635,0,0.00077,8.13684,0.000939,1.01,0,0,1,7,0.001087,1.03,0.192409,0,0.005575,0,152,2,7,0,0,15,7,0.001815,1.02,1.05,3,0,3,1,0,0,1.01,0.000889,41,5,'0'
0,0,0,0,0.003635,0,0,7.15525,0,0,1,0,0,16,0,0,0.175244,0,0.043647,4,385,6,0,0,1.02,10,16,0,1.01,0,1,0,0,0,0,0.001409,5.06,0.000996,79,5,'0'
2,0.000726,0.018648,2.69,0.040574,0.000757,0,8.02975,0,0,0,0,0,52,0,0,8.08011,0,0,2,0,1,35,0,0,91,34,0.001073,1.01,1.85,15,0,3,0,1.1,0,1.01,0.001121,8,12,'0'
0,0,0.00301,0,0.003978,0,0,7.95479,0,0,0,0,0,13,0,0,8.1394,0,0.001421,3,95,3,12,0,0,55,29,0,0,0,3,0,2,0,0,0,2.02,0,73,2,'0'
2,0.000828,0,1.01,0.016005,0,0,13.596,0.000695,0,7,0,1,115,0,0,0.338602,0,0.039883,22,416,2,1,0,1.02,820,174,0.001594,0,3.17,7,0,0,1,0,0.001409,1.01,0,8,1,'0'
20,0.007375,0,2.02,0.254233,0.007708,0.000699,20.0781,0,4.08,1,4,0,117,0.006138,1.01,8.42492,1.01,0,4,0,1,2,0.002375,0,1378,241,0.012444,1.01,12.75,5,1,3,4,5.07,0,1.01,0.000893,8,33,'0'
0,0,0,0,0.002718,0,0,6.49901,0,0,0,4,0,33,0,0,0.15305,0,0,6,38,3,4,0,0,210,61,0,0,0,5,0,0,0,0,0,1.03,0,118,4,'0'
0,0,0.010167,0,0.017045,0,0,13.1052,0,0,2,0,0,13,0,0,0.33798,0,0.043647,7,380,3,1,0,1.02,15,28,0.001098,3.04,0,2,0,0,0,0,0.001409,2.02,0.005205,38,6,'0'
22,0.016862,0.016872,6.06,1.52601,0.013453,0.000668,43.9774,0.013294,3.12,17,1,5,1042,0.010737,1.01,9.18277,0,0.015608,37,249,1,18,0,1.02,1891,1095,0.06346,14.22,19.86,22,3,1,7,6.11,0.001409,1.01,0.042296,8,39,'1'
2,0,0.016615,4.07,0.031083,0,0,11.6815,0.01202,0,36,0,0,15,0,0,8.20478,0,0,8,0,1,6,0,0,10,29,0.002844,0,0,39,1,3,0,0,0,1.01,0,8,3,'0'
3,0.000754,0.003813,1.02,0.053791,0.001174,0,7.35509,0.001311,0,6,0,0,89,0,0,0.195627,0,0,3,0,1,1,0,0,105,52,0.002434,2.02,3.04,16,0,2,0,2.06,0,1.08,0.003535,8,12,'0'
5,0,0,0,0.016968,0,0,8.94796,0,0,0,0,0,31,0,0,0.22261,0,0,11,5,2,1,0,0,21,61,0.001959,0,0,0,0,0,0,0,0,2.02,0,19,2,'0'
0,0.001911,0,2.07,0.05508,0.002103,0.0018,10.0952,0.001136,0,10,0,1,93,0,2.06,0.262712,0,0.015465,8,143,3,4,0,0,78,125,0.005596,0,2.33,16,0,6,2,2.03,0,2.02,0,40,10,'0'
0,0.002451,0,0,0.008548,0.004148,0,6.8559,0,0,0,3,0,6,0,0,8.06385,0,0,0,0,1,0,0,0,15,6,0.003788,0,1.05,0,0,0,0,1.01,0,1.01,0,8,6,'0'
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,52,5,2,0,0,3,5,0,0,0,1,1,1,0,0,0,0,0,138,2,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,4,0,0,0.097153,0,0.043647,1,384,3,1,0,1.02,3,8,0,0,0,0,0,0,0,0,0.001409,2.02,0,31,3,'0'
24,0.007987,0,2.03,0.063725,0,0.002316,15.6896,0,2.02,5,0,0,449,0.009707,2.03,8.29096,0,0.001092,13,131,1,0,0,0,351,368,0.010935,1.01,2.51,45,0,40,0,0,0,1.01,0.001096,8,3,'0'
0,0.005467,0.001559,0,0.023878,0.00667,0,17.5057,0,0,0,1,1,57,0,0,8.36355,0,0.004526,18,69,6,4,0,0,378,126,0.008272,4.05,6.72,1,2,0,2,4.05,0,13.37,0.016688,227,22,'0'
0,0.005621,0,1.02,0.062264,0,0.003402,11.9023,0,1.01,1,1,1,16,0.001009,1.03,0.341978,0,0.01888,2,61,5,0,0,0,36,20,0.007169,2.06,3.27,9,0,3,2,0,0,10.15,0.004372,49,5,'1'
1,0.000558,0.000582,2.02,0.007415,0,0.000622,11.8809,0.000774,1.01,2,1,0,7,0.000531,1.01,0.288096,0,0,1,0,1,1,0,0,6,10,0.003008,2.02,1.03,3,0,1,0,0,0,1.01,0.002653,8,3,'1'
0,0,0,0,0.083874,0,0,3.17913,0,0,0,0,0,75,0,0,0.084023,0,0,3,20,3,4,0,0,28,18,0.000886,0,0,0,1,0,0,0,0,2.08,0,84,8,'0'
2,0,0,0,0.040962,0,0,11.6504,0,1.02,0,0,0,27,0.0022,0,8.22786,0,0.021127,11,67,5,1,0,0,78,77,0.004112,3.03,0,0,0,0,0,0,0,8.22,0.00565,194,7,'0'
5,0.006758,0,4.05,0.126085,0.007708,0,27.8349,0.005606,0,17,0,0,119,0,0,8.64791,0,0.002293,14,2,2,1,0,0,630,113,0.033612,11.13,6.95,17,1,0,6,5.06,0,6.08,0.026721,41,31,'0'
0,0,0,0,0.00369,0,0,5.26853,0,0,1,0,1,7,0,0,0.124448,0,0.015465,3,143,3,1,0,0,6,10,0,0,0,1,0,0,1,0,0,2.02,0,40,3,'0'
0,0,0.006842,0,0.005441,0,0,7.45849,0,0,0,1,0,5,0,0,8.10783,0,0.043647,0,388,5,2,0,1.02,3,6,0.005954,0,0,0,0,0,0,0,0.001409,7.09,0,78,3,'0'
0,0.000617,0.005211,0,0.00556,0,0,6.84846,0,0,0,0,0,40,0,0,8.10896,0,0.001421,6,95,3,5,0,0,171,73,0.000839,0,1.18,10,0,6,0,0,0,3.05,0,73,7,'0'
3,0.003589,0.019218,1.01,0.036492,0,0,13.7497,0.002746,1.03,7,0,0,55,0.004268,0,8.30879,0,0.004526,15,52,4,5,0,0,300,78,0.035841,2.06,1.69,7,2,0,2,0,0,9.18,0.006911,129,16,'1'
0,0,0.002396,0,0.003978,0,0,7.95479,0,0,0,0,0,42,0,0,8.1394,0,0.001421,4,95,3,1,0,0,190,74,0,0,0,9,0,5,0,0,0,3.05,0,73,9,'0'
0,0.000753,0.011505,0,0.020045,0.00089,0,25.0807,0,0,2,4,0,37,0,0,8.60286,0,0.043647,11,384,5,10,0,1.02,28,55,0.015024,4.05,1.07,2,1,0,2,1.01,0.001409,8.09,0.003966,87,6,'0'
0,0,0,0,0.022169,0,0,23.7357,0,0,3,1,0,18,0,0,8.50068,0,0.043647,9,384,4,1,0,1.02,15,37,0.010668,4.04,0,3,0,0,0,0,0.001409,5.06,0.020033,69,6,'0'
2,0,0,0,0.008045,0,0,10.3262,0,0,2,0,1,31,0,0,8.15305,0,0.016601,16,12,1,1,0,0,15,55,0.000901,1.01,0,2,2,0,2,0,0,1.01,0.001096,11,4,'0'
1,0.000934,0,0,0.024402,0,0,11.0281,0,1.02,0,0,0,17,0.001009,0,8.16421,0,0.001105,10,28,4,2,0,0,28,38,0.001676,2.02,1.08,1,0,0,1,0,0,4.1,0.001683,91,2,'0'
0,0,0.005627,0,0.000678,0,0,1.06049,0,0,2,0,0,4,0,0,0.031629,0,0,1,0,1,4,0,0,6,8,0,0,0,2,0,0,0,0,0,0,0,8,4,'0'
0,0,0.005179,1.01,0.032499,0,0,11.1338,0.002341,0,2,0,0,22,0,0,0.276308,0,0,5,0,1,11,0,0,10,18,0.004793,0,0,3,0,1,1,0,0,1.01,0,8,5,'0'
0,0.001254,0,1.01,0.00853,0.001855,0,4.23423,0.001588,0,0,1,0,3,0,0,0.103102,1.01,0,1,0,1,1,0,0,3,4,0.001698,1.01,2.59,6,0,0,0,2.08,0,2.08,0.000996,8,1,'0'
0,0,0,0,0.003978,0,0,7.95479,0,0,0,0,0,27,0,0,8.1394,0,0.001421,5,95,3,1,0,0,91,54,0,0,0,5,0,3,0,0,0,2.02,0,73,5,'0'
0,0.002451,0,0,0.032553,0,0,22.2053,0,0,0,0,0,100,0,0,8.47539,0,0.025373,20,69,3,1,0,0,78,89,0.007816,3.03,1.12,1,2,0,1,0,0,4.04,0.004066,37,2,'1'
1,0.001996,0,2.03,0.063805,0,0,22.412,0.003973,1.01,4,2,2,74,0,0,8.48499,0,0.043647,15,380,3,2,0,1.02,55,81,0.013741,3.03,1.1,4,1,0,2,0,0.001409,2.02,0.003146,38,10,'1'
1,0.000718,0.002293,0,0.003435,0,0.00077,6.77104,0.000939,1.01,0,0,0,12,0.001087,1.01,0.160922,0,0.005575,0,152,2,3,0,0,66,14,0.001815,1.01,1.11,1,0,1,0,0,0,1.01,0.000889,41,11,'0'
0,0,0,0,0.015346,0,0,7.97103,0,0,0,6,0,5,0,0,0.198091,4.06,0,0,0,1,2,0.001667,0,10,5,0,0,0,1,0,1,0,0,0,1.01,0,8,5,'0'
0,0,0,0,0.001134,0,0,1.35903,0,0,0,0,0,7,0,0,0.032994,0,0,9,11,4,1,0,0,3,19,0,0,0,2,0,2,0,0,0,2.02,0,64,2,'0'
0,0,0,0,0.002781,0,0,6.92698,0,0,0,1,0,3,0,0,0.161994,0,0.016601,0,34,4,1,0,0,3,3,0,0,0,0,0,0,0,0,0,4.04,0,84,1,'0'
0,0,0.007029,0,0.002208,0,0,4.07501,0,0,0,2,0,5,0,0,0.097153,0,0.001421,2,95,2,6,0,0,91,19,0,1.01,0,0,0,0,0,0,0,2.02,0.000893,68,10,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,1,0,0,1,0,0,0.097153,0,0,0,10,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.02,0,13,0,'1'
0,0.001639,0,0,0.043557,0,0,18.4584,0,1.01,0,0,1,8,0.00065,0,8.34492,0,0.03264,6,28,2,1,0,0,21,17,0.001956,1.03,2.12,0,0,0,1,0,0,7.09,0.000798,25,3,'0'
1,0.010203,0,2.03,0.112996,0,0,25.0221,0.001814,1.01,3,0,0,66,0.008746,0,8.58924,0,0.00326,14,19,2,2,0,0,78,89,0.016791,5.07,7,3,0,0,3,0,0,6.15,0.015267,37,2,'1'
3,0,0,0,0.001713,0,0,2.27054,0,0,4,0,0,37,0,0,0.055791,0,0,3,0,1,0,0,0,45,40,0.001073,0,0,4,0,0,0,0,0,1.01,0,8,7,'0'
3,0,0,0,0.005657,0,0,5.0061,0,0,1,0,0,74,0,0,0.120669,0,0.034175,8,388,3,1,0,0,21,47,0.001911,0,0,1,0,0,0,0,0,4.04,0,33,4,'0'
0,0,0.004329,0,0.003703,0,0,9.05061,0,0,5,1,0,5,0,0,0.22698,0,0,4,0,1,9,0,0,1,11,0,1.01,0,6,1,1,0,0,0,2.03,0.000865,23,2,'0'
0,0,0,0,0.003978,0,0,7.95479,0,0,0,0,0,28,0,0,8.1394,0,0.001421,4,95,3,1,0,0,105,55,0,0,0,5,0,3,0,0,0,3.05,0,73,6,'0'
0,0,0,0,0.004099,0,0,6.15815,0,0,2,2,1,8,0,0,0.158651,1.02,0.043647,4,419,7,2,0.001203,1.02,3,12,0.0021,0,0,2,0,0,1,0,0.001409,5.07,0,115,3,'0'
1,0.00384,0,1.01,0.040617,0.00473,0.005091,20.5304,0,1.01,0,0,0,71,0.000742,1.01,8.44099,0,0.001014,16,6,2,1,0,0,231,90,0.022274,2.02,5.95,8,2,8,0,4.04,0,5.05,0.009085,30,20,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,3,0,0,0.097153,0,0,1,2,2,1,0,0,3,4,0,0,0,2,1,2,0,0,0,3.08,0,33,3,'0'
0,0,0.0022,0,0.003081,0,0,6.36941,0,0,0,0,0,28,0,0,8.098,0,0.001421,4,97,4,4,0,0,105,58,0,0,0,5,0,3,0,0,0,3.05,0,79,5,'0'
0,0.00985,0.004829,3.03,0.059282,0.011783,0.0085,13.4356,0,0,0,3,0,30,0,3.03,8.25572,0,0,0,0,1,2,0,0,91,20,0.015062,1.01,4.7,4,1,4,0,4.07,0,1.01,0.000798,8,14,'0'
0,0.000845,0,0,0.000643,0.000847,0,1.5732,0,0,2,0,0,18,0,0,0.037167,0,0.035941,1,397,7,1,0,0,28,26,0.000895,0,1.13,2,0,0,0,1.02,0,9.11,0,102,8,'0'
0,0.003807,0.000798,2.05,0.036902,0.004918,0,12.7614,0.000965,0,1,0,1,43,0,0,8.21487,0,0,7,0,1,1,0,0,45,69,0.008388,2.02,3.43,15,0,0,1,2.02,0,1.01,0.001705,8,5,'1'
0,0,0.00099,1.01,0.009749,0,0,9.33444,0.000513,0,6,0,0,37,0,0,0.223337,0,0,7,0,1,13,0,0,36,54,0.001742,0,0,8,1,2,1,0,0,1.01,0,8,6,'0'
0,0,0,0,0.003978,0,0,7.95479,0,0,0,0,0,19,0,0,8.1394,0,0.001421,4,95,3,1,0,0,66,39,0,0,0,3,0,2,0,0,0,2.02,0,73,3,'0'
1,0.004061,0.003652,2.02,0.023457,0.004484,0,10.3083,0.002746,0,9,0,0,131,0,0,8.15721,0,0.012058,5,28,2,11,0,0,666,169,0.00929,1.01,3.05,9,3,0,0,2.03,0,3.03,0.000909,30,24,'0'
0,0,0.000528,0,0.002599,0,0,5.2415,0,0,0,0,0,4,0,0,0.129752,1.01,0.000944,2,6,3,0,0.001086,0,1,6,0,1.01,0,1,0,1,1,0,0,0,0.001121,18,2,'0'
0,0,0.001034,0,0.002589,0,0,5.41015,0,0,1,0,1,6,0,0,0.129025,0,0,6,18,2,2,0,0,6,25,0,1.01,0,1,1,0,2,0,0,4.04,0.009162,62,2,'0'
0,0,0.006842,0,0.003978,0,0,7.95479,0,0,0,0,0,27,0,0,8.1394,0,0.001421,5,95,3,2,0,0,91,53,0,0,0,5,0,3,0,0,0,2.02,0,73,5,'0'
5,0,0,0,0.012067,0,0,10.7828,0,0,0,0,0,51,0,0,8.19873,0,0.033088,12,58,3,1,0,0,91,110,0.000737,0,0,3,0,3,0,0,0,0,0,34,1,'0'
0,0,0,0,0.00431,0,0,9.60428,0,0,0,0,1,31,0,0,0.22883,0,0,13,18,2,1,0,0,10,66,0.00089,1.01,0,0,0,0,2,0,0,4.04,0.001497,62,2,'0'
1,0.000718,0.003716,0,0.00869,0.000787,0,7.83265,0,0,0,0,0,34,0,0,8.13529,0,0,1,0,1,18,0,0,231,48,0.000925,0,1.41,20,0,0,0,1.02,0,1.01,0,8,21,'0'
0,0,0,0,0.001371,0,0,4.08525,0,0,0,0,0,2,0,0,0.096569,0,0.043647,0,388,7,0,0,1.02,1,2,0,0,0,2,0,0,0,0,0.001409,5.06,0,87,2,'0'
2,0.021675,0,1.01,0.108177,0.022242,0.011228,2.62803,0,0,2,0,0,129,0,1.01,8.01227,0,0.014899,12,170,3,1,0,0,300,130,0.031085,1.01,3.47,3,1,1,3,2.02,0,1.01,0.012709,67,4,'1'
0,0.010667,0.014706,3.04,0.124182,0,0.001884,24.2321,0.001468,0,2,4,2,212,0,2.03,0.704466,3.04,0.050455,20,133,2,7,0.006412,0,210,171,0.03608,2.02,3.9,6,3,4,5,0,0,6.13,0.003357,46,3,'1'
2,0.007271,0.002047,4.05,0.629008,0.008922,0.002272,14.9141,0.008767,2.03,5,0,2,92,0.003324,1.01,0.415469,0,0.004944,12,42,2,3,0,0,666,170,0.014932,5.09,359.48,6,0,1,3,9.29,0,4.07,0.008542,310,32,'1'
0,0,0,0,0.001714,0,0,1.70656,0,0,3,0,0,4,0,0,0.038262,0,0,1,0,1,0,0,0,1,8,0,0,0,6,0,1,0,0,0,2.03,0,23,2,'0'
0,0,0,0,0.003978,0,0,7.95479,0,0,0,0,0,14,0,0,8.1394,0,0.001421,3,95,2,4,0,0,66,30,0,0,0,3,0,2,0,0,0,2.02,0,68,3,'0'
0,0,0,0,0.012623,0,0,8.8113,0,0,0,1,2,62,0,0,8.09315,1.01,0,5,0,1,1,0,0,231,83,0.020031,1.01,0,11,0,0,3,0,0,1.01,0.000909,25,18,'0'
0,0.018467,0.001542,1.01,0.176695,0.023633,0,27.658,0.00084,0,10,0,1,150,0,0,8.61211,0,0.039372,10,49,4,8,0,1.02,351,143,0.030716,1.01,11.58,10,0,0,3,9.1,0.001409,24.4,0.000993,148,25,'1'
0,0.001132,0,0,0.006807,0.001198,0,10.302,0,0,0,0,0,29,0,0,8.16145,0,0,14,0,1,1,0,0,210,77,0.001851,0,1.2,2,1,0,0,1.01,0,1.01,0,21,16,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,4,0,0,0.097153,0,0.005044,0,11,6,1,0,1.01,10,5,0,0,0,1,0,1,0,0,0.004395,3.1,0,47,4,'0'
1,0.001778,0,1.01,0.016241,0.00206,0,14.7972,0.000695,0,16,0,0,43,0,0,8.27367,0,0.016601,16,26,1,4,0,0,190,76,0.005148,2.04,2.37,17,1,0,1,2.02,0,1.01,0.005564,8,17,'0'
0,0,0,0,0.022841,0,0,8.1662,0,0,0,3,3,11,0,0,8.1991,0,0,9,18,2,3,0,0,10,23,0.010792,2.02,0,1,1,0,4,0,0,1.01,0.010653,62,2,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,2,0,0,1,0,0,0.097153,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1.01,0,8,1,'0'
1,0,0,0,0.003923,0,0,2.61009,0,0,0,0,0,15,0,0,0.067947,0,0,4,0,1,1,0,0,6,15,0,0,0,2,0,2,1,0,0,0,0,8,3,'0'
0,0.008889,0.006808,0,0.023033,0,0,19.3262,0.000442,0,1,14,1,141,0,0,8.40219,0,0,17,0,1,36,0,0,1431,244,0.014014,3.06,4.61,18,3,0,6,0,0,1.01,0.012109,8,16,'0'
0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0.032846,1,386,6,0,0,0,3,7,0,0,0,2,0,0,0,0,0,5.06,0,85,3,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,5,0,0,0.097153,0,0,2,1,3,3,0,0,3,6,0,0,0,3,0,3,0,0,0,1.01,0,31,3,'0'
0,0,0.009296,0,0.003817,0,0,6.70304,0,0,1,2,0,6,0,0,8.10942,0,0.001421,4,95,3,8,0,0,15,13,0,1.01,0,2,0,0,0,0,0,3.05,0.00143,73,4,'0'
1,0.002167,0,0,0.017603,0,0,15.1859,0,0,3,1,0,53,0,0,0.381131,0,0.039883,5,402,2,4,0,1.02,78,34,0.009211,0,3.71,4,1,0,0,0,0.001409,1.01,0,8,7,'1'
1,0,0,0,0.002302,0,0,2.27054,0,0,4,0,0,30,0,0,0.055791,0,0,2,0,1,1,0,0,45,24,0.001073,0,0,4,0,0,0,0,0,0,0,16,9,'0'
0,0.00075,0.000869,0,0.015439,0.003941,0,8.432,0,0,4,1,0,48,0,0,8.10494,0,0,5,0,1,3,0,0,10,37,0.002743,1.01,1.04,10,0,0,0,1.04,0,1.01,0.000823,8,4,'1'
0,0,0.004059,0,0.003978,0,0,7.95479,0,0,0,0,0,16,0,0,8.1394,0,0.001421,2,95,3,5,0,0,78,31,0,0,0,13,0,3,0,0,0,2.02,0,76,4,'0'
1,0.001852,0,1.01,0.03345,0.003124,0.000741,19.5611,0,0,0,0,0,43,0,1.01,8.43936,0,0.001014,15,6,2,1,0,0,105,61,0.009907,3.13,2.27,7,0,7,0,2.02,0,3.03,0.014481,23,13,'0'
0,0,0,0,0.009331,0,0,10.025,0,0,2,0,0,26,0,0,8.16441,0,0,11,18,2,1,0,0,15,49,0.001098,2.02,0,2,2,0,1,0,0,4.04,0.010266,62,1,'0'
0,0,0.008103,0,0.009162,0,0,7.282,0,0,1,2,0,12,0,0,0.176942,0,0.043647,5,386,6,4,0,1.02,15,21,0,0,0,1,0,0,1,0,0.001409,8.1,0,95,5,'0'
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,2,3,0,0,28,16,0,0,0,2,0,2,0,0,0,0,0,16,8,'0'
0,0,0,0,0.002058,0,0,2.36846,0,0,1,0,0,5,0,0,0.058891,0,0.033474,1,384,4,1,0,0,6,10,0,0,0,4,0,1,0,0,0,2.02,0,41,4,'0'
0,0,0.00099,0,0.004061,0,0,6.70304,0,0,2,0,0,4,0,0,8.10942,0,0,1,0,2,3,0,0,3,4,0,0,0,2,0,0,0,0,0,1.01,0,15,2,'0'
0,0,0,1.01,0.014081,0,0,3.3409,0,0,0,0,0,10,0,1.01,0.086084,0,0,3,2,2,1,0,0,3,11,0.001269,1.02,0,2,0,2,0,0,0,4.05,0.001178,15,2,'1'
0,0.001327,0.003679,0,0.409688,0.00091,0,19.8456,0,0,3,4,3,418,0,0,8.3719,1.01,0.043647,13,412,5,4,0.001086,1.02,253,498,0.003188,0,2.82,3,0,0,4,1.03,0.001409,5.06,0,94,22,'0'
1,0,0,0,0,0,0,0,0,0,2,0,0,26,0,0,0,0,0,9,2,2,0,0,0,66,54,0,0,0,5,1,3,0,0,0,0,0,41,11,'0'
0,0.000472,0,0,0.001312,0.000441,0,4.39643,0,0,0,2,0,33,0,0,0.105923,0,0,5,2,1,6,0,0,171,78,0.000886,0,1.18,4,0,3,0,1.01,0,1.01,0,8,1,'0'
2,0,0,0,0,0,0,0,0,0,3,0,0,33,0,0,0,0,0,5,0,1,1,0,0,36,31,0,0,0,3,0,0,0,0,0,0,0,16,7,'0'
0,0,0.000857,1.01,0.002996,0,0,6.55214,0.001021,0,2,3,1,19,0,0,0.158845,1.01,0.043647,5,384,5,1,0.000798,1.02,36,29,0,2.02,0,2,0,0,1,0,0.001409,5.06,0.002371,76,9,'0'
0,0,0,1.01,0.006197,0,0,10.8205,0.001692,0,0,0,0,8,0,0,0.267914,0,0.043647,2,398,7,1,0,1.02,28,10,0,0,0,0,0,0,0,0,0.001409,4.05,0,107,8,'0'
3,0.00209,0,0,0.009956,0,0,4.11229,0,2.04,3,0,1,36,0.003312,0,0.223952,0,0,11,19,3,1,0,0,10,58,0.043181,0,2.11,3,0,0,1,0,0,1.01,0,67,1,'0'
0,0.004446,0.003472,2.06,0.03076,0.006912,0.002,10.9438,0.00303,0,2,0,0,3,0,1.01,0.269141,0,0,1,0,1,5,0,0,3,5,0.005665,2.05,4.54,6,0,1,1,4.12,0,1.01,0.001989,8,3,'0'
0,0,0,0,0.010783,0,0,16.213,0,0,2,0,0,18,0,0,0.393339,0,0.043647,8,412,5,0,0,1.02,21,39,0.003463,2.02,0,2,0,0,1,0,0.001409,5.06,0.002688,94,7,'1'
0,0,0,0,0.005542,0,0,11.2364,0,0,2,0,0,49,0,0,8.17546,0,0.043647,12,421,5,1,0,1.02,10,73,0.008624,2.02,0,2,0,0,0,0,0.001409,5.06,0.002216,93,5,'1'
0,0,0,0,0.003817,0,0,6.70304,0,0,0,0,0,25,0,0,8.10942,0,0.001421,4,95,2,3,0,0,105,51,0,0,0,5,0,3,0,0,0,2.02,0,68,6,'0'
0,0,0,0,0.004744,0,0,9.38026,0,0,8,0,0,37,0,0,8.13835,0,0,25,0,1,2,0,0,21,61,0,1.04,0,8,2,0,1,0,0,1.01,0.001121,8,2,'0'
0,0,0,0,0.040186,0,0,12.7087,0,0,3,0,0,46,0,0,8.21217,0,0.016652,5,61,4,1,0,0,15,34,0.004303,0,0,4,0,0,0,0,0,8.09,0,45,3,'1'
0,0.000779,0.006047,0,0.002359,0.000905,0,4.06989,0,0,4,0,0,14,0,0,0.095956,0,0,1,0,1,7,0,0,45,12,0.000901,1.01,1.17,4,0,0,1,1.02,0,1.01,0.001096,8,10,'0'
0,0,0,0,0.001369,0,0,1.47165,0,0,3,0,0,0,0,0,7.91776,0,0,0,4,3,1,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,19,1,'0'
6,0,0,0,0.014907,0,0,9.2993,0,0,0,0,0,38,0,0,8.17119,0,0,3,0,1,0,0,0,91,59,0,0,0,3,0,3,2,0,0,1.01,0,8,8,'1'
