@relation mydataframe
@attribute v.g. numeric
@attribute ev.g. numeric
@attribute iv.g. numeric
@attribute l numeric
@attribute d numeric
@attribute i numeric
@attribute e numeric
@attribute lOComment numeric
@attribute lOBlank numeric
@attribute locCodeAndComment numeric
@attribute uniq_Opnd numeric
@attribute total_Opnd numeric
@attribute bug {'1','0'}
@data
5,5,3,0.04,24.12,32.4,18846.94,0,2,0,25,67,'0'
3,1,3,0.05,20.86,70.3,30588.43,1,2,0,32,89,'0'
8,1,6,0.05,19.8,40.86,16016.87,6,5,0,25,66,'0'
6,3,2,0.05,20.92,20.9,9147.95,0,3,1,13,34,'0'
4,1,3,0.06,18,9.56,3097.41,0,2,0,4,18,'0'
2,1,2,0.1,9.82,26.48,2554.12,2,3,0,14,25,'0'
3,1,2,0.1,9.6,35.42,3264,0,2,0,20,32,'0'
7,4,6,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.3,3.33,20.93,232.53,2,1,0,6,10,'0'
8,1,3,0.03,39.43,32.68,50838.75,8,5,0,30,91,'0'
13,1,13,0,0,0,0,0,0,0,0,0,'0'
7,1,6,0.04,25.54,36.25,23635.66,8,8,0,28,65,'0'
1,1,1,0.3,3.33,20.93,232.53,2,1,0,6,10,'0'
1,1,1,0.56,1.8,21.67,70.2,0,2,0,5,6,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.67,1.5,27.47,61.81,0,0,0,6,6,'0'
4,3,3,0.11,9.21,58.91,5001.85,2,5,2,28,43,'0'
1,1,1,0.19,5.25,16.37,451.25,0,2,0,6,7,'0'
1,1,1,0.4,2.5,6.2,38.77,0,0,0,1,1,'0'
1,1,1,0.4,2.5,7.86,49.13,0,1,0,2,2,'0'
1,1,1,0.4,2.5,7.86,49.13,0,1,0,2,2,'0'
4,4,1,0.05,20.36,19.08,7907.09,6,4,0,14,30,'0'
2,1,2,0.17,5.79,16.59,555.43,0,0,0,7,9,'0'
2,1,2,0.21,4.8,13.11,301.96,0,4,0,5,6,'0'
2,1,1,0.28,3.6,12.49,161.9,0,2,0,5,6,'0'
3,3,1,0.06,17.61,20.26,6280.51,1,6,0,14,29,'0'
3,3,1,0.06,17.57,21.63,6675.33,2,6,0,15,31,'0'
3,3,1,0.06,18.13,24.82,8160,1,6,0,15,32,'0'
3,3,1,0.06,16.62,19.88,5488.77,1,6,0,13,27,'0'
1,1,1,0.2,4.9,13.9,333.76,1,1,0,5,7,'0'
4,1,4,0.13,7.96,28.57,1810.7,0,8,0,13,23,'0'
2,1,2,0.09,11.7,41.45,5674.5,3,5,0,20,39,'0'
8,6,4,0.03,28.89,24.16,20163.7,15,27,1,18,52,'0'
9,7,5,0.03,30.5,27.23,25327.71,16,27,1,21,61,'0'
9,7,5,0.03,30.95,33.75,32336.65,16,27,1,21,65,'0'
12,6,4,0.03,38.8,32.64,49149.13,17,30,4,23,85,'0'
7,5,3,0.04,27.64,20.08,15341.79,12,25,1,14,43,'0'
4,1,4,0.06,16.55,42.16,11541.82,4,6,0,22,56,'0'
3,3,3,0.15,6.87,16.68,788.52,0,6,0,8,10,'0'
2,1,2,0.09,11.73,45.55,6264.52,3,5,0,22,43,'0'
8,6,3,0.04,27.82,21.47,16617.61,7,17,3,17,43,'0'
4,4,2,0.06,17,21.65,6256.29,1,14,0,13,26,'0'
9,7,4,0.03,28.75,24.54,20280.66,8,16,3,20,50,'0'
9,7,4,0.04,28.05,28.64,22536.92,8,16,3,20,51,'0'
10,6,3,0.03,30.5,30.61,28471.2,7,22,6,23,61,'0'
7,5,2,0.04,23.75,19.75,11141.81,4,14,3,14,35,'0'
1,1,1,0.15,6.67,26.76,1189.18,2,4,0,12,16,'0'
3,3,2,0.11,9.27,18.54,1593.94,0,1,1,11,17,'0'
4,4,1,0.05,20.36,19.08,7907.09,6,4,0,14,30,'0'
4,1,2,0.05,21.2,29.26,13152.29,0,1,0,20,53,'0'
1,1,1,0.5,2,7.75,31.02,0,0,0,2,2,'0'
2,1,2,0.09,11,8.31,1005.14,0,2,0,3,6,'0'
2,1,1,0.17,5.83,13.32,453.3,0,1,0,6,10,'0'
2,1,1,0.12,8.33,12.48,866.67,0,1,0,6,10,'0'
7,1,7,0.03,31.25,84.9,82911.41,18,13,13,72,180,'0'
6,6,5,0.05,20.24,32.93,13488.42,0,6,0,21,50,'0'
5,4,3,0.07,15,36.53,8220.18,2,5,0,21,42,'0'
4,4,3,0.1,10.29,27.91,2957.95,2,3,0,17,25,'0'
5,4,3,0.07,15,36.53,8220.18,2,5,0,21,42,'0'
6,4,3,0.06,16.36,37.2,9961.52,2,5,0,22,45,'0'
31,24,10,0.01,70.91,37.91,190629.72,0,21,0,33,180,'0'
3,1,1,0.09,11.43,13.23,1728.41,5,1,0,7,16,'0'
4,1,4,0.06,16.32,42.02,11191.71,0,6,0,25,51,'0'
16,10,13,0.03,31.88,27.82,28266.79,0,2,0,16,68,'0'
42,35,24,0.01,85.5,92.16,673693.46,26,7,0,48,304,'0'
31,24,13,0.01,84.03,92.87,655746.45,54,7,0,49,305,'0'
3,1,2,0.08,12.13,22.42,3300.84,0,4,0,15,26,'0'
17,8,14,0.01,87,48.9,370122.64,0,31,0,46,276,'0'
4,4,3,0.07,13.76,31.37,5943.69,2,5,0,17,36,'0'
24,20,15,0.02,65.03,36,152269.83,23,8,2,31,168,'0'
5,4,5,0.05,22.19,28.2,13888.67,0,5,0,18,47,'0'
4,1,4,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
9,6,8,0.06,16.64,45.41,12574.87,13,8,4,25,64,'0'
1,1,1,0.18,5.67,64.78,2080.03,6,8,0,27,34,'0'
2,1,2,0.07,13.72,41.99,7904.21,10,5,0,25,49,'0'
4,4,2,0.06,17.25,16.96,5046.71,12,4,0,10,23,'0'
1,1,1,0.07,14.65,125.9,27031.12,19,20,0,59,133,'0'
1,1,1,0.06,16.2,165.61,43462.77,27,23,0,70,189,'0'
1,1,1,0.06,15.56,130.52,31589.12,20,20,0,61,146,'0'
1,1,1,0.04,25.7,241.86,159693.22,67,49,0,115,394,'0'
2,1,2,0.33,3,16.73,150.57,6,1,0,6,6,'0'
4,3,1,0.07,13.54,19.74,3617.33,0,2,0,13,22,'0'
5,4,5,0.06,17.09,72.23,21099.41,18,8,0,44,94,'0'
8,8,7,0.09,11,30.4,3677.93,8,3,0,14,28,'0'
1,1,1,0.3,3.33,25.79,286.51,2,2,0,9,10,'0'
6,6,2,0.05,19.69,21.96,8514.17,11,7,0,13,32,'0'
1,1,1,0.67,1.5,5.33,12,0,0,0,1,1,'0'
2,1,1,0.13,8,51.68,3307.46,11,9,0,20,40,'0'
3,3,2,0.12,8.11,43.11,2841.67,11,6,0,21,31,'0'
1,1,1,0.1,9.84,37.89,3670.35,6,7,0,19,34,'0'
2,1,2,0.12,8.27,36.12,2468.06,6,5,0,15,31,'0'
2,1,2,0.16,6.13,36.14,1359.48,6,5,0,15,23,'0'
7,6,7,0.05,20.89,37.28,16271.82,11,9,0,28,65,'0'
1,1,1,0.23,4.31,33.65,624.38,3,4,0,13,14,'0'
1,1,1,0.24,4.09,31.97,535.09,4,3,0,11,15,'0'
2,1,2,0.15,6.88,92.66,4379.75,13,12,0,36,55,'0'
1,1,1,0.3,3.33,25.79,286.51,1,2,0,9,10,'0'
1,1,1,0.5,2,30.47,121.89,2,1,0,8,8,'0'
8,7,6,0.07,14.17,54.99,11035.79,17,10,0,36,60,'0'
12,12,12,0.06,17.7,58.69,18382.22,8,8,0,33,73,'0'
2,1,2,0.15,6.57,34.61,1494.55,7,4,0,14,23,'0'
1,1,1,0.13,7.81,37.64,2294.61,10,7,0,13,29,'0'
1,1,1,0.16,6.13,34.68,1300.93,4,3,0,12,21,'0'
1,1,1,0.24,4.09,31.97,535.09,4,3,0,11,15,'0'
5,5,5,0.13,7.56,33.95,1941.78,7,4,0,16,22,'0'
4,4,4,0.1,9.6,38.54,3552,9,6,0,20,32,'0'
5,5,4,0.07,13.5,45.81,8348.29,12,11,0,26,54,'0'
1,1,1,0.32,3.11,34.49,333.86,3,2,0,9,14,'0'
5,5,4,0.11,8.89,34.29,2712.89,4,4,0,19,26,'0'
2,1,2,0.08,12.09,60.18,8797.96,9,10,0,33,57,'0'
1,1,1,0.5,2,17.43,69.74,0,0,0,5,5,'0'
9,3,3,0.06,18.05,16.69,5436.57,0,3,0,10,19,'0'
3,1,3,0.09,10.97,28.35,3410.3,0,7,0,16,27,'0'
10,3,4,0.05,18.9,34.49,12318.65,0,4,0,25,45,'0'
2,1,1,0.27,3.67,22.38,300.83,0,3,0,9,11,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
2,1,1,0.1,10.29,16.71,1768.15,2,3,0,7,18,'0'
4,3,1,0.06,17.14,10.03,2946.78,0,2,0,7,15,'0'
6,6,2,0.02,65,11.17,47184.19,3,4,0,8,52,'0'
5,5,3,0.05,18.46,17.89,6098.63,1,2,3,13,30,'0'
2,1,2,0.19,5.25,8.86,244.16,0,1,0,4,7,'0'
3,1,3,0.12,8.39,48.44,3406.91,0,5,0,22,41,'0'
4,1,3,0.29,3.5,29.2,357.65,1,2,0,10,10,'0'
9,1,6,0.04,23.83,43.01,24432.66,1,3,0,36,78,'0'
4,4,2,0,0,0,0,0,0,0,0,0,'0'
8,3,5,0,0,0,0,0,0,0,0,0,'0'
11,5,7,0.02,48,29.16,67179.48,6,16,0,28,96,'0'
8,8,1,0.07,13.5,15.92,2900.87,0,1,0,6,18,'0'
4,1,4,0.09,11,31.23,3778.31,2,3,0,18,33,'0'
6,1,1,0.04,26,10.97,7416.43,0,2,0,7,28,'0'
2,1,2,0.11,9,12.89,1044,1,2,0,7,14,'0'
3,1,3,0.12,8.03,23.39,1511.1,0,1,0,13,19,'0'
5,1,1,0.11,9.33,20.51,1786.75,2,2,0,9,28,'0'
2,1,2,0.13,8,12.37,791.93,0,1,0,6,12,'0'
2,1,2,0.13,7.5,25.93,1458.65,0,1,0,10,15,'0'
7,3,2,0.04,26.5,24.19,16988.37,6,15,5,18,53,'0'
8,4,3,0.03,30.45,28.5,26428.27,7,18,5,20,58,'0'
9,9,1,0.06,15.71,20.55,5074.29,0,1,1,7,22,'0'
4,1,3,0.04,22.61,35.53,18163.4,0,1,0,23,65,'0'
1,1,1,0.33,3,13.84,124.54,1,0,0,5,5,'0'
4,4,2,0.06,17.77,17.04,5382.71,0,1,0,11,23,'0'
4,4,2,0.06,17.77,17.04,5382.71,0,1,0,11,23,'0'
2,1,2,0.18,5.63,23.98,758.74,0,1,0,8,10,'0'
7,5,2,0.05,19.5,25.83,9821.35,4,13,2,17,39,'0'
9,7,3,0.03,28.72,25.57,21094.35,7,15,3,18,47,'0'
1,1,1,0.19,5.25,6.04,166.42,0,0,0,2,3,'0'
9,5,5,0,0,0,0,0,0,0,0,0,'0'
6,1,1,0.11,8.77,26.48,2036.15,0,5,0,13,19,'0'
4,4,1,0.11,9.17,12.22,1026.67,0,2,0,6,11,'0'
10,8,2,0.05,18.95,26.12,9377.02,0,4,1,19,40,'0'
25,1,1,0,0,0,0,0,0,0,0,0,'0'
5,1,4,0.07,13.36,18.55,3308.7,0,3,0,14,22,'0'
3,1,2,0.07,13.85,25.48,4885.45,6,10,0,13,36,'0'
3,1,1,0.16,6.13,11.3,423.78,0,1,0,4,7,'0'
3,1,1,0.16,6.13,11.3,423.78,0,1,0,4,7,'0'
2,1,1,0.4,2.5,11.41,71.32,0,0,0,4,4,'0'
1,1,1,0.33,3,9.51,85.59,0,0,0,3,3,'0'
5,4,4,0.06,17.6,15.22,4715.48,0,1,0,10,22,'0'
24,4,12,0.02,54.86,32.95,99171.92,0,11,0,22,142,'0'
3,3,2,0.06,17.22,35.73,10597.55,3,5,0,18,62,'0'
34,28,7,0.02,40.82,48.48,80766.63,10,5,1,38,141,'0'
11,4,7,0,0,0,0,0,0,0,0,0,'0'
11,5,6,0,0,0,0,0,0,0,0,0,'0'
3,3,2,0.11,9.5,22.27,2009.44,2,3,0,13,19,'0'
3,3,2,0.1,10,14.06,1406.48,0,0,1,5,10,'0'
3,1,1,0.03,29.86,12.57,11205.18,4,5,0,7,38,'0'
3,1,3,0.09,11,10.24,1238.47,1,1,0,6,11,'0'
3,1,2,0.08,13.14,15.37,2652.35,0,0,0,11,17,'0'
3,1,3,0.09,11,10.24,1238.47,1,1,0,6,11,'0'
2,1,2,0.11,8.75,6.88,527,0,0,0,2,5,'0'
3,1,2,0.07,13.5,15.99,2914.69,0,0,0,12,18,'0'
2,1,1,0.04,25.38,9,5793.68,0,1,0,4,29,'0'
1,1,1,0.4,2.5,7.86,49.13,0,0,0,2,2,'0'
1,1,1,0.2,5,9,225,0,0,0,3,6,'0'
2,1,2,0.13,8,12.21,781.38,1,0,0,5,8,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
3,1,3,0.12,8.18,18.8,1258.37,1,2,0,11,15,'0'
4,3,4,0.11,9.29,23.55,2031.02,7,3,0,14,20,'0'
3,1,3,0.12,8.18,18.8,1258.37,1,2,0,11,15,'0'
4,3,4,0.11,9.29,23.55,2031.02,7,3,0,14,20,'0'
1,1,1,0.29,3.5,18.44,225.85,2,1,0,6,7,'0'
2,1,2,0.22,4.5,21.33,432,1,1,1,8,9,'0'
3,3,2,0.1,9.75,20.96,1992.21,2,3,0,12,18,'0'
3,1,3,0.09,10.89,31.22,3702.22,6,9,1,18,28,'0'
2,1,2,0.15,6.67,8.3,369.01,0,0,0,3,5,'0'
6,1,6,0.06,16.39,52.23,14034.78,5,6,0,28,51,'0'
7,4,6,0.05,21,44.65,19690.79,11,8,0,28,56,'0'
6,1,1,0.05,21.82,18.85,8971.6,1,2,2,11,24,'0'
1,1,1,0.33,3,8,72,0,0,0,2,2,'0'
4,3,2,0.07,14,10.35,2029.25,1,1,0,7,14,'0'
1,1,1,0.4,2.5,10.8,67.5,0,0,0,3,3,'0'
1,1,1,0.1,10,5.43,542.84,0,0,0,1,4,'0'
1,1,1,0.07,15.13,93.28,21339.34,5,8,0,36,99,'0'
1,1,1,0.06,15.83,82.41,20659.4,5,7,0,33,95,'0'
2,1,2,0.15,6.65,31.35,1386.26,0,0,0,10,19,'0'
3,1,3,0.1,10.15,31.16,3212.3,0,3,1,13,24,'0'
1,1,1,0.22,4.58,36.83,771.46,0,2,0,13,17,'0'
1,1,1,0.15,6.5,19.08,806,0,3,0,8,13,'0'
2,1,2,0.34,2.92,20.16,171.53,0,0,0,6,7,'0'
4,1,4,0.12,8.57,37.66,2767.21,0,2,0,21,30,'0'
2,1,1,0.07,13.93,13.34,2588.53,6,3,0,7,15,'0'
3,3,2,0,0,0,0,0,0,0,0,0,'0'
4,4,2,0.05,19.56,14.25,5448.79,1,1,0,9,22,'0'
15,11,10,0.03,35,61.13,74890.04,3,11,0,44,140,'0'
4,4,2,0.05,19.56,14.25,5448.79,1,1,0,9,22,'0'
2,1,2,0.06,16,24.25,6207.53,6,8,0,11,32,'0'
4,4,2,0.05,19.56,14.25,5448.79,1,1,0,9,22,'0'
4,1,3,0.09,11.14,23.2,2880.7,0,1,1,14,26,'0'
22,22,8,0.01,83.59,58.13,406148.33,0,13,0,34,406,'0'
8,8,4,0.02,47.69,19.25,43785.34,7,6,0,13,62,'0'
11,5,4,0,0,0,0,0,0,0,0,0,'0'
2,1,2,0.17,6.02,65.93,2391.55,0,3,0,44,53,'0'
1,1,1,0.44,2.29,24.22,126.52,0,2,0,7,8,'0'
2,1,2,0.08,12.6,17.7,2809.44,2,5,0,10,21,'0'
16,10,11,0,0,0,0,0,0,0,0,0,'0'
2,1,2,0.11,9.22,524.75,44654.86,3,21,0,129,340,'0'
1,1,1,0.2,4.93,559.62,13602.7,0,43,0,86,212,'0'
1,1,1,0.22,4.62,212.8,4533.02,0,1,0,39,90,'0'
1,1,1,0.21,4.76,405.82,9185.57,0,2,0,66,157,'0'
3,1,3,0.16,6.18,48.25,1840.73,2,4,0,17,30,'0'
1,1,1,0.67,1.5,20.59,46.32,0,2,0,4,4,'0'
1,1,1,0.5,2,9.83,39.3,0,0,0,3,3,'0'
3,1,3,0.06,15.83,43.45,10882.77,0,8,0,23,52,'0'
14,1,7,0.04,23.8,40.56,22972.35,3,2,0,25,70,'0'
12,7,8,0.02,43.46,43.26,81705.68,0,7,0,37,134,'0'
10,3,7,0.05,20.36,42.8,17736.25,4,7,0,28,57,'0'
5,1,2,0.08,11.85,25.16,3530.42,0,2,0,13,28,'0'
1,1,1,0.2,5.06,567.46,14514.63,0,2,0,87,220,'0'
1,1,1,0.21,4.75,368.63,8331.6,1,1,0,61,145,'0'
4,1,3,0.11,9.1,58.46,4844.79,2,8,0,29,48,'0'
2,1,1,0.17,5.78,42.3,1412.22,5,3,0,18,26,'0'
10,7,7,0,0,0,0,0,0,0,0,0,'0'
13,1,6,0.03,33.71,45.72,51956.43,25,4,0,38,122,'0'
10,1,6,0.06,16.79,37.41,10545.17,4,1,0,19,58,'0'
4,1,3,0.07,13.78,42.27,8027.12,6,3,0,25,53,'0'
2,1,2,0.24,4.2,28.57,504,0,2,0,10,14,'0'
1,1,1,0.08,11.79,16.28,2260.7,1,2,0,7,15,'0'
14,12,9,0,0,0,0,0,0,0,0,0,'0'
6,5,4,0,0,0,0,0,0,0,0,0,'0'
9,5,6,0.04,22.78,36.93,19162.57,9,5,0,25,67,'0'
5,1,2,0.08,12.95,35.97,6029.52,1,5,0,19,41,'0'
3,1,2,0.06,17.48,77.84,23786.59,0,18,0,53,109,'0'
18,15,7,0.02,41.25,56.95,96899.18,23,10,1,42,165,'0'
2,1,2,0.11,9.23,57.69,4915.41,0,4,0,26,48,'0'
4,1,4,0,0,0,0,0,0,0,0,0,'0'
6,1,3,0,0,0,0,0,0,0,0,0,'0'
6,1,3,0.06,17.14,19.26,5657.01,3,4,0,11,29,'0'
4,1,4,0.2,4.93,43.85,1065.05,0,0,0,14,23,'0'
9,6,2,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.01,78.82,46.5,288888.69,12,14,0,36,227,'0'
4,1,3,0.02,66.3,22.47,98787,0,7,2,15,117,'0'
32,28,15,0.01,68.23,40.13,186819.18,7,9,0,30,178,'0'
1,1,1,0.18,5.7,29.47,957.6,0,1,0,10,19,'0'
6,4,3,0.03,33.08,27.37,29946.97,4,7,1,20,63,'0'
1,1,1,0.5,2,13.5,54,0,0,0,4,4,'0'
7,1,4,0.01,74.5,60.92,338128.21,9,22,2,46,298,'0'
10,4,7,0.04,28.14,32.58,25801.88,7,11,0,25,67,'0'
5,5,3,0.11,9,21.8,1765.93,0,0,0,11,18,'0'
4,4,3,0.14,7.2,21.24,1101.06,0,1,0,10,16,'0'
3,1,2,0.08,12,20.83,2999.79,5,4,3,14,24,'0'
11,8,5,0.04,24.02,76.55,44181.7,19,11,3,64,123,'0'
2,1,2,0.07,13.71,18.25,3432.02,21,4,0,14,24,'0'
3,1,2,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.1,10.48,41.05,4504.76,0,2,1,21,40,'0'
3,3,2,0.06,16,25.63,6560,0,11,0,16,32,'0'
1,1,1,0.19,5.33,8.43,239.85,0,1,0,3,4,'0'
10,1,2,0,0,0,0,0,0,0,0,0,'0'
3,1,3,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.07,13.54,24.01,4401.99,0,4,0,12,25,'0'
1,1,1,0.17,6,9.56,344.16,0,2,0,4,6,'0'
6,1,3,0,0,0,0,0,0,0,0,0,'0'
22,8,5,0.02,62.71,37.7,148252.29,44,38,1,40,173,'0'
19,15,1,0.05,21.72,36.89,17410.32,0,6,0,29,60,'0'
1,1,1,0.1,9.8,57.08,5486.72,9,7,0,23,41,'0'
1,1,1,0.25,4,20.61,329.82,0,0,0,6,8,'0'
1,1,1,0.29,3.47,75.56,911,4,4,0,18,25,'0'
4,3,3,0.15,6.87,16.37,774.04,0,1,0,8,11,'0'
2,1,1,0.1,9.75,25.72,2444.99,0,4,0,12,18,'0'
3,1,1,0.17,6,8.96,322.65,1,0,1,4,6,'0'
10,9,2,0.03,34.88,10.65,12950.3,2,4,0,8,31,'0'
7,6,2,0.04,24.75,10.26,6282.14,1,3,0,8,22,'0'
1,1,1,0.5,2,25.95,103.78,0,1,0,7,7,'0'
5,1,2,0.06,17.05,43.09,12520.45,0,7,0,22,50,'0'
4,1,3,0.09,10.66,33.02,3749.53,0,5,1,16,31,'0'
7,1,4,0.08,12,83.05,11959.9,6,7,0,41,82,'0'
1,1,1,0.37,2.73,35.2,261.82,0,0,0,11,12,'0'
2,1,2,0.13,7.64,46.64,2719.48,2,5,0,22,28,'0'
1,1,1,0.42,2.4,17.17,98.9,0,0,0,5,6,'0'
1,1,1,0.5,2,16.5,66,1,1,0,4,4,'0'
1,1,1,0.5,2,9.83,39.3,0,0,0,3,3,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.4,2.5,13.95,87.17,0,0,0,4,4,'0'
7,7,3,0.11,9,27.51,2228.29,2,2,0,12,18,'0'
2,1,2,0.14,7.34,45.18,2435.43,3,3,0,19,31,'0'
3,1,3,0.15,6.5,20.31,858,2,3,0,8,13,'0'
3,3,2,0.1,10.5,15.29,1685.67,0,4,0,8,12,'0'
3,3,2,0.1,9.75,14.87,1413.23,0,2,0,8,12,'0'
3,1,3,0.1,10.29,20.76,2198.48,0,3,0,12,19,'0'
3,1,3,0.11,8.71,23.38,1772.67,0,1,0,12,19,'0'
5,1,5,0.05,19,32.99,11909.84,3,0,0,22,44,'0'
1,1,1,0.67,1.5,5.33,12,0,0,0,1,1,'0'
5,1,3,0.06,17.05,37.19,10812.04,0,3,0,20,62,'0'
3,1,3,0.11,9.5,21.72,1960.07,0,3,0,12,19,'0'
5,1,4,0,0,0,0,0,0,0,0,0,'0'
10,9,1,0,0,0,0,0,0,0,0,0,'0'
9,5,5,0,0,0,0,0,0,0,0,0,'0'
13,9,7,0,0,0,0,0,0,0,0,0,'0'
9,8,2,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.2,5,19.2,480,0,2,0,8,10,'0'
3,1,3,0.08,12.89,38.34,6374.52,0,4,0,19,35,'0'
1,1,1,1,1,8,8,0,0,0,2,2,'0'
2,1,2,0.19,5.33,18.56,527.95,5,2,0,6,8,'0'
2,1,2,0.21,4.67,18.76,408.66,0,2,0,6,7,'0'
1,1,1,0.67,1.5,5.33,12,0,0,0,1,1,'0'
1,1,1,0.5,2,9.83,39.3,0,0,0,3,3,'0'
1,1,1,0.5,2,9.83,39.3,0,0,0,3,3,'0'
2,1,2,0.17,6,20,720,0,2,0,8,12,'0'
1,1,1,0.67,1.5,13.79,31.02,0,0,0,3,3,'0'
7,1,4,0.06,17.33,46.04,13818.86,2,4,0,20,63,'0'
1,1,1,0.09,11.11,72.06,8896.34,0,1,0,18,80,'0'
6,4,3,0.05,19.94,23.43,9312.12,0,3,0,16,29,'0'
1,1,1,0.2,5,28.13,703.24,0,3,0,9,15,'0'
2,1,1,0.16,6.29,14.3,564.82,0,2,0,7,11,'0'
7,1,7,0.06,16.71,41.66,11627.48,1,3,0,29,57,'0'
12,1,12,0.04,28.21,49.43,39323.21,2,2,0,39,110,'0'
1,1,1,0.44,2.29,24.22,126.52,0,1,0,7,8,'0'
1,1,1,0.19,5.37,42.38,1220.55,0,0,0,15,23,'0'
14,8,7,0.06,16.68,58.55,16295.07,0,16,0,30,77,'0'
3,1,3,0.11,8.75,44.97,3442.8,0,5,0,22,35,'0'
3,1,3,0.09,11.61,16.01,2157.84,2,3,0,9,19,'0'
1,1,1,0.2,5,17.3,432.43,0,0,0,6,12,'0'
3,1,2,0.1,10.21,13.47,1405.56,0,4,0,7,13,'0'
8,8,3,0.03,30.03,39.77,35858.47,0,6,1,36,94,'0'
1,1,1,0.5,2,11.63,46.53,0,1,0,3,4,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
4,1,3,0.08,11.92,65.12,9246.81,42,10,0,30,55,'0'
7,6,3,0.06,17.46,30.38,9264.49,7,3,0,27,41,'0'
12,9,8,0.03,30.57,41.33,38612.14,13,10,0,38,101,'0'
11,11,7,0.12,8.55,26.33,1924.95,17,3,0,10,19,'0'
10,5,3,0,0,0,0,0,0,0,0,0,'0'
3,3,1,0,0,0,0,0,0,0,0,0,'0'
6,1,4,0.05,22.19,82.85,40810.58,8,14,2,54,141,'0'
4,1,2,0,0,0,0,0,0,0,0,0,'0'
10,1,5,0.05,20.91,46.61,20384.27,3,3,7,34,79,'0'
11,3,7,0.04,23.33,38.6,21015.49,0,2,0,27,70,'0'
4,4,1,0.11,9.17,11.35,953.33,0,2,0,6,11,'0'
23,5,13,0.02,48.81,55.87,133116.85,2,18,1,45,191,'0'
4,1,3,0.09,11.45,18.56,2435.32,1,2,1,11,21,'0'
5,5,1,0.05,20.77,16.52,7124.24,0,1,0,13,27,'0'
3,1,3,0.1,10.5,28.04,3091.34,0,1,0,16,24,'0'
4,1,2,0.09,11.05,16.78,2049.4,0,5,0,10,17,'0'
7,5,3,0.05,19,21.95,7924.63,0,4,0,15,38,'0'
5,5,3,0.06,16.36,15.51,4153.47,0,2,0,11,24,'0'
10,9,4,0.03,29.34,39.21,33760.81,0,7,0,35,79,'0'
4,4,3,0.08,12.92,19.87,3318.18,0,2,0,13,24,'0'
6,1,2,0.06,17.68,22.26,6956.46,0,4,0,14,33,'0'
3,1,2,0.17,5.79,15.21,509.14,3,2,0,7,9,'0'
2,1,1,0.19,5.4,13.4,390.63,0,2,0,5,6,'0'
5,1,5,0.24,4.08,19.94,332.42,0,3,0,6,7,'0'
10,1,5,0.02,40,30.38,48607.35,7,10,0,23,80,'0'
2,1,1,0.22,4.5,27.38,554.35,0,1,0,10,10,'0'
3,3,2,0.08,12.44,14.18,2196.03,3,2,0,9,14,'0'
5,1,1,0.07,14.39,25.77,5338.04,0,5,0,14,31,'0'
47,25,21,0.01,92.24,40.16,341686.13,3,23,1,49,226,'0'
3,3,2,0.09,11.38,12.74,1648.77,0,1,0,8,14,'0'
4,3,1,0.07,14.06,12.87,2544.5,0,2,0,8,15,'0'
4,3,1,0.05,19.43,9.91,3741.33,0,2,0,7,16,'0'
14,10,1,0.04,26.92,25.55,18509.19,0,2,0,18,51,'0'
2,1,2,0.4,2.5,12.68,79.25,0,1,0,4,4,'0'
3,3,1,0.12,8.56,18.69,1368.13,0,2,0,9,14,'0'
8,6,6,0.05,20.67,37.6,16058.03,0,7,0,24,62,'0'
7,6,4,0.13,7.92,26.47,1659.28,0,3,0,12,19,'0'
7,3,2,0.07,14.62,17.79,3800,9,4,0,13,20,'0'
7,1,1,0.05,20.67,19.31,8246.21,5,9,0,12,31,'0'
5,1,3,0.06,15.58,30.28,7353.68,0,4,0,18,33,'0'
5,3,3,0.07,14.4,11.35,2354.38,0,0,0,5,12,'0'
12,12,8,0.04,26.18,23.61,16183.91,0,3,0,11,36,'0'
8,1,6,0.04,25.28,37.34,23858.65,5,3,0,27,65,'0'
4,3,2,0.18,5.71,15.74,513.85,0,0,0,7,8,'0'
4,1,3,0.06,16.14,21.27,5551.19,0,3,0,13,35,'0'
10,8,7,0.04,26.74,46.5,33242.04,0,4,1,40,93,'0'
4,3,2,0,0,0,0,0,0,0,0,0,'0'
4,1,4,0.1,10,10.4,1040,0,2,0,6,12,'0'
3,3,1,0.13,7.5,10.52,591.52,0,1,0,3,5,'0'
